group	group_name	rn	source	type	gene_id	gene_version	gene_name	gene_type	gene_search	chr	high_expr	high_expr_cl	high_expr_sample	high_expr_clorsam	logFC	AveExpr	t	P.Value	adj.P.Val	B
1	TRUE	ENSG00000241860	HAVANA	gene	ENSG00000241860	7	AL627309.5	lncRNA	AL627309.5; ENSG00000241860	chr1	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	ENSG00000237491	HAVANA	gene	ENSG00000237491	10	LINC01409	lncRNA	LINC01409; ENSG00000237491	chr1	TRUE	TRUE	TRUE	2	-0.262139240929172	3.57557915396302	-1.58747158792532	0.128628432007999	0.593679211546394	-4.79243227983953
1	TRUE	ENSG00000228794	HAVANA	gene	ENSG00000228794	9	LINC01128	lncRNA	LINC01128; ENSG00000228794	chr1	TRUE	TRUE	TRUE	2	-0.0170072379301056	4.40227119505978	-0.159155719158328	0.875197279729303	0.972302473524217	-6.13412291606044
1	TRUE	ENSG00000230368	HAVANA	gene	ENSG00000230368	2	FAM41C	lncRNA	FAM41C; ENSG00000230368	chr1	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	ENSG00000223764	HAVANA	gene	ENSG00000223764	2	LINC02593	lncRNA	LINC02593; ENSG00000223764	chr1	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	ENSG00000187634	HAVANA	gene	ENSG00000187634	12	SAMD11	protein_coding	SAMD11; ENSG00000187634	chr1	TRUE	TRUE	TRUE	2	-0.0509205112229649	4.80853845176009	-0.156810875182208	0.877282594516729	0.972380630580555	-6.21577236291971
1	TRUE	ENSG00000188976	HAVANA	gene	ENSG00000188976	11	NOC2L	protein_coding	NOC2L; ENSG00000188976	chr1	TRUE	TRUE	TRUE	2	-0.0746982301741502	5.29648014200032	-0.784742985423824	0.442115847132624	0.833731916009572	-5.99112087899899
1	TRUE	ENSG00000187961	HAVANA	gene	ENSG00000187961	14	KLHL17	protein_coding	KLHL17; ENSG00000187961	chr1	FALSE	TRUE	TRUE	2	-0.224388637779715	2.31762437044162	-0.884397859783104	0.38734951800128	0.800840705759772	-5.30789912560527
1	TRUE	ENSG00000272512	HAVANA	gene	ENSG00000272512	1	AL645608.7	lncRNA	AL645608.7; ENSG00000272512	chr1	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	ENSG00000188290	HAVANA	gene	ENSG00000188290	10	HES4	protein_coding	HES4; ENSG00000188290	chr1	TRUE	TRUE	TRUE	2	0.177380129365479	6.03863317340224	1.74108095691391	0.097562472304102	0.552691644085273	-4.95765003711249
