NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
HES5	1	HES5	
DLX1	1	DLX1	
CLEC2L	1	CLEC2L	
KCNAB1	1	KCNAB1	
SLC17A6	1	SLC17A6	
GRID2	1	GRID2	
MIR124-1HG	1	LINC00599	
GLRA2	1	GLRA2	
GPR149	1	GPR149	
ICAM5	1	ICAM5	
CA8	1	CA8	
GABRA5	1	GABRA5	
DOK6	1	DOK6	
CAMK2A	1	CAMK2A	
RAD54B	1	RAD54B	
H1-4	1	HIST1H1E	
NOS1AP	1	NOS1AP	
MAGEE2	1	MAGEE2	
SLITRK4	1	SLITRK4	
SCN8A	1	SCN8A	
MOBP	1	MOBP	
GLRA3	1	GLRA3	
NDE1	1	NDE1	
WNT3	1	WNT3	
NXPH1	1	NXPH1	
HCN1	1	HCN1	
GRM7	1	GRM7	
POMC	1	POMC	
ELAVL2	1	ELAVL2	
ASIC2	1	ASIC2	
SCN2A	1	SCN2A	
PWWP3B	1	PWWP3B	
TOX3	1	TOX3	
ST6GALNAC5	1	ST6GALNAC5	
CSMD1	1	CSMD1	
KHDRBS2	1	KHDRBS2	
PRKCG	1	PRKCG	
MN1	1	MN1	
RGS17	1	RGS17	
GABRQ	1	GABRQ	
VWC2L	1	VWC2L	
LGI2	1	LGI2	
KCND2	1	KCND2	
RBFOX1	1	RBFOX1	
SLC32A1	1	SLC32A1	
KCNC2	1	KCNC2	
VSNL1	1	VSNL1	
ISL1	1	ISL1	
PLCB4	1	PLCB4	
SV2C	1	SV2C	
PLXNA4	1	PLXNA4	
ENC1	1	ENC1	
FNDC9	1	FNDC9	
KLHL35	1	KLHL35	
SYNPR	1	SYNPR	
GABRA2	1	GABRA2	
SCN3A	1	SCN3A	
TBC1D30	1	TBC1D30	
GULP1	1	GULP1	
KCNJ6	1	KCNJ6	
MGAT5B	1	MGAT5B	
RAB9B	1	RAB9B	
FGF13	1	FGF13	
C2orf80	1	C2orf80	
FGF14	1	FGF14	
GOLT1A	1	GOLT1A	
C22orf42	1	C22orf42	
CHRNA4	1	CHRNA4	
HAS1	1	HAS1	
SLC1A6	1	SLC1A6	
DNM3	1	DNM3	
CAMKV	1	CAMKV	
GRIK1	1	GRIK1	
GABRG2	1	GABRG2	
SHISAL2B	1	SHISAL2B	
PCDH19	1	PCDH19	
DACH2	1	DACH2	
HBQ1	1	HBQ1	
SLC8A1	1	SLC8A1	
SHISAL1	1	SHISAL1	
EPB41L4B	1	EPB41L4B	
CLVS2	1	CLVS2	
ETNPPL	1	ETNPPL	
SSTR2	1	SSTR2	
ERC2	1	ERC2	
NOL4	1	NOL4	
CABLES1	1	CABLES1	
WDR27	1	WDR27	
STMN2	1	STMN2	
GJB6	1	GJB6	
NGEF	1	NGEF	
SMIM17	1	SMIM17	
PCP4L1	1	PCP4L1	
SLC25A48	1	SLC25A48	
VPS37D	1	VPS37D	
NAPB	1	NAPB	
NEFL	1	NEFL	
TRPM3	1	TRPM3	
HMGCLL1	1	HMGCLL1	
GPR137C	1	GPR137C	
KCNJ3	1	KCNJ3	
GAD1	1	GAD1	
FRMPD4	1	FRMPD4	
NEXMIF	1	NEXMIF	
HS6ST3	1	HS6ST3	
GAD2	1	GAD2	
YPEL4	1	YPEL4	
PLPPR1	1	PLPPR1	
NEDD4L	1	NEDD4L	
AQP1	1	AQP1	
SLITRK5	1	SLITRK5	
ANKRD27	1	ANKRD27	
CELF3	1	CELF3	
FGFR3	1	FGFR3	
NPY1R	1	NPY1R	
CSGALNACT1	1	CSGALNACT1	
OPRM1	1	OPRM1	
CACNA1I	1	CACNA1I	
RUNDC3B	1	RUNDC3B	
GRIA2	1	GRIA2	
RAB15	1	RAB15	
