NAME	TITLE	SCORE	
GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B [Source:HGNC Symbol;Acc:HGNC:4586]	2.5026166	
DOK6	docking protein 6 [Source:HGNC Symbol;Acc:HGNC:28301]	1.9052702	
CAMK1G	calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585]	1.8785377	
ZNF681	zinc finger protein 681 [Source:HGNC Symbol;Acc:HGNC:26457]	1.8299242	
SLITRK4	SLIT and NTRK like family member 4 [Source:HGNC Symbol;Acc:HGNC:23502]	1.8024015	
CACNA1B	calcium voltage-gated channel subunit alpha1 B [Source:HGNC Symbol;Acc:HGNC:1389]	1.7963253	
GABRA5	gamma-aminobutyric acid type A receptor subunit alpha5 [Source:HGNC Symbol;Acc:HGNC:4079]	1.7817843	
FBXO41	F-box protein 41 [Source:HGNC Symbol;Acc:HGNC:29409]	1.7443378	
CHD5	chromodomain helicase DNA binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16816]	1.6951703	
C2CD2L	C2CD2 like [Source:HGNC Symbol;Acc:HGNC:29000]	1.6912322	
MYT1L	myelin transcription factor 1 like [Source:HGNC Symbol;Acc:HGNC:7623]	1.6815276	
CDK5R1	cyclin dependent kinase 5 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:1775]	1.6727165	
TTR	transthyretin [Source:HGNC Symbol;Acc:HGNC:12405]	1.6591392	
ARFGEF3	ARFGEF family member 3 [Source:HGNC Symbol;Acc:HGNC:21213]	1.6361318	
RIT2	Ras like without CAAX 2 [Source:HGNC Symbol;Acc:HGNC:10017]	1.601169	
SLC6A15	solute carrier family 6 member 15 [Source:HGNC Symbol;Acc:HGNC:13621]	1.6001086	
DOP1B	DOP1 leucine zipper like protein B [Source:HGNC Symbol;Acc:HGNC:1291]	1.5985017	
VSTM2A	V-set and transmembrane domain containing 2A [Source:HGNC Symbol;Acc:HGNC:28499]	1.5963173	
ADD2	adducin 2 [Source:HGNC Symbol;Acc:HGNC:244]	1.5856472	
SOX1	SRY-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11189]	1.5733382	
SAC3D1	SAC3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30179]	1.5688484	
GDA	guanine deaminase [Source:HGNC Symbol;Acc:HGNC:4212]	1.5687643	
STK19	serine/threonine kinase 19 [Source:HGNC Symbol;Acc:HGNC:11398]	1.532674	
NEURL1	neuralized E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:7761]	1.5272914	
DIRAS2	DIRAS family GTPase 2 [Source:HGNC Symbol;Acc:HGNC:19323]	1.5070646	
DOCK3	dedicator of cytokinesis 3 [Source:HGNC Symbol;Acc:HGNC:2989]	1.4997529	
