NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
GATD3	1	GATD3A	
KCNMB2	1	KCNMB2	
CCKBR	1	CCKBR	
KCNJ12	1	KCNJ12	
LINC00622	1	LINC00622	
LUM	1	LUM	
BEND4	1	BEND4	
SOSTDC1	1	SOSTDC1	
NTS	1	NTS	
CRACD	1	KIAA1211	
MIR210HG	1	MIR210HG	
GAPDHS	1	GAPDHS	
LINC00865	1	LINC00865	
NPIPB5	1	NPIPB5	
DIO2	1	DIO2	
ZNF525	1	ZNF525	
CHRM5	1	CHRM5	
SLC35E2B	1	SLC35E2B	
LINC02478	1	LINC02478	
WNT3	1	WNT3	
PENK	1	PENK	
LYPD6B	1	LYPD6B	
SOX14	1	SOX14	
HPS6	1	HPS6	
SYT10	1	SYT10	
TAC3	1	TAC3	
LRRC37A2	1	LRRC37A2	
ZNF804B	1	ZNF804B	
TRPC5	1	TRPC5	
TDRD5	1	TDRD5	
STX18-AS1	1	STX18-AS1	
FOXB1	1	FOXB1	
TRAPPC10	1	TRAPPC10	
CGAS	1	CGAS	
ATAD5	1	ATAD5	
NYAP2	1	NYAP2	
ADAMTS2	1	ADAMTS2	
LINC02021	1	LINC02021	
SEMA3A	1	SEMA3A	
MROCKI	1	LINC01268	
MC4R	1	MC4R	
RHOXF1	1	RHOXF1	
CTXN3	1	CTXN3	
PLCXD1	1	PLCXD1	
RNPC3	1	RNPC3	
DRAIC	1	DRAIC	
GPR179	1	GPR179	
IGF2BP2	1	IGF2BP2	
ISLR2	1	ISLR2	
ZNF16	1	ZNF16	
CCDC144A	1	CCDC144A	
MYOM2	1	MYOM2	
CARTPT	1	CARTPT	
SPDL1	1	SPDL1	
PTPRD-AS1	1	PTPRD-AS1	
ADAMTS6	1	ADAMTS6	
PDE11A	1	PDE11A	
ENPP1	1	ENPP1	
CEP128	1	CEP128	
ITGA4	1	ITGA4	
PROC	1	PROC	
ANKRD36B	1	ANKRD36B	
PPP4R1-AS1	1	PPP4R1-AS1	
ESYT3	1	ESYT3	
LHX5	1	LHX5	
TPBG	1	TPBG	
ZNF208	1	ZNF208	
ZNF417	1	ZNF417	
ANO3	1	ANO3	
GPR153	1	GPR153	
DENND4C	1	DENND4C	
ZNF485	1	ZNF485	
SAMD11	1	SAMD11	
INSYN1-AS1	1	INSYN1-AS1	
CLIC5	1	CLIC5	
MAML1	1	MAML1	
DNAH14	1	DNAH14	
LINC01322	1	LINC01322	
LINC00648	1	LINC00648	
LYPD6	1	LYPD6	
IFIH1	1	IFIH1	
EML5	1	EML5	
TMEM241	1	TMEM241	
PLCG2	1	PLCG2	
ASXL3	1	ASXL3	
LRP4-AS1	1	LRP4-AS1	
TOE1	1	TOE1	
ADAM19	1	ADAM19	
ODC1-DT	1	ODC1-DT	
CEBPB-AS1	1	CEBPB-AS1	
SIX4	1	SIX4	
ZNF749	1	ZNF749	
MT-ATP8	1	MT-ATP8	
BSPRY	1	BSPRY	
LINC01260	1	LINC01260	
CRH	1	CRH	
IQUB	1	IQUB	
MYLK-AS1	1	MYLK-AS1	
IRAK4	1	IRAK4	
TAFA4	1	TAFA4	
HS3ST5	1	HS3ST5	
HAR1A	1	HAR1A	
MOBP	1	MOBP	
EXO5	1	EXO5	
GINS3	1	GINS3	
ZNF404	1	ZNF404	
DENND1B	1	DENND1B	
CTNNA3	1	CTNNA3	
NDE1	1	NDE1	
SLC35D3	1	SLC35D3	
ACOT11	1	ACOT11	
RSPO3	1	RSPO3	
INHBA	1	INHBA	
POLR3G	1	POLR3G	
RIMS4	1	RIMS4	
GTF2H2C	1	GTF2H2C	
KRBA2	1	KRBA2	
GIN1	1	GIN1	
ASAH2	1	ASAH2	
ZNF625	1	ZNF625	
CC2D2B	1	CC2D2B	
CALCR	1	CALCR	
OSBPL3	1	OSBPL3	
ZNF547	1	ZNF547	
CYP4Z1	1	CYP4Z1	
AP1S3	1	AP1S3	
KCNE2	1	KCNE2	
LINC00526	1	LINC00526	
ANKRD36	1	ANKRD36	
LIN28B	1	LIN28B	
DYNLT2	1	TCTE3	
PGF	1	PGF	
RTN4RL1	1	RTN4RL1	
HEYL	1	HEYL	
MAML3	1	MAML3	
TMEM81	1	TMEM81	
RAPGEF4-AS1	1	RAPGEF4-AS1	
MT-ND4L	1	MT-ND4L	
ZNF557	1	ZNF557	
CCDC62	1	CCDC62	
MCTP2	1	MCTP2	
PTH2R	1	PTH2R	
COX6A2	1	COX6A2	
KCNQ1OT1	1	KCNQ1OT1	
N4BP3	1	N4BP3	
BRCA1	1	BRCA1	
ERV3-1	1	ERV3-1	
FAM110C	1	FAM110C	
UTS2	1	UTS2	
