NAME	TITLE	SCORE	
SNX22	sorting nexin 22 [Source:HGNC Symbol;Acc:HGNC:16315]	1.7605158	
ZNF143	zinc finger protein 143 [Source:HGNC Symbol;Acc:HGNC:12928]	1.3724043	
SLITRK4	SLIT and NTRK like family member 4 [Source:HGNC Symbol;Acc:HGNC:23502]	1.3596317	
ZFP14	ZFP14 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:29312]	1.3469375	
GPR19	G protein-coupled receptor 19 [Source:HGNC Symbol;Acc:HGNC:4473]	1.337384	
ZNF519	zinc finger protein 519 [Source:HGNC Symbol;Acc:HGNC:30574]	1.3207544	
MT-ND6	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6 [Source:HGNC Symbol;Acc:HGNC:7462]	1.3028167	
ANKRD34B	ankyrin repeat domain 34B [Source:HGNC Symbol;Acc:HGNC:33736]	1.3024933	
KCTD4	potassium channel tetramerization domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23227]	1.2972777	
KANSL1-AS1	KANSL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43740]	1.2734525	
CACNA1C	calcium voltage-gated channel subunit alpha1 C [Source:HGNC Symbol;Acc:HGNC:1390]	1.2689683	
MARCHF8	membrane associated ring-CH-type finger 8 [Source:HGNC Symbol;Acc:HGNC:23356]	1.2684264	
HES5	hes family bHLH transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:19764]	1.2429454	
ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23317]	1.2213745	
MED14	mediator complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:2370]	1.1727984	
GABRA4	gamma-aminobutyric acid type A receptor subunit alpha4 [Source:HGNC Symbol;Acc:HGNC:4078]	1.1672926	
KCNK9	potassium two pore domain channel subfamily K member 9 [Source:HGNC Symbol;Acc:HGNC:6283]	1.1461357	
CALB1	calbindin 1 [Source:HGNC Symbol;Acc:HGNC:1434]	1.1322745	
CARTPT	CART prepropeptide [Source:HGNC Symbol;Acc:HGNC:24323]	1.1251887	
THAP8	THAP domain containing 8 [Source:HGNC Symbol;Acc:HGNC:23191]	1.1199951	
HPS6	HPS6 biogenesis of lysosomal organelles complex 2 subunit 3 [Source:HGNC Symbol;Acc:HGNC:18817]	1.1150972	
BRCA1	BRCA1 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]	1.1106371	
SLC25A27	solute carrier family 25 member 27 [Source:HGNC Symbol;Acc:HGNC:21065]	1.109275	
CACNG2	calcium voltage-gated channel auxiliary subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:1406]	1.1022877	
BCL11B	BAF chromatin remodeling complex subunit BCL11B [Source:HGNC Symbol;Acc:HGNC:13222]	1.101673	
GPR12	G protein-coupled receptor 12 [Source:HGNC Symbol;Acc:HGNC:4466]	1.085881	
MIR124-1HG	MIR124-1 host gene [Source:HGNC Symbol;Acc:HGNC:27231]	1.0803697	
CDH18	cadherin 18 [Source:HGNC Symbol;Acc:HGNC:1757]	1.0754163	
SLC5A3	solute carrier family 5 member 3 [Source:HGNC Symbol;Acc:HGNC:11038]	1.0727526	
CACNA2D3	calcium voltage-gated channel auxiliary subunit alpha2delta 3 [Source:HGNC Symbol;Acc:HGNC:15460]	1.0725496	
TGFA	transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765]	1.0664976	
DNMT3A	DNA methyltransferase 3 alpha [Source:HGNC Symbol;Acc:HGNC:2978]	1.0523545	
ZNF14	zinc finger protein 14 [Source:HGNC Symbol;Acc:HGNC:12924]	1.0501611	
DDN	dendrin [Source:HGNC Symbol;Acc:HGNC:24458]	1.0500181	
POLR3G	RNA polymerase III subunit G [Source:HGNC Symbol;Acc:HGNC:30075]	1.0499302	
EXOG	exo/endonuclease G [Source:HGNC Symbol;Acc:HGNC:3347]	1.0377537	
GPR135	G protein-coupled receptor 135 [Source:HGNC Symbol;Acc:HGNC:19991]	1.0373199	
GDA	guanine deaminase [Source:HGNC Symbol;Acc:HGNC:4212]	1.0251758	
SOWAHA	sosondowah ankyrin repeat domain family member A [Source:HGNC Symbol;Acc:HGNC:27033]	1.020518	
CRYGD	crystallin gamma D [Source:HGNC Symbol;Acc:HGNC:2411]	1.0143237	
SOX1	SRY-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11189]	1.0028709	
ZNF189	zinc finger protein 189 [Source:HGNC Symbol;Acc:HGNC:12980]	1.0003711	
MAML1	mastermind like transcriptional coactivator 1 [Source:HGNC Symbol;Acc:HGNC:13632]	0.999863	
ZNF605	zinc finger protein 605 [Source:HGNC Symbol;Acc:HGNC:28068]	0.9977199	
SCN3A	sodium voltage-gated channel alpha subunit 3 [Source:HGNC Symbol;Acc:HGNC:10590]	0.98439056	
NICN1	nicolin 1, tubulin polyglutamylase complex subunit [Source:HGNC Symbol;Acc:HGNC:18317]	0.9731087	
SETD9	SET domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28508]	0.97128814	
AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16921]	0.96971744	
CENPC	centromere protein C [Source:HGNC Symbol;Acc:HGNC:1854]	0.9659522	
RYR2	ryanodine receptor 2 [Source:HGNC Symbol;Acc:HGNC:10484]	0.96429163	
PRLR	prolactin receptor [Source:HGNC Symbol;Acc:HGNC:9446]	0.9612902	
EXPH5	exophilin 5 [Source:HGNC Symbol;Acc:HGNC:30578]	0.9560978	
TYSND1	trypsin like peroxisomal matrix peptidase 1 [Source:HGNC Symbol;Acc:HGNC:28531]	0.9553319	
EPM2A	EPM2A glucan phosphatase, laforin [Source:HGNC Symbol;Acc:HGNC:3413]	0.95323175	
RMST	rhabdomyosarcoma 2 associated transcript [Source:HGNC Symbol;Acc:HGNC:29893]	0.95174056	
MMP16	matrix metallopeptidase 16 [Source:HGNC Symbol;Acc:HGNC:7162]	0.9493328	
SPEG	striated muscle enriched protein kinase [Source:HGNC Symbol;Acc:HGNC:16901]	0.9419391	
ZNF670	zinc finger protein 670 [Source:HGNC Symbol;Acc:HGNC:28167]	0.9382158	
CAMK2A	calcium/calmodulin dependent protein kinase II alpha [Source:HGNC Symbol;Acc:HGNC:1460]	0.93812776	
MPHOSPH9	M-phase phosphoprotein 9 [Source:HGNC Symbol;Acc:HGNC:7215]	0.93264806	
EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA specific [Source:HGNC Symbol;Acc:HGNC:24614]	0.92969984	
PPP1R3C	protein phosphatase 1 regulatory subunit 3C [Source:HGNC Symbol;Acc:HGNC:9293]	0.92736137	
SMIM18	small integral membrane protein 18 [Source:HGNC Symbol;Acc:HGNC:42973]	0.92458016	
MINPP1	multiple inositol-polyphosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:7102]	0.9238057	
ABTB3	ankyrin repeat and BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23844]	0.9133684	
GID4	GID complex subunit 4 homolog [Source:HGNC Symbol;Acc:HGNC:28453]	0.91192985	
KY	kyphoscoliosis peptidase [Source:HGNC Symbol;Acc:HGNC:26576]	0.91171783	
ANKRD36	ankyrin repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:24079]	0.90906817	
CDK6	cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]	0.90611166	
GRM7	glutamate metabotropic receptor 7 [Source:HGNC Symbol;Acc:HGNC:4599]	0.90259165	
CCDC28B	coiled-coil domain containing 28B [Source:HGNC Symbol;Acc:HGNC:28163]	0.9022948	
GRM5	glutamate metabotropic receptor 5 [Source:HGNC Symbol;Acc:HGNC:4597]	0.90167356	
R3HDM1	R3H domain containing 1 [Source:HGNC Symbol;Acc:HGNC:9757]	0.9013231	
TRNT1	tRNA nucleotidyl transferase 1 [Source:HGNC Symbol;Acc:HGNC:17341]	0.8998496	
AKT3	AKT serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:393]	0.89631253	
CCDC7	coiled-coil domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26533]	0.89505076	
WDR31	WD repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:21421]	0.8949679	
NEURL1B	neuralized E3 ubiquitin protein ligase 1B [Source:HGNC Symbol;Acc:HGNC:35422]	0.8943706	
PIGN	phosphatidylinositol glycan anchor biosynthesis class N [Source:HGNC Symbol;Acc:HGNC:8967]	0.8934479	
ANKRD36C	ankyrin repeat domain 36C [Source:HGNC Symbol;Acc:HGNC:32946]	0.8894369	
RTP5	receptor transporter protein 5 (putative) [Source:HGNC Symbol;Acc:HGNC:26585]	0.88926286	
COL12A1	collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]	0.8817632	
MT-CO3	mitochondrially encoded cytochrome c oxidase III [Source:HGNC Symbol;Acc:HGNC:7422]	0.8805756	
RIMS2	regulating synaptic membrane exocytosis 2 [Source:HGNC Symbol;Acc:HGNC:17283]	0.8795456	
ZNF514	zinc finger protein 514 [Source:HGNC Symbol;Acc:HGNC:25894]	0.8776655	
PITPNM3	PITPNM family member 3 [Source:HGNC Symbol;Acc:HGNC:21043]	0.87762296	
HIF3A	hypoxia inducible factor 3 subunit alpha [Source:HGNC Symbol;Acc:HGNC:15825]	0.87461287	
MYOM2	myomesin 2 [Source:HGNC Symbol;Acc:HGNC:7614]	0.87054145	
NKAIN4	sodium/potassium transporting ATPase interacting 4 [Source:HGNC Symbol;Acc:HGNC:16191]	0.86243933	
EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1 [Source:HGNC Symbol;Acc:HGNC:16687]	0.8614411	
VPS13B	vacuolar protein sorting 13 homolog B [Source:HGNC Symbol;Acc:HGNC:2183]	0.85958815	
CA3-AS1	CA3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51657]	0.8506781	
CHCHD6	coiled-coil-helix-coiled-coil-helix domain containing 6 [Source:HGNC Symbol;Acc:HGNC:28184]	0.8460943	
