Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value,Cluster 9 Mean Counts,Cluster 9 Log2 fold change,Cluster 9 Adjusted p value,Cluster 10 Mean Counts,Cluster 10 Log2 fold change,Cluster 10 Adjusted p value,Cluster 11 Mean Counts,Cluster 11 Log2 fold change,Cluster 11 Adjusted p value,Cluster 12 Mean Counts,Cluster 12 Log2 fold change,Cluster 12 Adjusted p value,Cluster 13 Mean Counts,Cluster 13 Log2 fold change,Cluster 13 Adjusted p value,Cluster 14 Mean Counts,Cluster 14 Log2 fold change,Cluster 14 Adjusted p value,Cluster 15 Mean Counts,Cluster 15 Log2 fold change,Cluster 15 Adjusted p value,Cluster 16 Mean Counts,Cluster 16 Log2 fold change,Cluster 16 Adjusted p value,Cluster 17 Mean Counts,Cluster 17 Log2 fold change,Cluster 17 Adjusted p value,Cluster 18 Mean Counts,Cluster 18 Log2 fold change,Cluster 18 Adjusted p value,Cluster 19 Mean Counts,Cluster 19 Log2 fold change,Cluster 19 Adjusted p value,Cluster 20 Mean Counts,Cluster 20 Log2 fold change,Cluster 20 Adjusted p value,Cluster 21 Mean Counts,Cluster 21 Log2 fold change,Cluster 21 Adjusted p value,Cluster 22 Mean Counts,Cluster 22 Log2 fold change,Cluster 22 Adjusted p value
ENSG00000069431,ABCC9,0.334320423438339,0.915599317209743,0.0000000000021084280981397712,0.3540471189294654,0.9539135908627148,0.000000002159318768420545,0.05970865260702065,-1.821685995605415,0.000000000000000000000000017333410711911003,0.5460894130765137,1.625341259616448,0.000000000000000000013814576680243018,0.12484351641992555,-0.6661981094612837,0.005545859435089066,0.08113192587413598,-1.300293388043917,0.00000014647641531367143,0.1674898063320119,-0.22367396951903684,0.5199720051090583,0.05451242995359524,-1.9665869107402765,0.00000000000000000000000000000007149153296463017,0.09971686268735701,-0.9982424695274537,0.00005063632011092083,0.21122567416543248,0.1241458212184865,0.6372824902120077,0.061225655377234726,-1.7388032046775965,0.00000000000000021120819471993408,0.4071063066960834,1.1168947791766974,0.0000028657182828325605,0.3496231124005365,0.9217650652124418,0.00000005905293629708689,0.12558339190767642,-0.6430894907112292,0.07243315565129656,0.20394166209827577,0.0720033418634447,0.712099296996415,0.16024086827129444,-0.28364266195363186,0.5158688893225489,0.2391735028415487,0.3076578410541928,0.2669655658406027,0.17119539309345388,-0.17839094088517005,0.9200204264074037,0.2707210614596014,0.48663561125388344,0.21615345707151815,0.09953220810417841,-0.9449855741704414,0.42129848785924556,0.2159381036976631,0.1638708858099056,0.6982934570407999,0.03573027946329371,-2.4279347646330254,0.000006408557860299764
ENSG00000123612,ACVR1C,0.22989035587258896,-0.7935087262547653,0.00000016605726254517445,0.15844523049426318,-1.3214473550077266,0.0000000000637295706766692,0.2742264327395021,-0.5189758288034216,0.0005133001864028809,0.14690613613645878,-1.4122174677896444,0.000000009496867385843644,0.23030139364421048,-0.7514905831345497,0.0013798380830578182,0.46388696392660744,0.30477099750502346,0.12772909759769652,0.25092105817529875,-0.6186970456958747,0.03420024334414668,0.589725378588894,0.7454323318644628,0.000000004136809901048517,0.2228965165952686,-0.7990203548140049,0.0008400614976180783,0.6592551314772678,0.8132385404938192,0.010018964913320555,1.3923236690816885,2.204097012158616,0.0000000000000000000000000000000000000000000000000000000001614355696557869,0.18287812101845002,-1.0760236747328706,0.0009073234299390399,0.3260087933641025,-0.23337574655028726,0.24267441223742187,0.21770843487644634,-0.8192672040146138,0.018244625382079938,0.36046179649039045,-0.07867074945199537,0.7938495410142695,0.0938627739712113,-2.0382456366983543,0.00000004847051935893267,0.48499071409536265,0.3629516807198294,0.18803285985530604,0.1584196174894648,-1.2610562832535068,0.04784071124494898,0.15865513369260362,-1.2591903867021568,0.043221140489428274,0.3790694734180412,0.0017070680774953217,0.8042863840137571,0.2757763733970155,-0.4544565568466572,0.8730377525400397,0.05313733868900091,-2.8327705372445395,0.00000016473839535618194
ENSG00000151388,ADAMTS12,0.03148524476665881,0.21564439013024383,0.2049296201323641,0.06237698017028101,1.3169514571239054,0.0000000000004119809883192334,0.019862757419674207,-0.5204669188796096,0.006842873271276437,0.02759716788901218,0.00915061828217123,0.9299567663465479,0.0126652842744852,-1.1414849063151538,0.00025596235585982494,0.054363909514302,1.0525879783784768,0.0000015755558113294858,0.025092105817529874,-0.13051229280441756,0.7834386679183107,0.012501817613324528,-1.2367052374317034,0.0000000005270017370485496,0.012531263492796202,-1.1546447205986432,0.0002628378644534504,0.05858212056931916,1.1268717666922985,0.002674680202218702,0.02743954676967532,-0.004454695636482597,0.9826669141168708,0.020888176992783336,-0.3893931789985947,0.346924541211329,0.024926225649569207,-0.14858365303705057,0.5913268278990681,0.011458338677707703,-1.24199827443198,0.005608522157223298,0.020656002865873865,-0.42038179937858366,0.20802908673129553,0.025928943085969974,-0.06925964418529684,0.9659679469422855,0.04207681994434653,0.6404546934644699,0.06407630571924995,0.04727036973475965,0.8191262861059609,0.10212288135654456,0.07555006366314458,1.497141972701578,0.0006791399686587362,0.021177065554080512,-0.2544221143694312,0.9609685039798892,0.05983826969935242,1.178134865582023,0.1448055173162306,0.010077771130672587,-1.347316683570531,0.02882952580985462
ENSG00000145536,ADAMTS16,0.03509042546513119,0.9461595270440561,0.000000004294030897678687,0.012321378799067854,-0.7275672096547385,0.0054988991004084956,0.010954611667820321,-0.9422601189262769,0.00000627759875544531,0.017004315567977202,-0.23205635020545134,0.4859596934200496,0.013440709842310826,-0.5819092832215205,0.0658179568318612,0.01159027512487657,-0.7940534139942246,0.010924137708845273,0.016937171426832667,-0.23371482974669266,0.5939336247022129,0.009235576975609111,-1.2083056544688944,0.00000000691115922247816,0.008265301452695367,-1.283278459836481,0.00014614401770404202,0.0321789112986401,0.7258766990522707,0.07963841188770521,0.010079833507227668,-1.0264439732319373,0.00010904538685491962,0.014067547770650002,-0.4889288525495097,0.24295915411538432,0.045698080357543545,1.3128640422625315,0.00000000004535606648397708,0.015583340601682474,-0.3383650634560613,0.5009596802627109,0.017164847451923353,-0.21669163889444665,0.5688917365244365,0.04511636096958775,1.227553578297698,0.00006895042192733901,0.037094038635147604,0.9322239224445745,0.005508151775791357,0.017886085845584734,-0.07496538931005592,1,0.0075550063663144575,-1.2033213021441584,0.1593198711907194,0.012706239332448308,-0.44828693576104417,0.8139753139717384,0.020813311199774757,0.21413306381942032,0.8229450589395824,0.11543628749679508,2.633714430658199,0.00000000000000016928766864922483
ENSG00000156140,ADAMTS3,0.05612064620622009,0.47142080108046436,0.0016814864119763717,0.07643105286296778,0.9467046009622684,0.00000006781046586660444,0.030335847695502426,-0.5233717748522517,0.002766209167308676,0.05630937286444909,0.4442113127519498,0.0454700319587861,0.02093649033129186,-1.0357825608482925,0.00021052939557153575,0.03228719499072759,-0.3944473709715597,0.14342456730271294,0.029796875658316728,-0.509051673805522,0.14726867762702725,0.03446447017727302,-0.3257830615485533,0.05048920566009982,0.05545750652131085,0.4216473860529817,0.06167493420935583,0.1006622353444639,1.2949929503332176,0.00013173982669380797,0.024079602267266097,-0.8483610958884968,0.0001574649214498424,0.030692831499600004,-0.4556087793494834,0.22419793913694236,0.06297151743049062,0.6258101834292398,0.001185445724821883,0.015125007054574166,-1.4682221502987334,0.0003396894828249105,0.04073014649608932,-0.04669269561437517,0.9420103825225359,0.01918741788361778,-1.1228339599246455,0.008092763841870467,0.0631152299165198,0.6073175799996591,0.055156153822707395,0.0268291287683771,-0.5965694026130359,0.4601705300180191,0.052885044564201206,0.3587655308012092,0.423077994729139,0.05294266388520128,0.38016780171973164,0.5435853800374221,0.04422828629952136,0.1439264596368215,0.7763410315107135,0.008245449106913934,-2.224776159226572,0.0003637154475849812
ENSG00000197381,ADARB1,0.25224247620311774,-0.7039614335072866,0.000002429408012026935,0.13803794685830706,-1.577332138466795,0.000000000000014013102851891944,0.9195854783569168,1.4873189559247026,0.00000000000000000000000000000000029556205421333345,0.3607144974584016,-0.1305966512740404,0.5933663287031231,0.3936577132661421,0.0014007681578012132,0.966316085811479,0.0794761722848679,-2.3601876441785494,0.0000000000000000003398849220828874,0.6589814290328784,0.7881494050897245,0.0003401419032188097,0.40828007971442715,0.060950781178837454,0.6384898622128884,0.4057996390645919,0.04755686949451565,0.8171373938338765,0.18729776576387958,-1.078020315622913,0.01884757743105907,0.3783670836879719,-0.060169885728268646,0.7790497480451547,0.4237315904250334,0.11141476670326145,0.6994925074937026,0.19306892323306674,-1.0726085365935332,0.00000035688602028704504,0.4129585259445856,0.07292148150602173,0.8030655098979844,0.347369963688076,-0.186978569107473,0.4845671892559074,0.3961942503536212,0.01145525881231979,0.888978175664942,0.19598939816182465,-1.019847092278153,0.005265799654215135,0.1622523501706615,-1.2773475376631198,0.04314627497922633,0.148581791870851,-1.4041072010350604,0.022288519488420457,0.18424047032050048,-1.0859780958593284,0.32218888571616894,0.569764394093834,0.5403623373768479,0.36336159755434094,0.7686590889667545,0.9870226287701086,0.0017167697625480875
ENSG00000141433,ADCYAP1,0.17100573779754003,-1.7443132212360577,0.000000000000000000000000008783802329782509,0.09837850884880739,-2.508176645354452,0.000000000000000000000000000012235095817086178,0.4474537535086608,-0.26776784354110295,0.0686719587604746,0.1516450437537639,-1.8501805181896394,0.00000000000025807997549823403,0.3559203356319617,-0.5955645000633375,0.008690813541575283,0.13163241034681247,-2.057189620279642,0.0000000000000008558975672060814,0.3920641533989043,-0.4470543979084617,0.11903661287911974,1.7887735795929744,2.3140066553418377,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012455356787358579,0.4708555601761296,-0.17496403062167154,0.47296046518338036,0.38367163471455507,-0.4671035727928825,0.3522625335588576,0.35671410800577913,-0.6027642381446173,0.0011258687436474391,0.49065901466721673,-0.11039131859182305,0.7668445859901785,0.5929817891371201,0.17722156306696402,0.3250252164376451,0.5926252764110423,0.17039784655378332,0.5842227253769766,1.2376145942454568,1.3229263630519246,0.0000000000013161699728287592,0.07467535608759353,-2.8467587242575254,0.0000000000004167231840703861,0.21868873523706422,-1.2913803385606817,0.00046990006605743837,0.1341456438418855,-1.9780713873578295,0.0018910478141268262,0.10577008912840241,-2.3185019968097955,0.00027549873481249394,0.17153423098805215,-1.6154158142623039,0.10965731164655826,0.3121996679966213,-0.75475093855944,0.6666752806020473,0.03206563541577641,-4.023839895254189,0.000000000009264369066467018
ENSG00000120907,ADRA1A,0.49475096452036005,-0.1849595730107163,0.21047617525964507,0.8578759988850994,0.6880939636088129,0.000021248731517762455,0.500661867323788,-0.16590490350382292,0.2606778708842228,0.3116528656557133,-0.8630187094552128,0.00017305305712693632,0.41614505473308516,-0.4343191420335739,0.05559656077447789,0.4578158674326245,-0.28996743720761164,0.19649698810075997,0.597192118457211,0.11091907816258373,0.6947817873643138,0.2601729611421591,-1.191796667230909,0.000000000000002007296198033427,1.4115001900183637,1.4686741686065583,0.00000000000000003210168219439462,1.1155355916861902,1.0311926441067174,0.0012602440673300116,0.22828956258035996,-1.3444929219417099,0.000000000005799913209063499,0.3073546043223834,-0.8717766208049905,0.006503032880489478,0.3935719839405664,-0.5223021766615902,0.008650964859496074,0.40516685564374433,-0.4645763986894431,0.21146290568243903,0.3697715442609251,-0.6080193828910899,0.011938877652835444,1.3348219900657343,1.3203807915189547,0.00000007275286650997248,0.3532238305854354,-0.6632803533175463,0.07689360494265185,0.5723547470587115,0.04630568506913191,0.7709678021342617,0.8134223521065232,0.5591656884063725,0.14789186696508605,1.0482647449269855,0.9254743671754156,0.08254805233863584,0.4552911824950728,-0.28252565416970477,0.9964034880494879,2.5817417314759408,2.2968964073209723,0.0000000000000002121761756467699
ENSG00000170214,ADRA1B,0.02139073881093614,-2.584751198775997,0.0000000000000000000000000000000000000002851430463019963,0.04562760586529815,-1.417992139457089,0.00000000008120627222919261,0.05116164789916084,-1.2890887517616125,0.00000000000003700894131650741,0.08056142949418707,-0.557437648041752,0.026856308150516026,0.043165356608959767,-1.4802356619730803,0.000000017444745611391716,0.029527605675280785,-2.0283064642630197,0.00000000000031726989095211334,0.04610674443971115,-1.3736632942113691,0.000005827962034638987,0.026918328014275336,-2.2570385504178834,0.000000000000000000000000000000000013621407277596715,0.1362441626557204,0.23331397808248777,0.26584228672308396,0.08003472810174589,-0.5429360617113428,0.29516197265179467,0.036586062359567094,-1.7455944539388457,0.000000000000004352220372017278,0.03410314611066667,-1.7950891816340642,0.0000006959347335997114,0.022302412423298765,-2.4525660496437984,0.000000000000000000005745516384046432,0.032541681844689876,-1.8587357998941711,0.0000007142139649752951,0.031711328343383825,-1.9215475439606093,0.000000000051787428809512155,1.194287118539777,3.750790402155678,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000029516857212666475,0.03045033022288236,-1.9441176098043376,0.000003660563429058601,0.08943042922792366,-0.373895631296417,0.6936950093757444,0.09317841185121165,-0.31529844253189454,0.7600843824434234,0.023294772109488566,-2.2145071215521046,0.04367431268940509,0.09105823649901455,-0.3276638189555934,0.963681621892933,3.0132535680711032,5.339348399943753,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020920096952918134
ENSG00000159723,AGRP,0.007570879466792004,-2.4517728040543405,0.000000000000000000000000003878063029847295,0.008278426380623715,-2.2567339783589437,0.0000000000000008909009617186922,0.025520633775581406,-0.635632145903223,0.0005650212681870501,0.006411463246942224,-2.574698262128276,0.00000000000034179747079312614,0.008271206056806662,-2.2253581790509314,0.00000000002867867573438382,0.01297006978259997,-1.5777903804413524,0.0000003399891187288251,0.014114309522360554,-1.4467937507185775,0.0000535422182403254,0.012276559638309672,-1.7522057874378998,0.0000000000000000021213804700571392,0.012531263492796202,-1.62999518601639,0.0000002449484247359191,0.02887851013980522,-0.3717351146312886,0.5614900309131332,0.36455397851140064,4.790265018249691,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020166614215724732,0.0059680505693666674,-2.6198849621880784,0.000000018484934246245814,0.004373022043784071,-3.1392009505005847,0.00000000000000000002876609995803233,0.0032083348297581565,-3.4225369498991443,0.00000000009076109306367318,0.0037820850317797222,-3.2927032294436174,0.000000000000000710451696348356,0.0046672097554745955,-2.916515696512125,0.00000003886718345141435,0.09411920250709092,1.3596554141424897,0.0000035543209019913702,0.007665465362393457,-2.1105020486643644,0.0104431055325267,0.008814174094033534,-1.9384895931741015,0.014949193730749951,0.012706239332448308,-1.3766037753512608,0.2793740265130817,0.01821164729980291,-0.8855225095895225,0.6458526943818983,0.002748483035637978,-3.4045909667454177,0.000006408557860299764
