Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000243485,MIR1302-2HG,0.00023105446708131467,-1.3184360496872145,1,0,1.7786479794746164,1,0,3.5848537585565134,1
ENSG00000238009,AL627309.1,0.0030037080720570907,-0.09604362835076685,1,0.0015151405552992934,-0.12824261613390142,1,0.00483348184648592,1.6779631629479956,0.9368183671465123
ENSG00000241860,AL627309.5,0.0016173812695692027,-0.3184360496872145,1,0,-0.39127702196769576,0.9851039326528056,0.00483348184648592,2.5848537585565134,0.722624453032128
ENSG00000286448,AP006222.2,0.000693163401243944,-0.3184360496872145,1,0,0.7786479794746164,1,0,2.5848537585565134,1
ENSG00000236601,AL732372.1,0.00046210893416262933,-0.7334735489660584,1,0,1.1936854787534603,1,0,2.9998912578353574,1
ENSG00000237491,LINC01409,0.03951031387090481,0.1536323946280076,0.967147438003713,0.03636337332718304,-0.053229261717056,1,0.029000891078915517,-0.22250116350109028,1
ENSG00000177757,FAM87B,0.001386326802487888,0.4889188723703892,0.8930090754273707,0,-0.028706942582987338,1,0,1.7774988364989097,1
ENSG00000228794,LINC01128,0.06538841418401205,0.5459088509552195,0.2382582401709053,0.04242393554838021,-0.5630433702341753,0.41219355075409353,0.048334818464859194,-0.2411168416684375,1
ENSG00000225880,LINC00115,0.0030037080720570907,-0.09604362835076685,1,0,-1.2213520205253836,0.6379395220046973,0.00966696369297184,2.362461337220066,0.4410281042173135
ENSG00000230368,FAM41C,0.00693163401243944,-0.17159466135794332,1,0.0015151405552992934,-1.3912770219676958,0.38785117734396984,0.024167409232429597,2.1698162592776695,0.12136315297495057
ENSG00000272438,AL645608.6,0.00023105446708131467,-1.3184360496872145,1,0,1.7786479794746164,1,0,3.5848537585565134,1
ENSG00000223764,LINC02593,0.006238470611195496,-1.681006129071923,0.022015660342838927,0.01818168666359152,1.4346935782572556,0.17070144381353455,0.024167409232429597,1.8478881643903078,0.2522976479280888
ENSG00000187634,SAMD11,0.0725511026635328,0.1478819545353227,0.9160525232201281,0.0696964655437675,-0.011059076763562992,1,0.048334818464859194,-0.4515696496933601,0.9613297623717985
ENSG00000188976,NOC2L,0.1180688326785518,0.08165110812565812,1,0.09696899553915478,-0.28644704874726834,0.7385831979735203,0.15467141908754944,0.4593228764726547,0.6499406151099899
ENSG00000187961,KLHL17,0.018484357366505173,0.021413953197410684,1,0.016666546108292227,-0.045780455941928366,1,0.01933392738594368,0.383219897386863,1
ENSG00000187642,PERM1,0.00023105446708131467,-1.3184360496872145,1,0,1.7786479794746164,1,0,3.5848537585565134,1
ENSG00000272512,AL645608.7,0.016866976096935972,-0.01587327966678309,1,0.00909084333179576,-0.7715491030858628,0.5450978691792453,0.03866785477188736,1.4328506651114639,0.19819547747945684
ENSG00000188290,HES4,0.400186336984837,-0.2873005650902438,0.3298589266901472,0.4045425282649113,-0.03866981645598089,1,0.7540231680518035,0.9136902227860535,0.032207424348653875
ENSG00000187608,ISG15,0.268716345215569,0.41522818138874085,0.20955618698818188,0.17272602330411946,-0.6332498122736601,0.11336177318884683,0.2900089107891552,0.1959189751724053,0.9967502625840542
ENSG00000188157,AGRN,0.04390034874544979,-0.16727197635356372,0.8987091484601473,0.04090879499308092,-0.10049762565099751,1,0.0725022276972888,0.8166694337795875,0.4364448979769577
ENSG00000131591,C1orf159,0.027033372648513816,-0.38998931071224874,0.587603656956421,0.03030281110598587,0.17096540225337709,1,0.048334818464859194,0.9357609204156416,0.4571904870315681
ENSG00000162571,TTLL10,0.002079490203731832,0.0034920452001490077,1,0.0015151405552992934,0.45671988458725465,1,0,1.125422139919217,1
ENSG00000186891,TNFRSF18,0.0009242178683252587,-1.581470455521007,0.562375300136807,0.0015151405552992934,1.1936854787534603,0.9452041281108915,0.00483348184648592,2.9998912578353574,0.6264596436036708
ENSG00000186827,TNFRSF4,0.0030037080720570907,-0.09604362835076685,1,0.003030281110598587,0.5562555581381696,1,0,0.5848537585565134,1
ENSG00000078808,SDF4,0.3211657092430274,0.03600781360468508,1,0.27878586217507,-0.21940111415522234,0.7997514147725809,0.42051292064427503,0.4231492639191696,0.5620664796576194
ENSG00000176022,B3GALT6,0.1511096214711798,0.6970650438529731,0.032377638758532605,0.09848413609445407,-0.5649751865120649,0.2575418377941366,0.0725022276972888,-0.9069993377731609,0.3621965872670872
ENSG00000184163,C1QTNF12,0.01132166888698442,0.7404576393663538,0.504051502174973,0.00454542166589788,-0.9217917386664762,0.5360902696823626,0.00966696369297184,0.44189580471447076,1
ENSG00000160087,UBE2J2,0.1541133295432369,0.05404098736358387,1,0.13030208775573923,-0.25008373906869963,1,0.20300623755240862,0.4526977999899473,0.7613652333304818
ENSG00000230415,LINC01786,0,-3.3184360496872145,0.4139965501784794,0.0015151405552992934,3.7786479794746164,0.45303466603795317,0,3.5848537585565134,1
ENSG00000162572,SCNN1D,0.028188644983920392,-0.18327646640557926,0.9535848774654225,0.024242248884788695,-0.19997836973281657,1,0.05316830031134512,1.0508751865541628,0.3804370270731229
ENSG00000131584,ACAP3,0.16728343416687183,0.05411811827011581,1,0.14999891497463005,-0.15681176833067312,0.967165271196032,0.19333927385943678,0.2559052359913787,0.9385194826037134
ENSG00000169972,PUSL1,0.02865075391808302,0.32542014008750986,0.7355862395717141,0.019696827218890815,-0.44742010000522914,0.7320810148777842,0.029000891078915517,0.28368422383594805,1
ENSG00000127054,INTS11,0.16081390908859503,-0.11182594314387062,0.8786475872752386,0.15302919608522864,-0.09195849880912554,1,0.23684061047781008,0.5884650121088923,0.4036843364964372
ENSG00000224051,CPTP,0.03927925940382349,-0.18598575366356496,0.8890335742511095,0.04393907610367951,0.19368547875346032,0.9851039326528056,0.04350133661837328,0.2629256636691508,1
ENSG00000169962,TAS1R3,0.00046210893416262933,-1.7334735489660584,0.7292046393845182,0,0.7786479794746164,1,0.00483348184648592,3.9998912578353574,0.4273213306875
ENSG00000107404,DVL1,0.12176570415185284,0.0394575424880208,1,0.1151506822027463,-0.06830764587967053,1,0.1256705280086339,0.10133652139490312,1
ENSG00000162576,MXRA8,0.042745076410043215,-1.9492022400214952,0.0000000000000021701220648298225,0.07575702776496467,0.3269520096169245,0.6648384325143479,0.44951381172319055,3.2567995608723104,0.0000000000000000000009636572582856571
ENSG00000175756,AURKAIP1,0.39001994043325916,-0.24394086334074916,0.43644423408358196,0.4424210421473937,0.16203014038692265,0.81984743239157,0.5220160394204794,0.4010249184439536,0.585281853363667
ENSG00000221978,CCNL2,0.19662735148619878,0.1124928223615207,0.9263472568796622,0.13484750942163712,-0.5749889751400841,0.19913301090794297,0.3286767655610425,0.815327302606146,0.11918192367489117
ENSG00000224870,MRPL20-AS1,0.03211657092430274,0.0034920452001472313,1,0.03333309221658445,0.12230084551669496,1,0.024167409232429597,-0.17003374360695478,1
