NAME	TITLE	SCORE	
LTF	lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720]	2.9795904	
MOBP	myelin associated oligodendrocyte basic protein [Source:HGNC Symbol;Acc:HGNC:7189]	2.9077172	
SLC5A11	solute carrier family 5 member 11 [Source:HGNC Symbol;Acc:HGNC:23091]	2.7885876	
ANLN	anillin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]	2.7152622	
LINC01549	long intergenic non-protein coding RNA 1549 [Source:HGNC Symbol;Acc:HGNC:1277]	2.7031894	
CARNS1	carnosine synthase 1 [Source:HGNC Symbol;Acc:HGNC:29268]	2.6952367	
KLK6	kallikrein related peptidase 6 [Source:HGNC Symbol;Acc:HGNC:6367]	2.6861393	
DNAH17	dynein axonemal heavy chain 17 [Source:HGNC Symbol;Acc:HGNC:2946]	2.675978	
HAGLR	HOXD antisense growth-associated long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:43755]	2.65549	
ERMN	ermin [Source:HGNC Symbol;Acc:HGNC:29208]	2.6132684	
TP53TG5	TP53 target 5 [Source:HGNC Symbol;Acc:HGNC:15856]	2.6004207	
LDB3	LIM domain binding 3 [Source:HGNC Symbol;Acc:HGNC:15710]	2.5837314	
TMEM125	transmembrane protein 125 [Source:HGNC Symbol;Acc:HGNC:28275]	2.5634491	
USH1C	USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597]	2.5431235	
S1PR5	sphingosine-1-phosphate receptor 5 [Source:HGNC Symbol;Acc:HGNC:14299]	2.5372398	
PLP1	proteolipid protein 1 [Source:HGNC Symbol;Acc:HGNC:9086]	2.5309093	
MBP	myelin basic protein [Source:HGNC Symbol;Acc:HGNC:6925]	2.5290346	
SERPINA3	serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]	2.482744	
SLC45A3	solute carrier family 45 member 3 [Source:HGNC Symbol;Acc:HGNC:8642]	2.4749374	
PCSK6	proprotein convertase subtilisin/kexin type 6 [Source:HGNC Symbol;Acc:HGNC:8569]	2.4658477	
HAPLN2	hyaluronan and proteoglycan link protein 2 [Source:HGNC Symbol;Acc:HGNC:17410]	2.4508736	
FA2H	fatty acid 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:21197]	2.4439087	
UGT8	UDP glycosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:12555]	2.4372177	
MOG	myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:HGNC:7197]	2.4229887	
CYP4F3	cytochrome P450 family 4 subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:2646]	2.4212828	
GJB1	gap junction protein beta 1 [Source:HGNC Symbol;Acc:HGNC:4283]	2.4179366	
MAG	myelin associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:6783]	2.39348	
ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4 [Source:HGNC Symbol;Acc:HGNC:220]	2.3753488	
SH3TC2	SH3 domain and tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:29427]	2.3718767	
GPD1	glycerol-3-phosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4455]	2.345845	
EVI2A	ecotropic viral integration site 2A [Source:HGNC Symbol;Acc:HGNC:3499]	2.3374667	
FOLH1	folate hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3788]	2.3243997	
CCNE2	cyclin E2 [Source:HGNC Symbol;Acc:HGNC:1590]	2.3141418	
ENPP6	ectonucleotide pyrophosphatase/phosphodiesterase 6 [Source:HGNC Symbol;Acc:HGNC:23409]	2.3004756	
TF	transferrin [Source:HGNC Symbol;Acc:HGNC:11740]	2.2823935	
TSPAN8	tetraspanin 8 [Source:HGNC Symbol;Acc:HGNC:11855]	2.2736275	
BCAS1	brain enriched myelin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:974]	2.2698662	
SEC14L5	SEC14 like lipid binding 5 [Source:HGNC Symbol;Acc:HGNC:29032]	2.2690618	
LINC00323	long intergenic non-protein coding RNA 323 [Source:HGNC Symbol;Acc:HGNC:19720]	2.2646046	
PIEZO2	piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270]	2.2629685	
ZNF488	zinc finger protein 488 [Source:HGNC Symbol;Acc:HGNC:23535]	2.2606754	
LINC01094	long intergenic non-protein coding RNA 1094 [Source:HGNC Symbol;Acc:HGNC:49219]	2.2531128	
PPP1R14A	protein phosphatase 1 regulatory inhibitor subunit 14A [Source:HGNC Symbol;Acc:HGNC:14871]	2.1932192	
CNDP1	carnosine dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:20675]	2.1814404	
CAPN3	calpain 3 [Source:HGNC Symbol;Acc:HGNC:1480]	2.1665056	
LINC01877	long intergenic non-protein coding RNA 1877 [Source:HGNC Symbol;Acc:HGNC:52696]	2.1464245	
LRP2	LDL receptor related protein 2 [Source:HGNC Symbol;Acc:HGNC:6694]	2.1435535	
TRIM59	tripartite motif containing 59 [Source:HGNC Symbol;Acc:HGNC:30834]	2.1423047	
TMEM63A	transmembrane protein 63A [Source:HGNC Symbol;Acc:HGNC:29118]	2.128774	
GALNT15	polypeptide N-acetylgalactosaminyltransferase 15 [Source:HGNC Symbol;Acc:HGNC:21531]	2.1281486	
NIPAL4	NIPA like domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28018]	2.1280594	
SGK2	serum/glucocorticoid regulated kinase 2 [Source:HGNC Symbol;Acc:HGNC:13900]	2.1168628	
CLDN11	claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]	2.1123397	
TMEM235	transmembrane protein 235 [Source:HGNC Symbol;Acc:HGNC:27563]	2.1068368	
CP	ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]	2.0929313	
GJC2	gap junction protein gamma 2 [Source:HGNC Symbol;Acc:HGNC:17494]	2.0917397	
MYRF	myelin regulatory factor [Source:HGNC Symbol;Acc:HGNC:1181]	2.088901	
HPN	hepsin [Source:HGNC Symbol;Acc:HGNC:5155]	2.066382	
NINJ2	ninjurin 2 [Source:HGNC Symbol;Acc:HGNC:7825]	2.053633	
GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24945]	2.0525126	
PLEKHH1	pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]	2.0475252	
ERBB3	erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]	2.0465956	
DNAH17-AS1	DNAH17 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48594]	2.0452023	
GLDN	gliomedin [Source:HGNC Symbol;Acc:HGNC:29514]	2.043374	
DAO	D-amino acid oxidase [Source:HGNC Symbol;Acc:HGNC:2671]	2.0421379	
ART3	ADP-ribosyltransferase 3 (inactive) [Source:HGNC Symbol;Acc:HGNC:725]	2.0390782	
APLNR	apelin receptor [Source:HGNC Symbol;Acc:HGNC:339]	2.035153	
ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:3357]	2.0331109	
KLHL4	kelch like family member 4 [Source:HGNC Symbol;Acc:HGNC:6355]	2.03225	
GPR37	G protein-coupled receptor 37 [Source:HGNC Symbol;Acc:HGNC:4494]	2.0208664	
DOCK5	dedicator of cytokinesis 5 [Source:HGNC Symbol;Acc:HGNC:23476]	2.015815	
CMTM5	CKLF like MARVEL transmembrane domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19176]	2.0139036	
PLPP2	phospholipid phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:9230]	2.0077178	
RAPGEF5	Rap guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:16862]	1.9971604	
CLCA4	chloride channel accessory 4 [Source:HGNC Symbol;Acc:HGNC:2018]	1.9917386	
TMEM144	transmembrane protein 144 [Source:HGNC Symbol;Acc:HGNC:25633]	1.9875356	
KANK4	KN motif and ankyrin repeat domains 4 [Source:HGNC Symbol;Acc:HGNC:27263]	1.9860996	
PVALB	parvalbumin [Source:HGNC Symbol;Acc:HGNC:9704]	1.9830279	
CD22	CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]	1.9762307	
HSPA2	heat shock protein family A (Hsp70) member 2 [Source:HGNC Symbol;Acc:HGNC:5235]	1.9723332	
SLC31A2	solute carrier family 31 member 2 [Source:HGNC Symbol;Acc:HGNC:11017]	1.9641458	
BTBD16	BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:26340]	1.9600303	
LINC00320	long intergenic non-protein coding RNA 320 [Source:HGNC Symbol;Acc:HGNC:19690]	1.9587893	
GALNT6	polypeptide N-acetylgalactosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4128]	1.9585841	
PPP1R13L	protein phosphatase 1 regulatory subunit 13 like [Source:HGNC Symbol;Acc:HGNC:18838]	1.9581332	
CYP4F12	cytochrome P450 family 4 subfamily F member 12 [Source:HGNC Symbol;Acc:HGNC:18857]	1.9504348	
COL4A5	collagen type IV alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:2207]	1.9467489	
CD44	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]	1.9348853	
ELOVL1	ELOVL fatty acid elongase 1 [Source:HGNC Symbol;Acc:HGNC:14418]	1.9315629	
PRIMA1	proline rich membrane anchor 1 [Source:HGNC Symbol;Acc:HGNC:18319]	1.927692	
HMSD	histocompatibility minor serpin domain containing [Source:HGNC Symbol;Acc:HGNC:23037]	1.9266154	
PADI2	peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]	1.9203645	
TMC6	transmembrane channel like 6 [Source:HGNC Symbol;Acc:HGNC:18021]	1.9090276	
RASGRP3	RAS guanyl releasing protein 3 [Source:HGNC Symbol;Acc:HGNC:14545]	1.9047812	
ST18	ST18 C2H2C-type zinc finger transcription factor [Source:HGNC Symbol;Acc:HGNC:18695]	1.9047799	
NKX6-2	NK6 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:19321]	1.8954592	
NDE1	nudE neurodevelopment protein 1 [Source:HGNC Symbol;Acc:HGNC:17619]	1.8898458	
FAM178B	family with sequence similarity 178 member B [Source:HGNC Symbol;Acc:HGNC:28036]	1.8635598	
CA14	carbonic anhydrase 14 [Source:HGNC Symbol;Acc:HGNC:1372]	1.8621993	
SYNJ2	synaptojanin 2 [Source:HGNC Symbol;Acc:HGNC:11504]	1.8518517	
CRYAB	crystallin alpha B [Source:HGNC Symbol;Acc:HGNC:2389]	1.8435683	
ICOSLG	inducible T cell costimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087]	1.8427391	
HOXD1	homeobox D1 [Source:HGNC Symbol;Acc:HGNC:5132]	1.8191876	
CTNNA3	catenin alpha 3 [Source:HGNC Symbol;Acc:HGNC:2511]	1.8184463	
ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18 [Source:HGNC Symbol;Acc:HGNC:17110]	1.8145409	
SERINC2	serine incorporator 2 [Source:HGNC Symbol;Acc:HGNC:23231]	1.8136718	
PAQR4	progestin and adipoQ receptor family member 4 [Source:HGNC Symbol;Acc:HGNC:26386]	1.8114169	
HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	1.804302	
MOB3B	MOB kinase activator 3B [Source:HGNC Symbol;Acc:HGNC:23825]	1.8012958	
ITGAX	integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152]	1.7982424	
SEMA3B	semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724]	1.7869403	
SHROOM4	shroom family member 4 [Source:HGNC Symbol;Acc:HGNC:29215]	1.7849866	
CHI3L2	chitinase 3 like 2 [Source:HGNC Symbol;Acc:HGNC:1933]	1.782515	
