Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value
ENSG00000069431,ABCC9,0.05587410998654128,-2.4327121211623526,0,0.2696979828374002,1.0276587812990523,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022846858655675792,0.14275190097744936,-0.3483218426360679,0.00003062537551731863,0.9953088534374913,2.8206766486755126,0,0.10344266796769847,-0.8178363965465794,0.00000000000005138579779059467
ENSG00000123612,ACVR1C,0.9102178689831014,1.0043010056533817,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000031084396746274896,0.43498015413762514,-0.894965609375419,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005818976197234901,0.4610703172760558,-0.597962823969565,0.00000000000000000000017464543001569837,0.37614478305885785,-0.8865171330713497,0.000000000000000000000000000004496431569302134,0.660740041643674,-0.04621999634560936,0.5402028778612714
ENSG00000151388,ADAMTS12,0.03298026811128339,0.12416055135843251,0.12491476306152094,0.023180653070322,-0.6329800587507526,0.000000000003706737359001359,0.028150608244094447,-0.17165507605860775,0.35193329632189396,0.09501505970397242,1.7330207227708212,0.00000000000000000000000000006536624237520695,0.02275738695289366,-0.47794170610974085,0.03213105155960802
ENSG00000145536,ADAMTS16,0.008045684183620344,-0.8019208310769486,0.00000000005965688675923154,0.010321562979536868,-0.14490075630794585,0.27294355766911493,0.004330862806783761,-1.3638785290865139,0.000006582780177216494,0.06604068710193688,2.9655340281091607,0.00000000000000000000000000000000000000000000000000000006058653757357577,0.005689346738223415,-0.9287153969371014,0.007990496704610146
ENSG00000156140,ADAMTS3,0.037155579436893946,0.5230520809860977,0.00000000000000010360248142274478,0.029078689058628784,-0.16993450271712884,0.008205467148328099,0.017989737812794084,-0.841040220730978,0.000000001260183853970853,0.0177500660985443,-0.8360163671884697,0.0000011264995769216471,0.021722960273216678,-0.5404186042578063,0.0009235380068858799
ENSG00000197381,ADARB1,0.9720734642956579,0.39489457588423627,0.000000000000000000000000000000000000000000000000000000001389390880081557,0.700151737263069,-0.4183967329184564,0.000000000000000000000000000000000000000000000000000000027051302303064643,0.8278610826813574,-0.050614473621414774,0.33124880468695705,1.0697025128210962,0.3396185970276831,0.000000004076184639283344,0.5697104938320993,-0.6086874501721631,0.0000000000000000000011651939147164252
ENSG00000141433,ADCYAP1,1.0647043880306921,0.5522073936833092,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013682620193313672,0.7219950449639494,-0.4473403540259504,0.000000000000000000000000000000000000000000000000000043901039678151675,0.9601189699346769,0.10938638473955731,0.04332048098543596,0.46280687048116237,-0.9832610682141292,0.000000000000000000000000000000000000000012395113208434381,0.6545334815656121,-0.46937280442343887,0.000000000013029169661747441
ENSG00000120907,ADRA1A,0.3739718453045456,-0.639873500374348,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002495744056555414,0.6622602851288888,0.787864527203697,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005706255973095156,0.4650680367900101,-0.044315032639135055,0.43137409000872184,0.3312475570448929,-0.550968733469684,0.0000000000000009732685840749458,0.4148050985504709,-0.21507304667968774,0.0013166228072777986
ENSG00000170214,ADRA1B,0.06293460835175912,0.5842163711041848,0.000000000000000000000000000022282542468373345,0.043618033587943174,-0.3849403911468201,0.000000000004316470028267406,0.04064348172520145,-0.38614629235813247,0.000406054087652569,0.037588375267505574,-0.4896768973275991,0.0003063920374514331,0.03594632711877522,-0.5560536824374509,0.000055715325838880655
ENSG00000159723,AGRP,0.07130868780818031,2.0159162829307635,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022342433570681877,0.015533780829668442,-1.9305292976488966,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017819845664240945,0.017490022873549806,-1.395151547988017,0.0000000000000000000009778012327114236,0.016444914179533688,-1.452558909828861,0.0000000000000022941264415164422,0.034653293769178986,-0.3621287903245616,0.017592333205014497
ENSG00000204472,AIF1,0.29874587102795536,-1.6987233331388016,0,0.5190957487848143,-0.4215925296253016,0.00000000000000000000000000000000000000000000026722289776573594,3.408888743878064,3.0011383488768573,0,1.0185405575958801,0.7226494002294547,0.00000000000000000000000000000008615515174627607,0.5340227733832433,-0.26082628143717734,0.00016488094769778
ENSG00000171094,ALK,0.6164682974627588,1.8618764024892687,0,0.1841764610069519,-1.4412905470919646,0,0.1442510457951822,-1.509728873808198,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004283889644157626,0.11902985501376766,-1.7647144118235698,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000009933714322208899,0.14895744187348578,-1.437185841958843,0.000000000000000000000000000000000000000000000000000000000005017480063824624
ENSG00000189292,ALKAL2,0.09678277825544472,0.6644569471828321,0.0000000000000000000000000000000000000013212142069856917,0.05465970561256401,-0.7411661536281198,0.000000000000000000000000000000000000000008758858711862392,0.062131224112705496,-0.3636856425241719,0.0007236675327209024,0.1148533688729337,0.5761439095753524,0.0000002738688078610646,0.05430740068304169,-0.5531798623089341,0.00004492736531815562
ENSG00000154188,ANGPT1,0.17437788985724093,-0.3043255959938813,0.0000000000000000030260558230959725,0.1941894058243099,-0.008022782884738788,0.8334820652677534,0.15907592232609585,-0.31180473250641727,0.000014239591476928274,0.534590226026746,1.5789055306772148,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001153275283966781,0.14585416183445485,-0.4332839277697267,0.000003310189351171051
ENSG00000029534,ANK1,0.3193644027988075,0.8257114788563511,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011004545562221803,0.1798215158295393,-0.667748044222819,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000005863486776959385,0.19905311746563825,-0.34733687382651857,0.00000004105694948936802,0.17958890405585998,-0.4920029674907276,0.0000000012012703246365729,0.1541295752718707,-0.7192781319081676,0.000000000000000006199612460419871
ENSG00000180071,ANKRD18A,0.2945236460919447,0.7877851692874354,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005319178153389546,0.1292424281391178,-1.1445744050557236,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015434564126392676,0.1234295899933372,-0.961399018396432,0.000000000000000000000000000000000000000015779839172263512,0.07595984168641752,-1.6535603304587947,0.0000000000000000000000000000000000000000000000000000000000000021494493123565567,0.6493613481672271,1.6107793286628151,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014239838431325707
