NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
GATD3	1	GATD3A	
TTR	1	TTR	
TAC3	1	TAC3	
ANKRD18B	1	ANKRD18B	
DLX1	1	DLX1	
NPFF	1	NPFF	
WNT2	1	WNT2	
LRRC37A2	1	LRRC37A2	
LAIR2	1	LAIR2	
SPESP1	1	SPESP1	
ANKRD30B	1	ANKRD30B	
KANSL1-AS1	1	KANSL1-AS1	
MUC20	1	MUC20	
CCDC9B	1	CCDC9B	
SLC35E2B	1	SLC35E2B	
BTN3A2	1	BTN3A2	
NPIPB5	1	NPIPB5	
POMC	1	POMC	
ZCWPW2	1	ZCWPW2	
FGF22	1	FGF22	
HHAT	1	HHAT	
ZNF208	1	ZNF208	
PABPC5	1	PABPC5	
TMC3-AS1	1	TMC3-AS1	
TBX3	1	TBX3	
RUNX1T1	1	RUNX1T1	
ZNF283	1	ZNF283	
ARHGAP19	1	ARHGAP19	
SPDYE16	1	SPDYE16	
ZCWPW1	1	ZCWPW1	
EDA	1	EDA	
NPY2R	1	NPY2R	
ADRA1D	1	ADRA1D	
FAM227A	1	FAM227A	
AP1S3	1	AP1S3	
FRAS1	1	FRAS1	
MC4R	1	MC4R	
ALG11	1	ALG11	
LINC03073	1	AC092171.5	
TTC27	1	TTC27	
STX17-DT	1	STX17-AS1	
CALCR	1	CALCR	
HDC	1	HDC	
ADAMTSL3	1	ADAMTSL3	
GEN1	1	GEN1	
ZNF114	1	ZNF114	
SLC43A1	1	SLC43A1	
FKBPL	1	FKBPL	
HPGD	1	HPGD	
COL20A1	1	COL20A1	
KBTBD8	1	KBTBD8	
SGCZ	1	SGCZ	
IFI44L	1	IFI44L	
HCRTR1	1	HCRTR1	
SYT10	1	SYT10	
VGLL3	1	VGLL3	
ZC3H12A-DT	1	LINC01137	
CBX8	1	CBX8	
C7orf31	1	C7orf31	
LINC01004	1	LINC01004	
ZNF586	1	ZNF586	
DOLK	1	DOLK	
ZNF124	1	ZNF124	
KCNE2	1	KCNE2	
SOGA3	1	SOGA3	
ZNF497	1	ZNF497	
NFATC1	1	NFATC1	
SPATA5	1	SPATA5	
PROB1	1	PROB1	
SWSAP1	1	SWSAP1	
HCP5	1	HCP5	
FAT4	1	FAT4	
IGSF9	1	IGSF9	
GPR63	1	GPR63	
GPR19	1	GPR19	
TMCO4	1	TMCO4	
ZNF234	1	ZNF234	
IFI6	1	IFI6	
ZNF670	1	ZNF670	
UBOX5	1	UBOX5	
ZNF416	1	ZNF416	
CSNK1G1	1	CSNK1G1	
XRCC3	1	XRCC3	
LUM	1	LUM	
DBH-AS1	1	DBH-AS1	
SYT9	1	SYT9	
PLCXD1	1	PLCXD1	
MAML3	1	MAML3	
GAS2	1	GAS2	
MT-ND6	1	MT-ND6	
CNTNAP5	1	CNTNAP5	
DNMT3A	1	DNMT3A	
TPBG	1	TPBG	
BBS12	1	BBS12	
GPATCH1	1	GPATCH1	
IQCN	1	IQCN	
ZNF500	1	ZNF500	
TAS2R4	1	TAS2R4	
STK10	1	STK10	
PROX1-AS1	1	PROX1-AS1	
TEKT2	1	TEKT2	
STRC	1	STRC	
C2CD6	1	C2CD6	
ZNF212	1	ZNF212	
ZBTB20	1	ZBTB20	
NEU4	1	NEU4	
AASDH	1	AASDH	
PIWIL2	1	PIWIL2	
ARSL	1	ARSE	
CCDC191	1	CCDC191	
TMEM86B	1	TMEM86B	
CDH3	1	CDH3	
SSTR2	1	SSTR2	
MCM5	1	MCM5	
ZNF616	1	ZNF616	
SMOC1	1	SMOC1	
ASMTL	1	ASMTL	
ZNF121	1	ZNF121	
MIR210HG	1	MIR210HG	
STAP2	1	STAP2	
CFAP210	1	CCDC173	
MOBP	1	MOBP	
LINC00622	1	LINC00622	
GAL	1	GAL	
ZNF35	1	ZNF35	
HAS2-AS1	1	HAS2-AS1	
FIGNL1	1	FIGNL1	
TNRC6B	1	TNRC6B	
TCHH	1	TCHH	
ZNF619	1	ZNF619	
SFTPD-AS1	1	SFTPD-AS1	
TTC21A	1	TTC21A	
CCDC7	1	CCDC7	
MSTN	1	MSTN	
ARMC12	1	ARMC12	
BTN3A1	1	BTN3A1	
DNASE1L2	1	DNASE1L2	
PIEZO2	1	PIEZO2	
BCL11B	1	BCL11B	
ZNF549	1	ZNF549	
DNAH6	1	DNAH6	
ZNF175	1	ZNF175	
GCSIR	1	GCSIR	
DNAJC28	1	DNAJC28	
RASSF5	1	RASSF5	
PGM2	1	PGM2	
NATD1	1	NATD1	
CHAF1B	1	CHAF1B	
WDHD1	1	WDHD1	
LRRIQ1	1	LRRIQ1	
FAAH2	1	FAAH2	
SAMD5	1	SAMD5	
TMC4	1	TMC4	
RNF165	1	RNF165	
C19orf47	1	C19orf47	
ISM2	1	ISM2	
KNTC1	1	KNTC1	
EFHB	1	EFHB	
ZNF431	1	ZNF431	
LDAF1	1	TMEM159	
TUBD1	1	TUBD1	
CYP4F26P	1	CYP4F26P	
PALB2	1	PALB2	
CCDC102A	1	CCDC102A	
SLC16A1-AS1	1	SLC16A1-AS1	
TSGA10	1	TSGA10	
MND1	1	MND1	
PRDM12	1	PRDM12	
TDRD5	1	TDRD5	
SLC1A5	1	SLC1A5	
CFAP52	1	CFAP52	
PDGFRA	1	PDGFRA	
HRH1	1	HRH1	
ANKRD33B	1	ANKRD33B	
NTS	1	NTS	
MZF1-AS1	1	MZF1-AS1	
PPM1N	1	PPM1N	
HES5	1	HES5	
MYOM2	1	MYOM2	
NAB2	1	NAB2	
TNFSF4	1	TNFSF4	
NKX2-1-AS1	1	NKX2-1-AS1	
IRX5	1	IRX5	
AURKC	1	AURKC	
PHACTR2	1	PHACTR2	
KDM5B	1	KDM5B	
VSTM5	1	VSTM5	
CLK2	1	CLK2	
PHF7	1	PHF7	
SPRY3	1	SPRY3	
TRMT13	1	TRMT13	
MOB3C	1	MOB3C	
B3GALT1	1	B3GALT1	
PARD3B	1	PARD3B	
KCNQ1OT1	1	KCNQ1OT1	
ZFP30	1	ZFP30	
CTNNA3	1	CTNNA3	
ZSWIM5	1	ZSWIM5	
MLYCD	1	MLYCD	
WDR97	1	WDR97	
KIAA1614	1	KIAA1614	
FIBIN	1	FIBIN	
NPFFR1	1	NPFFR1	
ZNF691	1	ZNF691	
ZNF837	1	ZNF837	
SYNGAP1	1	SYNGAP1	
CEP78	1	CEP78	
TRMO	1	TRMO	
MARK2	1	MARK2	
ZNF775	1	ZNF775	
RBM41	1	RBM41	
ZNF383	1	ZNF383	
AQP1	1	AQP1	
SP110	1	SP110	
MIR193BHG	1	MIR193BHG	
TTC31	1	TTC31	
FIGN	1	FIGN	
LINC02018	1	LINC02018	
NBPF19	1	NBPF19	
MOV10	1	MOV10	
GSTCD	1	GSTCD	
ZNF512B	1	ZNF512B	
SLC25A25-AS1	1	SLC25A25-AS1	
SLC43A3	1	SLC43A3	
MFSD4B	1	MFSD4B	
GABPB1-AS1	1	GABPB1-AS1	
ZNF337-AS1	1	ZNF337-AS1	
SOX2	1	SOX2	
MFSD5	1	MFSD5	
ODAD2	1	ARMC4	
SCN11A	1	SCN11A	
DIO2	1	DIO2	
ZCCHC2	1	ZCCHC2	
MYLK4	1	MYLK4	
PLK1	1	PLK1	
FAM151B	1	FAM151B	
RNF157-AS1	1	RNF157-AS1	
MEG9	1	MEG9	
INSYN2B	1	INSYN2B	
ARID3B	1	ARID3B	
MEMO1	1	MEMO1	
ZNF570	1	ZNF570	
ZNF714	1	ZNF714	
FBXW7	1	FBXW7	
