NAME	TITLE	SCORE	
AVP	arginine vasopressin [Source:HGNC Symbol;Acc:HGNC:894]	6.059371	
SCGN	secretagogin, EF-hand calcium binding protein [Source:HGNC Symbol;Acc:HGNC:16941]	4.949672	
TH	tyrosine hydroxylase [Source:HGNC Symbol;Acc:HGNC:11782]	4.880221	
EBF3	EBF transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:19087]	4.7291145	
OXT	oxytocin/neurophysin I prepropeptide [Source:HGNC Symbol;Acc:HGNC:8528]	4.6945715	
SIM1	SIM bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10882]	4.4136443	
LIPH	lipase H [Source:HGNC Symbol;Acc:HGNC:18483]	4.1633644	
ADRA1B	adrenoceptor alpha 1B [Source:HGNC Symbol;Acc:HGNC:278]	3.9998918	
NWD2	NACHT and WD repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29229]	3.6492004	
TMEM255B	transmembrane protein 255B [Source:HGNC Symbol;Acc:HGNC:28297]	3.6327736	
DAPL1	death associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:21490]	3.574952	
MUC3A	mucin 3A, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7513]	3.3444965	
CMKLR2	chemerin chemokine-like receptor 2 [Source:HGNC Symbol;Acc:HGNC:4463]	3.2917964	
PCSK1	proprotein convertase subtilisin/kexin type 1 [Source:HGNC Symbol;Acc:HGNC:8743]	3.2764578	
PLPP4	phospholipid phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:23531]	3.1593394	
CNGA3	cyclic nucleotide gated channel subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:2150]	3.1562448	
LINC01561	long intergenic non-protein coding RNA 1561 [Source:HGNC Symbol;Acc:HGNC:31365]	3.1377869	
HGF	hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]	3.124492	
CPA4	carboxypeptidase A4 [Source:HGNC Symbol;Acc:HGNC:15740]	3.0621982	
CAPRIN2	caprin family member 2 [Source:HGNC Symbol;Acc:HGNC:21259]	3.0574448	
SLC16A6	solute carrier family 16 member 6 [Source:HGNC Symbol;Acc:HGNC:10927]	3.0266595	
CYTOR	cytoskeleton regulator RNA [Source:HGNC Symbol;Acc:HGNC:28717]	2.9676259	
NMB	neuromedin B [Source:HGNC Symbol;Acc:HGNC:7842]	2.930069	
UNCX	UNC homeobox [Source:HGNC Symbol;Acc:HGNC:33194]	2.9274375	
MIR4435-2HG	MIR4435-2 host gene [Source:HGNC Symbol;Acc:HGNC:35163]	2.887265	
CDH9	cadherin 9 [Source:HGNC Symbol;Acc:HGNC:1768]	2.8360596	
CHRDL1	chordin like 1 [Source:HGNC Symbol;Acc:HGNC:29861]	2.833714	
SERPINE1	serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]	2.7850537	
SKAP1	src kinase associated phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15605]	2.7841256	
TYMS	thymidylate synthetase [Source:HGNC Symbol;Acc:HGNC:12441]	2.7790158	
C1QL4	complement C1q like 4 [Source:HGNC Symbol;Acc:HGNC:31416]	2.7489028	
KLHL41	kelch like family member 41 [Source:HGNC Symbol;Acc:HGNC:16905]	2.7215333	
RTL1	retrotransposon Gag like 1 [Source:HGNC Symbol;Acc:HGNC:14665]	2.7069654	
FIGN	fidgetin, microtubule severing factor [Source:HGNC Symbol;Acc:HGNC:13285]	2.6693857	
NPY2R	neuropeptide Y receptor Y2 [Source:HGNC Symbol;Acc:HGNC:7957]	2.6551607	
GRASLND	glycosaminoglycan regulatory associated long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:30963]	2.6174057	
TACR3	tachykinin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11528]	2.6138546	
CALCB	calcitonin related polypeptide beta [Source:HGNC Symbol;Acc:HGNC:1438]	2.6048055	
PGF	placental growth factor [Source:HGNC Symbol;Acc:HGNC:8893]	2.588081	
NRN1	neuritin 1 [Source:HGNC Symbol;Acc:HGNC:17972]	2.575528	
GAL	galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]	2.5707755	
MPZ	myelin protein zero [Source:HGNC Symbol;Acc:HGNC:7225]	2.544159	
FOSL2	FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]	2.5149736	
CACNG3	calcium voltage-gated channel auxiliary subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:1407]	2.508217	
SYT7	synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]	2.478399	
PPP1R14B-AS1	PPP1R14B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54233]	2.4622536	
NPFF	neuropeptide FF-amide peptide precursor [Source:HGNC Symbol;Acc:HGNC:7901]	2.4096346	
PCDH8	protocadherin 8 [Source:HGNC Symbol;Acc:HGNC:8660]	2.4081016	
AARD	alanine and arginine rich domain containing protein [Source:HGNC Symbol;Acc:HGNC:33842]	2.396278	
PRSS56	serine protease 56 [Source:HGNC Symbol;Acc:HGNC:39433]	2.3925595	
OTP	orthopedia homeobox [Source:HGNC Symbol;Acc:HGNC:8518]	2.3733945	
CBLN4	cerebellin 4 precursor [Source:HGNC Symbol;Acc:HGNC:16231]	2.371884	
ERN1	endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]	2.3565536	
FEZF1-AS1	FEZF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41001]	2.3459184	
INSM2	INSM transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:17539]	2.3399348	
POU3F2	POU class 3 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9215]	2.3117218	
RBAKDN	RBAK downstream neighbor [Source:HGNC Symbol;Acc:HGNC:33770]	2.2959635	
NRG1	neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997]	2.2792082	
SPHKAP	SPHK1 interactor, AKAP domain containing [Source:HGNC Symbol;Acc:HGNC:30619]	2.2765212	
TYMSOS	TYMS opposite strand RNA [Source:HGNC Symbol;Acc:HGNC:29553]	2.2269325	
BSPRY	B-box and SPRY domain containing [Source:HGNC Symbol;Acc:HGNC:18232]	2.2240093	
CPLX2	complexin 2 [Source:HGNC Symbol;Acc:HGNC:2310]	2.2220864	
PTPRG	protein tyrosine phosphatase receptor type G [Source:HGNC Symbol;Acc:HGNC:9671]	2.2132256	
LINC00839	long intergenic non-protein coding RNA 839 [Source:HGNC Symbol;Acc:HGNC:28269]	2.1970463	
ADGRL4	adhesion G protein-coupled receptor L4 [Source:HGNC Symbol;Acc:HGNC:20822]	2.166839	
