NAME	TITLE	SCORE	
GHRH	growth hormone releasing hormone [Source:HGNC Symbol;Acc:HGNC:4265]	3.8866427	
AGRP	agouti related neuropeptide [Source:HGNC Symbol;Acc:HGNC:330]	3.0174656	
GSX1	GS homeobox 1 [Source:HGNC Symbol;Acc:HGNC:20374]	2.8421392	
GABRE	gamma-aminobutyric acid type A receptor subunit epsilon [Source:HGNC Symbol;Acc:HGNC:4085]	2.8199663	
POMC	proopiomelanocortin [Source:HGNC Symbol;Acc:HGNC:9201]	2.7695727	
NPY	neuropeptide Y [Source:HGNC Symbol;Acc:HGNC:7955]	2.6883254	
GAL	galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]	2.438228	
NMU	neuromedin U [Source:HGNC Symbol;Acc:HGNC:7859]	2.3917189	
TBX3	T-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11602]	2.3549182	
VGLL3	vestigial like family member 3 [Source:HGNC Symbol;Acc:HGNC:24327]	2.31694	
CALCR	calcitonin receptor [Source:HGNC Symbol;Acc:HGNC:1440]	2.2587624	
SLC18A3	solute carrier family 18 member A3 [Source:HGNC Symbol;Acc:HGNC:10936]	2.2243104	
ESR1	estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:3467]	2.2148285	
GABRQ	gamma-aminobutyric acid type A receptor subunit theta [Source:HGNC Symbol;Acc:HGNC:14454]	2.2098188	
DLK1	delta like non-canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2907]	2.1679876	
ISL1	ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]	2.1518538	
C11orf16	chromosome 11 open reading frame 16 [Source:HGNC Symbol;Acc:HGNC:1169]	2.123327	
KISS1	KiSS-1 metastasis suppressor [Source:HGNC Symbol;Acc:HGNC:6341]	2.0981107	
NR5A2	nuclear receptor subfamily 5 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7984]	2.092361	
SHISAL2B	shisa like 2B [Source:HGNC Symbol;Acc:HGNC:34236]	2.0905905	
TAC3	tachykinin precursor 3 [Source:HGNC Symbol;Acc:HGNC:11521]	2.0477922	
PROKR1	prokineticin receptor 1 [Source:HGNC Symbol;Acc:HGNC:4524]	2.0420325	
TMEM114	transmembrane protein 114 [Source:HGNC Symbol;Acc:HGNC:33227]	2.038634	
ARHGAP36	Rho GTPase activating protein 36 [Source:HGNC Symbol;Acc:HGNC:26388]	1.9428635	
HMX3	H6 family homeobox 3 [Source:HGNC Symbol;Acc:HGNC:5019]	1.9360213	
CRH	corticotropin releasing hormone [Source:HGNC Symbol;Acc:HGNC:2355]	1.9154474	
TDRD9	tudor domain containing 9 [Source:HGNC Symbol;Acc:HGNC:20122]	1.8970631	
PGR	progesterone receptor [Source:HGNC Symbol;Acc:HGNC:8910]	1.8925279	
CYSLTR2	cysteinyl leukotriene receptor 2 [Source:HGNC Symbol;Acc:HGNC:18274]	1.8630637	
CALCB	calcitonin related polypeptide beta [Source:HGNC Symbol;Acc:HGNC:1438]	1.85848	
RXFP1	relaxin family peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:19718]	1.8095416	
PTGER1	prostaglandin E receptor 1 [Source:HGNC Symbol;Acc:HGNC:9593]	1.8012751	
CYP26A1	cytochrome P450 family 26 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2603]	1.790514	
GLRA2	glycine receptor alpha 2 [Source:HGNC Symbol;Acc:HGNC:4327]	1.7818986	
ACTA1	actin alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]	1.7795707	
NPY1R	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:HGNC:7956]	1.7777381	
MIR7-3HG	MIR7-3 host gene [Source:HGNC Symbol;Acc:HGNC:30049]	1.7775763	
GULP1	GULP PTB domain containing engulfment adaptor 1 [Source:HGNC Symbol;Acc:HGNC:18649]	1.748708	
PRG4	proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:9364]	1.7406297	
PCOLCE2	procollagen C-endopeptidase enhancer 2 [Source:HGNC Symbol;Acc:HGNC:8739]	1.7331728	
UTS2	urotensin 2 [Source:HGNC Symbol;Acc:HGNC:12636]	1.7152698	
KCNV1	potassium voltage-gated channel modifier subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:18861]	1.6974142	
LINC02192	long intergenic non-protein coding RNA 2192 [Source:HGNC Symbol;Acc:HGNC:53054]	1.6960043	
PWWP3B	PWWP domain containing 3B [Source:HGNC Symbol;Acc:HGNC:26583]	1.6525007	
SHISAL2A	shisa like 2A [Source:HGNC Symbol;Acc:HGNC:28757]	1.6470454	
HDC	histidine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4855]	1.6463035	
C17orf107	chromosome 17 open reading frame 107 [Source:HGNC Symbol;Acc:HGNC:37238]	1.640207	
PTGER3	prostaglandin E receptor 3 [Source:HGNC Symbol;Acc:HGNC:9595]	1.6396984	
OPRD1	opioid receptor delta 1 [Source:HGNC Symbol;Acc:HGNC:8153]	1.6216627	
IGSF1	immunoglobulin superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:5948]	1.6164737	
ELMO3	engulfment and cell motility 3 [Source:HGNC Symbol;Acc:HGNC:17289]	1.5969601	
GRP	gastrin releasing peptide [Source:HGNC Symbol;Acc:HGNC:4605]	1.5766393	
CIBAR2	CBY1 interacting BAR domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24781]	1.5570066	
NPY2R	neuropeptide Y receptor Y2 [Source:HGNC Symbol;Acc:HGNC:7957]	1.5558926	
FAM166C	family with sequence similarity 166 member C [Source:HGNC Symbol;Acc:HGNC:27938]	1.551742	
FNDC9	fibronectin type III domain containing 9 [Source:HGNC Symbol;Acc:HGNC:33547]	1.5432534	
TEX26	testis expressed 26 [Source:HGNC Symbol;Acc:HGNC:28622]	1.5288334	
RUBCNL	rubicon like autophagy enhancer [Source:HGNC Symbol;Acc:HGNC:20420]	1.5256653	
HPGD	15-hydroxyprostaglandin dehydrogenase [Source:HGNC Symbol;Acc:HGNC:5154]	1.520597	
SSTR1	somatostatin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11330]	1.5177482	
DEUP1	deuterosome assembly protein 1 [Source:HGNC Symbol;Acc:HGNC:26344]	1.5149134	
FST	follistatin [Source:HGNC Symbol;Acc:HGNC:3971]	1.5074102	
WIF1	WNT inhibitory factor 1 [Source:HGNC Symbol;Acc:HGNC:18081]	1.4973111	
MT1H	metallothionein 1H [Source:HGNC Symbol;Acc:HGNC:7400]	1.4962173	
TMOD1	tropomodulin 1 [Source:HGNC Symbol;Acc:HGNC:11871]	1.495193	
ZCCHC12	zinc finger CCHC-type containing 12 [Source:HGNC Symbol;Acc:HGNC:27273]	1.4887338	
SLC32A1	solute carrier family 32 member 1 [Source:HGNC Symbol;Acc:HGNC:11018]	1.4886005	
TBX19	T-box transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11596]	1.48567	
AGTR1	angiotensin II receptor type 1 [Source:HGNC Symbol;Acc:HGNC:336]	1.4768785	
RADX	RPA1 related single stranded DNA binding protein, X-linked [Source:HGNC Symbol;Acc:HGNC:25486]	1.466036	
HMX2	H6 family homeobox 2 [Source:HGNC Symbol;Acc:HGNC:5018]	1.4638035	
EFCAB10	EF-hand calcium binding domain 10 [Source:HGNC Symbol;Acc:HGNC:34531]	1.4603491	
DLX6-AS1	DLX6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:37151]	1.4473987	
GPR101	G protein-coupled receptor 101 [Source:HGNC Symbol;Acc:HGNC:14963]	1.4367956	
ALKAL2	ALK and LTK ligand 2 [Source:HGNC Symbol;Acc:HGNC:27683]	1.4321705	
GRIK1	glutamate ionotropic receptor kainate type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4579]	1.431011	
DLX2	distal-less homeobox 2 [Source:HGNC Symbol;Acc:HGNC:2915]	1.423046	
ACVR1C	activin A receptor type 1C [Source:HGNC Symbol;Acc:HGNC:18123]	1.4121772	
SPAG6	sperm associated antigen 6 [Source:HGNC Symbol;Acc:HGNC:11215]	1.4099815	
TMEM45B	transmembrane protein 45B [Source:HGNC Symbol;Acc:HGNC:25194]	1.405376	
LAIR2	leukocyte associated immunoglobulin like receptor 2 [Source:HGNC Symbol;Acc:HGNC:6478]	1.3870355	
CA8	carbonic anhydrase 8 [Source:HGNC Symbol;Acc:HGNC:1382]	1.3864052	
SCGB3A1	secretoglobin family 3A member 1 [Source:HGNC Symbol;Acc:HGNC:18384]	1.3716317	
C21orf58	chromosome 21 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:1300]	1.3701465	
TPBG	trophoblast glycoprotein [Source:HGNC Symbol;Acc:HGNC:12004]	1.369803	
LINC01166	long intergenic non-protein coding RNA 1166 [Source:HGNC Symbol;Acc:HGNC:49535]	1.3684137	
SST	somatostatin [Source:HGNC Symbol;Acc:HGNC:11329]	1.3664362	
FAM183A	family with sequence similarity 183 member A [Source:HGNC Symbol;Acc:HGNC:34347]	1.3625561	
MSANTD1	Myb/SANT DNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33741]	1.3623017	
SLC10A4	solute carrier family 10 member 4 [Source:HGNC Symbol;Acc:HGNC:22980]	1.35235	
SV2C	synaptic vesicle glycoprotein 2C [Source:HGNC Symbol;Acc:HGNC:30670]	1.3507873	
ECEL1	endothelin converting enzyme like 1 [Source:HGNC Symbol;Acc:HGNC:3147]	1.3437059	
MGARP	mitochondria localized glutamic acid rich protein [Source:HGNC Symbol;Acc:HGNC:29969]	1.3396426	
AKAP14	A-kinase anchoring protein 14 [Source:HGNC Symbol;Acc:HGNC:24061]	1.3337222	
DLX5	distal-less homeobox 5 [Source:HGNC Symbol;Acc:HGNC:2918]	1.3245026	
BRS3	bombesin receptor subtype 3 [Source:HGNC Symbol;Acc:HGNC:1113]	1.3240488	
C2CD4C	C2 calcium dependent domain containing 4C [Source:HGNC Symbol;Acc:HGNC:29417]	1.3235797	
C22orf42	chromosome 22 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:27160]	1.3223361	
NPNT	nephronectin [Source:HGNC Symbol;Acc:HGNC:27405]	1.3220178	
MBNL3	muscleblind like splicing regulator 3 [Source:HGNC Symbol;Acc:HGNC:20564]	1.3217019	
RSPO2	R-spondin 2 [Source:HGNC Symbol;Acc:HGNC:28583]	1.3212856	
NPPC	natriuretic peptide C [Source:HGNC Symbol;Acc:HGNC:7941]	1.3162767	
SOX3	SRY-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11199]	1.3066438	
GAD1	glutamate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:4092]	1.3061533	
NHLH2	nescient helix-loop-helix 2 [Source:HGNC Symbol;Acc:HGNC:7818]	1.3057696	
EFCC1	EF-hand and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25692]	1.3031844	
LINC02440	long intergenic non-protein coding RNA 2440 [Source:HGNC Symbol;Acc:HGNC:53372]	1.2977813	
PNMA5	PNMA family member 5 [Source:HGNC Symbol;Acc:HGNC:18743]	1.2933832	
VWC2L	von Willebrand factor C domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:37203]	1.2899188	
RBP4	retinol binding protein 4 [Source:HGNC Symbol;Acc:HGNC:9922]	1.2859486	
GPR149	G protein-coupled receptor 149 [Source:HGNC Symbol;Acc:HGNC:23627]	1.2793384	
MAGEL2	MAGE family member L2 [Source:HGNC Symbol;Acc:HGNC:6814]	1.2770509	
DLX1	distal-less homeobox 1 [Source:HGNC Symbol;Acc:HGNC:2914]	1.271138	
CCR10	C-C motif chemokine receptor 10 [Source:HGNC Symbol;Acc:HGNC:4474]	1.2608054	
DHRS2	dehydrogenase/reductase 2 [Source:HGNC Symbol;Acc:HGNC:18349]	1.2598448	
ARHGEF28	Rho guanine nucleotide exchange factor 28 [Source:HGNC Symbol;Acc:HGNC:30322]	1.2453916	
PTPN3	protein tyrosine phosphatase non-receptor type 3 [Source:HGNC Symbol;Acc:HGNC:9655]	1.2441067	
PRDM12	PR/SET domain 12 [Source:HGNC Symbol;Acc:HGNC:13997]	1.2438041	
SSTR2	somatostatin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11331]	1.2427787	
GLP1R	glucagon like peptide 1 receptor [Source:HGNC Symbol;Acc:HGNC:4324]	1.242758	
NAGS	N-acetylglutamate synthase [Source:HGNC Symbol;Acc:HGNC:17996]	1.2341957	
DIRAS3	DIRAS family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:687]	1.2262884	
SORCS1	sortilin related VPS10 domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:16697]	1.2258486	
PODNL1	podocan like 1 [Source:HGNC Symbol;Acc:HGNC:26275]	1.2235537	
MCTP2	multiple C2 and transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25636]	1.2235215	
CCDC74B	coiled-coil domain containing 74B [Source:HGNC Symbol;Acc:HGNC:25267]	1.2197019	
USP27X	ubiquitin specific peptidase 27 X-linked [Source:HGNC Symbol;Acc:HGNC:13486]	1.219019	
VGF	VGF nerve growth factor inducible [Source:HGNC Symbol;Acc:HGNC:12684]	1.2162943	
PAQR9	progestin and adipoQ receptor family member 9 [Source:HGNC Symbol;Acc:HGNC:30131]	1.2153848	
ERAS	ES cell expressed Ras [Source:HGNC Symbol;Acc:HGNC:5174]	1.2129025	
CNGB1	cyclic nucleotide gated channel subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:2151]	1.1996963	
LMO1	LIM domain only 1 [Source:HGNC Symbol;Acc:HGNC:6641]	1.1786358	
SNAP25-AS1	SNAP25 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44312]	1.1767473	
NUPR2	nuclear protein 2, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:44164]	1.1687031	
LINC00645	long intergenic non-protein coding RNA 645 [Source:HGNC Symbol;Acc:HGNC:44299]	1.1661837	
IL13RA2	interleukin 13 receptor subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:5975]	1.1610652	
GHR	growth hormone receptor [Source:HGNC Symbol;Acc:HGNC:4263]	1.1605881	
NXNL2	nucleoredoxin like 2 [Source:HGNC Symbol;Acc:HGNC:30482]	1.158959	
GOLT1A	golgi transport 1A [Source:HGNC Symbol;Acc:HGNC:24766]	1.1551758	
RANBP17	RAN binding protein 17 [Source:HGNC Symbol;Acc:HGNC:14428]	1.1551121	
CACNA2D3	calcium voltage-gated channel auxiliary subunit alpha2delta 3 [Source:HGNC Symbol;Acc:HGNC:15460]	1.151563	
KCNA3	potassium voltage-gated channel subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:6221]	1.1512597	
TAFA4	TAFA chemokine like family member 4 [Source:HGNC Symbol;Acc:HGNC:21591]	1.1493022	
OLFM3	olfactomedin 3 [Source:HGNC Symbol;Acc:HGNC:17990]	1.1429025	
MAPK15	mitogen-activated protein kinase 15 [Source:HGNC Symbol;Acc:HGNC:24667]	1.1374443	
CFAP65	cilia and flagella associated protein 65 [Source:HGNC Symbol;Acc:HGNC:25325]	1.1351765	
DOCK11	dedicator of cytokinesis 11 [Source:HGNC Symbol;Acc:HGNC:23483]	1.1333555	
LINC02525	long intergenic non-protein coding RNA 2525 [Source:HGNC Symbol;Acc:HGNC:53545]	1.1328932	
CFAP157	cilia and flagella associated protein 157 [Source:HGNC Symbol;Acc:HGNC:27843]	1.1309415	
NGB	neuroglobin [Source:HGNC Symbol;Acc:HGNC:14077]	1.1299105	
OTP	orthopedia homeobox [Source:HGNC Symbol;Acc:HGNC:8518]	1.12336	
FAAH2	fatty acid amide hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:26440]	1.121005	
EPCAM-DT	EPCAM divergent transcript [Source:HGNC Symbol;Acc:HGNC:52639]	1.1192802	
SGCZ	sarcoglycan zeta [Source:HGNC Symbol;Acc:HGNC:14075]	1.1179317	
CFC1	cripto, FRL-1, cryptic family 1 [Source:HGNC Symbol;Acc:HGNC:18292]	1.1152154	
MEIS3	Meis homeobox 3 [Source:HGNC Symbol;Acc:HGNC:29537]	1.1146182	
