NAME	TITLE	SCORE	
MT-ND6	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6 [Source:HGNC Symbol;Acc:HGNC:7462]	2.0847716	
FABP6	fatty acid binding protein 6 [Source:HGNC Symbol;Acc:HGNC:3561]	1.9594699	
NEFL	neurofilament light chain [Source:HGNC Symbol;Acc:HGNC:7739]	1.9514378	
PAK3	p21 (RAC1) activated kinase 3 [Source:HGNC Symbol;Acc:HGNC:8592]	1.9417964	
SCAI	suppressor of cancer cell invasion [Source:HGNC Symbol;Acc:HGNC:26709]	1.8896208	
PDE2A	phosphodiesterase 2A [Source:HGNC Symbol;Acc:HGNC:8777]	1.8643432	
CKMT1A	creatine kinase, mitochondrial 1A [Source:HGNC Symbol;Acc:HGNC:31736]	1.8621035	
VSNL1	visinin like 1 [Source:HGNC Symbol;Acc:HGNC:12722]	1.8401563	
RAPGEF4	Rap guanine nucleotide exchange factor 4 [Source:HGNC Symbol;Acc:HGNC:16626]	1.8290298	
POMC	proopiomelanocortin [Source:HGNC Symbol;Acc:HGNC:9201]	1.8072098	
GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B [Source:HGNC Symbol;Acc:HGNC:4586]	1.7945819	
BSN	bassoon presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:1117]	1.7863984	
GABRB1	gamma-aminobutyric acid type A receptor subunit beta1 [Source:HGNC Symbol;Acc:HGNC:4081]	1.7852131	
NTS	neurotensin [Source:HGNC Symbol;Acc:HGNC:8038]	1.7844318	
ELAVL2	ELAV like RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3313]	1.7737559	
RAB27B	RAB27B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9767]	1.7609982	
TENM3	teneurin transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:29944]	1.7583019	
RBFOX1	RNA binding fox-1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18222]	1.7272179	
MEG8	maternally expressed 8, small nucleolar RNA host gene [Source:HGNC Symbol;Acc:HGNC:14574]	1.7212715	
MAP7D2	MAP7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25899]	1.7202816	
ERICH3	glutamate rich 3 [Source:HGNC Symbol;Acc:HGNC:25346]	1.7192911	
PACSIN1	protein kinase C and casein kinase substrate in neurons 1 [Source:HGNC Symbol;Acc:HGNC:8570]	1.7164127	
SYT1	synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:11509]	1.7122422	
UNC13A	unc-13 homolog A [Source:HGNC Symbol;Acc:HGNC:23150]	1.704077	
RGS7	regulator of G protein signaling 7 [Source:HGNC Symbol;Acc:HGNC:10003]	1.6987779	
SGSM1	small G protein signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:29410]	1.6854357	
SHC3	SHC adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:18181]	1.6579779	
UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1 [Source:HGNC Symbol;Acc:HGNC:37269]	1.6569343	
NMNAT2	nicotinamide nucleotide adenylyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16789]	1.6532773	
ADARB1	adenosine deaminase RNA specific B1 [Source:HGNC Symbol;Acc:HGNC:226]	1.6527338	
PDE1B	phosphodiesterase 1B [Source:HGNC Symbol;Acc:HGNC:8775]	1.6489227	
HES5	hes family bHLH transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:19764]	1.6420815	
RIMS2	regulating synaptic membrane exocytosis 2 [Source:HGNC Symbol;Acc:HGNC:17283]	1.6299776	
GPRIN1	G protein regulated inducer of neurite outgrowth 1 [Source:HGNC Symbol;Acc:HGNC:24835]	1.6190071	
RALYL	RALY RNA binding protein like [Source:HGNC Symbol;Acc:HGNC:27036]	1.6012868	
SMIM17	small integral membrane protein 17 [Source:HGNC Symbol;Acc:HGNC:27114]	1.5756646	
JPH3	junctophilin 3 [Source:HGNC Symbol;Acc:HGNC:14203]	1.5521812	
ELAVL4	ELAV like RNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3315]	1.5466211	
CPLX2	complexin 2 [Source:HGNC Symbol;Acc:HGNC:2310]	1.5449045	
GAD2	glutamate decarboxylase 2 [Source:HGNC Symbol;Acc:HGNC:4093]	1.5266902	
FAXC	failed axon connections homolog, metaxin like GST domain containing [Source:HGNC Symbol;Acc:HGNC:20742]	1.5110759	
PCLO	piccolo presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:13406]	1.5096011	
PNMA6F	PNMA family member 6F [Source:HGNC Symbol;Acc:HGNC:53119]	1.5070673	
