NAME	TITLE	SCORE	
ARX	aristaless related homeobox [Source:HGNC Symbol;Acc:HGNC:18060]	3.0457802	
ONECUT3	one cut homeobox 3 [Source:HGNC Symbol;Acc:HGNC:13399]	2.9772406	
EGFL6	EGF like domain multiple 6 [Source:HGNC Symbol;Acc:HGNC:3235]	2.9345634	
ONECUT2	one cut homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8139]	2.9317758	
NXPH4	neurexophilin 4 [Source:HGNC Symbol;Acc:HGNC:8078]	2.6208313	
ADRA1D	adrenoceptor alpha 1D [Source:HGNC Symbol;Acc:HGNC:280]	2.5450592	
NMS	neuromedin S [Source:HGNC Symbol;Acc:HGNC:32203]	2.511696	
MIR124-2HG	MIR124-2 host gene [Source:HGNC Symbol;Acc:HGNC:48723]	2.4976833	
LHX1	LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6593]	2.4881425	
TRH	thyrotropin releasing hormone [Source:HGNC Symbol;Acc:HGNC:12298]	2.37557	
ZIC2	Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]	2.2980893	
GABRA1	gamma-aminobutyric acid type A receptor subunit alpha1 [Source:HGNC Symbol;Acc:HGNC:4075]	2.2939658	
GAD2	glutamate decarboxylase 2 [Source:HGNC Symbol;Acc:HGNC:4093]	2.2601378	
GRM1	glutamate metabotropic receptor 1 [Source:HGNC Symbol;Acc:HGNC:4593]	2.2417462	
SLC6A7	solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]	2.2247107	
CTXN3	cortexin 3 [Source:HGNC Symbol;Acc:HGNC:31110]	2.1719785	
PCP4L1	Purkinje cell protein 4 like 1 [Source:HGNC Symbol;Acc:HGNC:20448]	2.1635633	
ZIC3	Zic family member 3 [Source:HGNC Symbol;Acc:HGNC:12874]	2.0937054	
POU6F2	POU class 6 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21694]	2.060548	
ZMAT4	zinc finger matrin-type 4 [Source:HGNC Symbol;Acc:HGNC:25844]	2.049268	
DLX6	distal-less homeobox 6 [Source:HGNC Symbol;Acc:HGNC:2919]	2.044242	
DUSP4	dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3070]	1.9969801	
SYT2	synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:11510]	1.995772	
GPR83	G protein-coupled receptor 83 [Source:HGNC Symbol;Acc:HGNC:4523]	1.9895513	
ELFN1	extracellular leucine rich repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33154]	1.948484	
SHD	Src homology 2 domain containing transforming protein D [Source:HGNC Symbol;Acc:HGNC:30633]	1.9459513	
GAD1	glutamate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:4092]	1.9306091	
DLX5	distal-less homeobox 5 [Source:HGNC Symbol;Acc:HGNC:2918]	1.924884	
GABRB2	gamma-aminobutyric acid type A receptor subunit beta2 [Source:HGNC Symbol;Acc:HGNC:4082]	1.9158822	
DLX1	distal-less homeobox 1 [Source:HGNC Symbol;Acc:HGNC:2914]	1.9141024	
CBLN2	cerebellin 2 precursor [Source:HGNC Symbol;Acc:HGNC:1544]	1.9127538	
FOXG1	forkhead box G1 [Source:HGNC Symbol;Acc:HGNC:3811]	1.8911853	
KCNF1	potassium voltage-gated channel modifier subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:6246]	1.8597264	
SLC32A1	solute carrier family 32 member 1 [Source:HGNC Symbol;Acc:HGNC:11018]	1.8364205	
HS3ST2	heparan sulfate-glucosamine 3-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:5195]	1.8328929	
SP9	Sp9 transcription factor [Source:HGNC Symbol;Acc:HGNC:30690]	1.8219113	
TRPC3	transient receptor potential cation channel subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:12335]	1.8095937	
RGS8	regulator of G protein signaling 8 [Source:HGNC Symbol;Acc:HGNC:16810]	1.7806634	
CLEC4G	C-type lectin domain family 4 member G [Source:HGNC Symbol;Acc:HGNC:24591]	1.7541268	
TENM2	teneurin transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:29943]	1.7502772	
PLCH1	phospholipase C eta 1 [Source:HGNC Symbol;Acc:HGNC:29185]	1.7470795	
CACNA1G	calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]	1.7146885	
ZNF385D	zinc finger protein 385D [Source:HGNC Symbol;Acc:HGNC:26191]	1.704666	
VAX1	ventral anterior homeobox 1 [Source:HGNC Symbol;Acc:HGNC:12660]	1.69984	
SLC7A3	solute carrier family 7 member 3 [Source:HGNC Symbol;Acc:HGNC:11061]	1.6956377	
ZIC4	Zic family member 4 [Source:HGNC Symbol;Acc:HGNC:20393]	1.6943362	
PRKCG	protein kinase C gamma [Source:HGNC Symbol;Acc:HGNC:9402]	1.6917766	
HTR7	5-hydroxytryptamine receptor 7 [Source:HGNC Symbol;Acc:HGNC:5302]	1.6860667	
LGI2	leucine rich repeat LGI family member 2 [Source:HGNC Symbol;Acc:HGNC:18710]	1.6779293	
LHX6	LIM homeobox 6 [Source:HGNC Symbol;Acc:HGNC:21735]	1.6778852	
RFPL2	ret finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:9979]	1.6707381	
NRN1	neuritin 1 [Source:HGNC Symbol;Acc:HGNC:17972]	1.6694685	
CPLX1	complexin 1 [Source:HGNC Symbol;Acc:HGNC:2309]	1.6685694	
LHX1-DT	LHX1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53778]	1.6616762	
LHX8	LIM homeobox 8 [Source:HGNC Symbol;Acc:HGNC:28838]	1.6388425	
TCERG1L	transcription elongation regulator 1 like [Source:HGNC Symbol;Acc:HGNC:23533]	1.6379269	
SOSTDC1	sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748]	1.6368014	
NETO2	neuropilin and tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:14644]	1.6359	
SLC35F4	solute carrier family 35 member F4 [Source:HGNC Symbol;Acc:HGNC:19845]	1.6346542	
OTOF	otoferlin [Source:HGNC Symbol;Acc:HGNC:8515]	1.6344672	
SV2B	synaptic vesicle glycoprotein 2B [Source:HGNC Symbol;Acc:HGNC:16874]	1.6227416	
NDST3	N-deacetylase and N-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:7682]	1.6225306	
SYT1	synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:11509]	1.6077299	
DLX2	distal-less homeobox 2 [Source:HGNC Symbol;Acc:HGNC:2915]	1.6020511	
IGLON5	IgLON family member 5 [Source:HGNC Symbol;Acc:HGNC:34550]	1.5929285	
SIM1	SIM bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10882]	1.5786273	
SMIM17	small integral membrane protein 17 [Source:HGNC Symbol;Acc:HGNC:27114]	1.5783347	
NPAS1	neuronal PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:7894]	1.5761685	
NRIP3	nuclear receptor interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1167]	1.5735517	
SNCB	synuclein beta [Source:HGNC Symbol;Acc:HGNC:11140]	1.5732754	
ADAM11	ADAM metallopeptidase domain 11 [Source:HGNC Symbol;Acc:HGNC:189]	1.5632175	
C11orf87	chromosome 11 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:33788]	1.5613014	
TACR1	tachykinin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11526]	1.5436277	
RPH3A	rabphilin 3A [Source:HGNC Symbol;Acc:HGNC:17056]	1.5429013	
KLK10	kallikrein related peptidase 10 [Source:HGNC Symbol;Acc:HGNC:6358]	1.5337783	
DLX6-AS1	DLX6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:37151]	1.5320761	
VSNL1	visinin like 1 [Source:HGNC Symbol;Acc:HGNC:12722]	1.5298129	
STAC2	SH3 and cysteine rich domain 2 [Source:HGNC Symbol;Acc:HGNC:23990]	1.529169	
NTS	neurotensin [Source:HGNC Symbol;Acc:HGNC:8038]	1.5288666	
CHRM2	cholinergic receptor muscarinic 2 [Source:HGNC Symbol;Acc:HGNC:1951]	1.5258164	
NELL1	neural EGFL like 1 [Source:HGNC Symbol;Acc:HGNC:7750]	1.5253971	
PYDC1	pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30261]	1.5221297	
CRYGD	crystallin gamma D [Source:HGNC Symbol;Acc:HGNC:2411]	1.5212301	
CREG2	cellular repressor of E1A stimulated genes 2 [Source:HGNC Symbol;Acc:HGNC:14272]	1.5058274	
MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B [Source:HGNC Symbol;Acc:HGNC:24140]	1.5036081	
CNR1	cannabinoid receptor 1 [Source:HGNC Symbol;Acc:HGNC:2159]	1.5028187	
HTR1D	5-hydroxytryptamine receptor 1D [Source:HGNC Symbol;Acc:HGNC:5289]	1.5009941	
