Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value,Cluster 9 Mean Counts,Cluster 9 Log2 fold change,Cluster 9 Adjusted p value,Cluster 10 Mean Counts,Cluster 10 Log2 fold change,Cluster 10 Adjusted p value,Cluster 11 Mean Counts,Cluster 11 Log2 fold change,Cluster 11 Adjusted p value,Cluster 12 Mean Counts,Cluster 12 Log2 fold change,Cluster 12 Adjusted p value,Cluster 13 Mean Counts,Cluster 13 Log2 fold change,Cluster 13 Adjusted p value,Cluster 14 Mean Counts,Cluster 14 Log2 fold change,Cluster 14 Adjusted p value,Cluster 15 Mean Counts,Cluster 15 Log2 fold change,Cluster 15 Adjusted p value,Cluster 16 Mean Counts,Cluster 16 Log2 fold change,Cluster 16 Adjusted p value,Cluster 17 Mean Counts,Cluster 17 Log2 fold change,Cluster 17 Adjusted p value,Cluster 18 Mean Counts,Cluster 18 Log2 fold change,Cluster 18 Adjusted p value,Cluster 19 Mean Counts,Cluster 19 Log2 fold change,Cluster 19 Adjusted p value,Cluster 20 Mean Counts,Cluster 20 Log2 fold change,Cluster 20 Adjusted p value,Cluster 21 Mean Counts,Cluster 21 Log2 fold change,Cluster 21 Adjusted p value
ENSG00000069431,ABCC9,0.334752636940341,0.9176379365285763,0.000000000001919524942968277,0.34694455528757095,0.9221682872555284,0.000000006243110395561377,0.059820044451279905,-1.8176061143071212,0.00000000000000000000000003804183584742725,0.5417902977320399,1.613979884227814,0.000000000000000000017598166060999924,0.12405241754670504,-0.6756665461744742,0.004855956840877019,0.0811315917101455,-1.3002996298574132,0.0000001465972394532552,0.1644780570989872,-0.2512064961823244,0.45260332636062073,0.05540365272305323,-1.946023909693129,0.00000000000000000000000000000004533846673445621,0.09983764131679865,-0.9964048204454272,0.000052062304167501316,0.2094747879134497,0.11205739393951974,0.6635502523055606,0.06143044585695259,-1.734113691754759,0.0000000000000002222172251778272,0.40782246640651304,1.1195110778093356,0.0000027325410072408177,0.3496754054160167,0.921787077086919,0.00000006131742279321614,0.12745408872521513,-0.621062446793057,0.08622258475289599,0.21251295959393082,0.13404777313757954,0.5330379083602226,0.11010982638667681,-0.8427803440481871,0.002528227364619524,0.23920383570453843,0.30785875251142336,0.2685915626783821,0.16840414901183873,-0.2031027779162442,0.8707820994806416,0.301907699126485,0.6458089496918273,0.0964177642514262,0.09905319115472924,-0.9519750502485396,0.4149316708474424,0.2171882838729593,0.17207106876470935,0.6857657372120799
ENSG00000123612,ACVR1C,0.23014996110389502,-0.791637894082829,0.00000018039220172838296,0.15672127211026118,-1.3388151605386773,0.000000000025845229352016667,0.27235142189200606,-0.5291744009607522,0.00042161976172559984,0.14625859079599043,-1.4192730025796043,0.000000006616529786682328,0.23182295529040506,-0.7416977242030023,0.0016114244539491645,0.4638850532814782,0.30476475569152695,0.12774588083234198,0.2491448060484658,-0.630033391295181,0.027511147186568163,0.5881141707705055,0.7438001579691383,0.0000000031767246173294723,0.2228995467901788,-0.798959483160582,0.0008473211133175807,0.6633368283925907,0.821845535041668,0.0103682012065789,1.3920511336917925,2.204812321930782,0.00000000000000000000000000000000000000000000000000000000010937662287471702,0.18063759506801572,-1.0939877979672241,0.0007652399749404627,0.325998324673114,-0.23338572434289384,0.24333822070080255,0.21569153476574868,-0.8325016422595344,0.017487811883023258,0.35315111147746925,-0.10915189417359161,0.7131180764075237,0.07840098397785533,-2.315678484169057,0.000000000000018971621681046555,0.4839320094161101,0.35972287236621847,0.19290619751875487,0.1836073013531853,-1.0501844455886673,0.08407533403226082,0.15342850283477108,-1.3076772253831064,0.032439422224330675,0.3793526469755588,0.0027612741595648416,0.7961562436573802,0.27407092964921054,-0.46342914729011264,0.8648936355774781
ENSG00000151388,ADAMTS12,0.03153728546507348,0.21832338351211167,0.1966145397310894,0.06189354586963213,1.306319848806396,0.0000000000005181008865683438,0.019575258448487936,-0.5425215716545777,0.005158416366855224,0.02781943064104526,0.021027817101249013,0.8947024192539551,0.012405241754670504,-1.1715338835658793,0.00018593494919822283,0.05436368560169614,1.0525817365649806,0.0000015763981277398682,0.02488413409984677,-0.1436442713340691,0.7687291219914649,0.012751634356893204,-1.209803930561903,0.000000000702189908195513,0.012546441555854375,-1.1528070715166177,0.0002904962148022057,0.05790359991103487,1.1094904728298234,0.0036300905356609534,0.027550624202512072,0.0017513380707576687,0.9644228202511517,0.02049788312828547,-0.41663373824908767,0.3157698244911059,0.024992474117508406,-0.14450719736298367,0.60998298757465,0.011671619846631422,-1.21461493027466,0.00813475473565172,0.02115795205327569,-0.3825522692843304,0.2768530720061592,0.01881623615468528,-0.5495365653478377,0.12405516436241162,0.04198496885345247,0.6372258851108592,0.06476007314987928,0.049117876795119635,0.8721986780748852,0.06227744270823307,0.07423959814585697,1.4716571236419909,0.0007285654911070154,0.023182661759617484,-0.13518324881859645,1,0.05946822058426266,1.169162275138568,0.14794148550327343
ENSG00000145536,ADAMTS16,0.035148425022142965,0.948838520425924,0.00000000417859225128208,0.012681552211820652,-0.6858360323482167,0.008018426772278583,0.01082110560195917,-0.9598514197178787,0.000005000973016330772,0.01707727425489907,-0.22612807551351644,0.4889040125805385,0.01318056936433741,-0.610569948047341,0.05140547630750147,0.011590227387163643,-0.7940596558077209,0.010925467005023105,0.016994042799895356,-0.22996971127097598,0.6026404547876762,0.009233942120508872,-1.2117135205705347,0.00000000390040100073252,0.008275312515563524,-1.2814408107544555,0.0001464256826944073,0.032357894067931256,0.7345447921241854,0.0888734344121437,0.010052254776592244,-1.030700024243031,0.00009785598915589419,0.01409229465069626,-0.48631255391687045,0.2611768478434522,0.04581953588209874,1.3169404979365984,0.00000000004314385950396933,0.015406538197553478,-0.3537776779462849,0.49493375677685897,0.018046488516029264,-0.1405478643149003,0.739106825028927,0.07352270053034433,2.0353251216322557,0.00000000000000000005463127411013365,0.037013064647122576,0.9289951140909638,0.005588423158187819,0.017542098855399868,-0.10969431771974136,1,0.006186633178821415,-1.4521562194660902,0.08513076676091375,0.012645088232518626,-0.455276411839141,0.8127286783900483,0.02068459846409136,0.20516047337596444,0.8203033533302836
ENSG00000156140,ADAMTS3,0.05633377709028393,0.477712038754337,0.0014415589333468006,0.07571075947355613,0.9327412741195751,0.0000000943171880792477,0.030153193138043526,-0.5321896678617408,0.00253259821873172,0.055914301189427605,0.4336361273217637,0.04954284714329748,0.02119228799756211,-1.018020890127275,0.0002651012587654757,0.03228706200709872,-0.394453612785056,0.1434322787805762,0.029436109849818738,-0.528132757450023,0.1194257732149693,0.0338577877751992,-0.35518735401528634,0.030698117067817055,0.055791623088799244,0.4308577497458854,0.056415467644528185,0.09962825278810412,1.2789337403580427,0.00021346499706937928,0.02401371974408147,-0.8526171468995916,0.00014976171377611289,0.030746824692428208,-0.45299248071684417,0.23389611852788966,0.06291964975197292,0.6243863233937517,0.0012471926201027908,0.01493967340368822,-1.4843666195378544,0.0003670449702114039,0.04231590410655138,0.01127176368108529,0.9211907499709643,0.014286401524853637,-1.5686621279069675,0.000004113758494290409,0.06297745328017872,0.6040887716460492,0.05498044535136537,0.030406304682693105,-0.42762635163326657,0.6123743044591308,0.056917025245157016,0.46344788984729224,0.31792408604337297,0.05268786763549428,0.3731783256416339,0.5454784275583652,0.043954771736194144,0.1349538691933656,0.7766405152554214
ENSG00000197381,ADARB1,0.2526593976762948,-0.7012824401254192,0.0000026961761425289443,0.14025418192476272,-1.555051094483806,0.00000000000001755705935153631,0.9225904416591705,1.490447595847111,0.00000000000000000000000000000000037161645898210442,0.3622034781482626,-0.12446633502904358,0.6031957092184903,0.38843913244312017,-0.018879080605282983,0.9601627338015645,0.0794758449405507,-2.360193885992045,0.00000000000000000034068752010938825,0.6621607390959225,0.7971979908622169,0.0002070546468028581,0.4079423715381955,0.059785076834454554,0.6417211374225067,0.4065580955226854,0.05039296670953419,0.8102551760571914,0.1890382232389668,-1.064083405056239,0.023719930020662423,0.3786349299183078,-0.0590877299697139,0.7844313906672001,0.4249040356800842,0.11553081685364774,0.6899983134713613,0.19270512937973586,-1.0752762658474666,0.00000034510301330858613,0.408973559425965,0.05849553627794757,0.7781203418408218,0.34506130628062853,-0.19636484487343586,0.4745266047885542,0.5453223996681937,0.4936731960168427,0.028043152072909017,0.19611399924967932,-1.0189682572269452,0.005195899019350562,0.16021783621265212,-1.2971342870140685,0.02820272536634584,0.14105523647712825,-1.4791158674017189,0.01437275042847551,0.1833537793715201,-1.0929675719374266,0.3187857435282419,0.566240882954501,0.5313897469333924,0.37405142264518326
ENSG00000141433,ADCYAP1,0.17008467313797263,-1.7521781335955922,0.000000000000000000000000006110141294951921,0.10107386389719743,-2.470290516038581,0.000000000000000000000000000018816431046333095,0.44463801332994024,-0.27749663030194793,0.06077104680121524,0.15066562931338376,-1.8603002681937943,0.00000000000014366448287531484,0.36595463176277987,-0.5540237437877572,0.014600962730778586,0.1316318681827871,-2.0571958620931383,0.0000000000000008574316036363096,0.39693228539755576,-0.42925864302609207,0.12706788834952695,1.7820409013758252,2.3238754384751505,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004132659021956547,0.46608695652173915,-0.19030928709485173,0.43007007981748074,0.39170082292758884,-0.4366775645889587,0.4089995937227058,0.35648273883655823,-0.6038525246523923,0.0010854659182845876,0.4898139989196549,-0.11294279459269885,0.761908598346157,0.5934616441762742,0.1784416906304167,0.3211689811813889,0.5966532065597983,0.1803964682311906,0.5581080178315753,1.2187602675394247,1.2916162348646119,0.000000000024187391610141014,0.057842503734773267,-3.234219119012523,0.000000000000000000000012218703486150991,0.21931621887921884,-1.287267730591457,0.0004869502114638775,0.13448942455806565,-1.9764481546309696,0.0009781747581120083,0.10393543740419976,-2.3439868458693836,0.00019893224513338614,0.17281620584442123,-1.6048814470921573,0.10966098186922399,0.3102689769613704,-0.7637235290028955,0.6533024839394284
ENSG00000120907,ADRA1A,0.495327975911364,-0.18305825432569,0.2152473114023523,0.8515567671788226,0.6772578767942554,0.00002523283399858472,0.5003241522703593,-0.16678992230068546,0.2603395677348386,0.3170313333449812,-0.8380635736345964,0.00023986934900956786,0.41583404131801754,-0.43544307731557397,0.05509958926374044,0.4578139817929639,-0.2899736790211075,0.19649844654557355,0.5972192183963224,0.1111492355606154,0.6764301340485125,0.2615184321986977,-1.1865997509169346,0.0000000000000012676061048856473,1.411341202251108,1.4683257355122794,0.000000000000000033652431234962883,1.1333778159056973,1.0540467609265225,0.0011672215167272866,0.22785110826942417,-1.347535115182612,0.000000000004912790540307344,0.3070412076924428,-0.8732327088644994,0.006449909199702252,0.39330261900710595,-0.5232571353792339,0.008620390878498259,0.40290431710571667,-0.47258177007955116,0.20954408651048428,0.37617594165309276,-0.5809393492584288,0.02037738530064921,1.8342345762641352,1.863020233505738,0.000000000000000000000013525107144337293,0.35300519864942276,-0.6642180296311176,0.07736034680521288,0.584736628513329,0.07742002999662434,0.7057276419749201,0.8327208258693624,0.593613473312265,0.1192637693882989,1.049542323299046,0.9272896966113635,0.08105192452435163,0.45506116621000997,-0.28328954733720624,0.9971017433251257
ENSG00000170214,ADRA1B,0.02142609470527893,-2.58207220539413,0.000000000000000000000000000000000000000377711001388245,0.05375463922622485,-1.176400864388349,0.00000002736674446906757,0.05106589160475113,-1.290837056241898,0.00000000000004482804460039241,0.08758989053319201,-0.4331558532573352,0.08624187411196281,0.043418346141346764,-1.4716985085430063,0.000000019958362476883098,0.029527484057774046,-2.0283127060765165,0.00000000000031756077244576866,0.0455197574997197,-1.3939767917929689,0.000002752949674789669,0.027042259067204553,-2.2541593681394665,0.0000000000000000000000000000000000026333785097448717,0.13694307485432541,0.2411246113415828,0.24912741190638324,0.08004321164172468,-0.542114858388286,0.31134360342068634,0.03648596178170518,-1.7498505049499404,0.0000000000000034488071242250655,0.03416313854714245,-1.7924728830014258,0.0000007414361024392169,0.022361687368296995,-2.448489593969731,0.000000000000000000007378607601837314,0.03314740036443324,-1.8313524557368503,0.0000012402828714081644,0.03111463537246425,-1.9448063062806793,0.00000000014605428844430473,1.9230890247723713,5.40642385897823,0,0.030383859038682712,-1.9473464181579478,0.000003585090614173134,0.088879967534026,-0.38466526519452815,0.6377120913505437,0.08413821123197124,-0.46206997779563075,0.574124888251755,0.023182661759617484,-2.2214965976302032,0.04214296521982896,0.09308069308841113,-0.29694330698318483,0.9837317176356896
ENSG00000159723,AGRP,0.007583393069845913,-2.4490938106724736,0.000000000000000000000000004244941964483603,0.008138906643407284,-2.2830899389694697,0.00000000000000026929943527404373,0.025532945802375567,-0.6341802367257783,0.0005962254040055478,0.006335117868752882,-2.5928482197138303,0.000000000000203929191401632,0.008270161169780335,-2.2255502984185256,0.000000000029474294396441534,0.012970016361825982,-1.5777966222548478,0.0000003401921467353285,0.01365592724991591,-1.496559297011184,0.0000195580968975091,0.012092067062571142,-1.7784059305870814,0.0000000000000000003111651388683439,0.012546441555854375,-1.6281575369343644,0.00000024175988177512145,0.028100276427413983,-0.4090409101170458,0.5358037907012473,0.364115006352119,4.792939519089106,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003901147530310136,0.005978549245749929,-2.617268663555441,0.00000002109281788618372,0.004384644582019019,-3.135124494826518,0.00000000000000000003175830205230049,0.0028011887631915412,-3.5883021543020988,0.000000000043196723222558946,0.00373375624469571,-3.2987390732818067,0.0000000000000075709929253735,0.003832936994472927,-3.244531367815174,0.00000000000018399989075426407,0.09391374611956474,1.3564266057888794,0.000003585090614173134,0.009355786056213263,-1.8757265874832685,0.01262114776243458,0.009898613086114264,-1.7935457944113669,0.019630060699514087,0.012645088232518626,-1.3835932514293585,0.28099675340803576,0.018099023656079943,-0.8944951000329784,0.645044255792828
