Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000238009,AL627309.1,0.0014338233786564871,-0.6022342479591885,0.6026807369715166,0.0030712888897563963,0.6022342479591885,0.6026807369715188
ENSG00000241860,AL627309.5,0.005018381825297705,-1.2696589088723185,0.02556203637459082,0.013628844448294009,1.2696589088723185,0.02556203637459082
ENSG00000237491,LINC01409,0.007886028582610678,-1.242691861272049,0.005828300031541071,0.020155333339026353,1.242691861272049,0.005828300031541071
ENSG00000177757,FAM87B,0.0014338233786564871,3.4852285932911506,0.10606025730184601,0,-3.4852285932911506,0.10606025730184601
ENSG00000228794,LINC01128,0.03584558446641218,-0.8366995015962124,0.00044940591500835484,0.06507293335171366,0.8366995015962124,0.00044940591500835484
ENSG00000225880,LINC00115,0.0021507350679847307,0.7303410911276824,0.9128227059196361,0.0015356444448781982,-0.7303410911276824,0.9128227059196361
ENSG00000230368,FAM41C,0.0028676467573129742,-0.1701232353214044,1,0.0038391111121954956,0.1701232353214044,1
ENSG00000223764,LINC02593,0.008602940271938923,0.5132429694607463,0.5752694673386968,0.0063345333351225675,-0.5132429694607463,0.5752694673386968
ENSG00000187634,SAMD11,0.03154411433044271,-0.5736650957624185,0.040976831807381965,0.04779693334683392,0.5736650957624185,0.040976831807381965
ENSG00000188976,NOC2L,0.10825366508856478,-0.3576179479060153,0.040521945677125144,0.1393597333726965,0.3576179479060153,0.040521945677125144
ENSG00000187961,KLHL17,0.009319851961267165,-1.3036062407956566,0.0015066583219242981,0.02457031111805117,1.3036062407956566,0.0015066583219242981
ENSG00000187583,PLEKHN1,0,0.9002660925699946,1,0.00019195555560977477,-0.9002660925699946,1
ENSG00000187642,PERM1,0,-0.09973390743000543,1,0.0005758666668293244,0.09973390743000543,1
ENSG00000272512,AL645608.7,0.007886028582610678,0.16330049840378802,1,0.007486266668781216,-0.16330049840378802,1
ENSG00000188290,HES4,0.09749998974864112,-1.3348571747800961,0.00107780271298671,0.24743071118099969,1.3348571747800961,0.00107780271298671
ENSG00000187608,ISG15,0.08674631440871747,-0.9138304073666657,0.000000012079482656046193,0.16450591115757698,0.9138304073666657,0.000000012079482656046193
ENSG00000188157,AGRN,0.0394301429130534,0.14537859040652545,0.8071725544562426,0.036087644454637656,-0.14537859040652545,0.8071725544562426
ENSG00000131591,C1orf159,0.023658085747832038,-0.22172443180861645,0.6385280050596326,0.02821746667463689,0.22172443180861645,0.6385280050596326
ENSG00000162571,TTLL10,0,0.3153035918488385,1,0.00038391111121954954,-0.3153035918488385,1
ENSG00000186891,TNFRSF18,0.0014338233786564871,-0.21521112484994198,0.9497555327913745,0.0023034666673172974,0.21521112484994198,0.9497555327913745
