NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
GATD3	1	GATD3A	
TAC3	1	TAC3	
MC4R	1	MC4R	
KANSL1-AS1	1	KANSL1-AS1	
ZNF208	1	ZNF208	
TRAPPC10	1	TRAPPC10	
LIN28B	1	LIN28B	
ZNF551	1	ZNF551	
SAMD13	1	SAMD13	
DLX2	1	DLX2	
IGSF9	1	IGSF9	
TC2N	1	TC2N	
CENPE	1	CENPE	
RAPGEF4-AS1	1	RAPGEF4-AS1	
LINC01260	1	LINC01260	
TMEM266	1	TMEM266	
GSTCD	1	GSTCD	
LINC01597	1	LINC01597	
TTR	1	TTR	
TTN-AS1	1	TTN-AS1	
LUM	1	LUM	
EFCAB10	1	EFCAB10	
SLC5A1	1	SLC5A1	
ERBB3	1	ERBB3	
VAV1	1	VAV1	
GPR17	1	GPR17	
P2RY12	1	P2RY12	
LINC01497	1	LINC01497	
MIRLET7BHG	1	MIRLET7BHG	
ZNF416	1	ZNF416	
PRH1	1	PRH1	
LINC02298	1	LINC02298	
ACOT1	1	ACOT1	
PRDM13	1	PRDM13	
C7orf31	1	C7orf31	
ZNF324B	1	ZNF324B	
ZC3H12D	1	ZC3H12D	
HCP5	1	HCP5	
WDR11-DT	1	WDR11-AS1	
TMEM220-AS1	1	TMEM220-AS1	
KCNQ1OT1	1	KCNQ1OT1	
SLITRK6	1	SLITRK6	
OPRD1	1	OPRD1	
LINC00877	1	LINC00877	
PECR	1	PECR	
CCDC148	1	CCDC148	
LRRC37A2	1	LRRC37A2	
ZNF781	1	ZNF781	
ZNF155	1	ZNF155	
WNT2	1	WNT2	
KLK10	1	KLK10	
TMCO4	1	TMCO4	
SMOC1	1	SMOC1	
CRH	1	CRH	
COL28A1	1	COL28A1	
NPIPA5	1	NPIPA5	
PDIA5	1	PDIA5	
IL1RL2	1	IL1RL2	
GNB3	1	GNB3	
LHX1	1	LHX1	
USP43	1	USP43	
STRC	1	STRC	
PAPLN	1	PAPLN	
NBPF19	1	NBPF19	
RASSF5	1	RASSF5	
SOGA3	1	SOGA3	
MMAA	1	MMAA	
MUC20	1	MUC20	
LINC00685	1	LINC00685	
NKX2-8	1	NKX2-8	
JHY	1	JHY	
KCNA4	1	KCNA4	
MT-ND6	1	MT-ND6	
FBXL8	1	FBXL8	
POMC	1	POMC	
MEIG1	1	MEIG1	
NPIPB5	1	NPIPB5	
ZNF831	1	ZNF831	
SLC35E2B	1	SLC35E2B	
ZNF81	1	ZNF81	
CCDC7	1	CCDC7	
MOBP	1	MOBP	
ELL3	1	ELL3	
SLC25A25-AS1	1	SLC25A25-AS1	
LINC00870	1	LINC00870	
ANKRD26	1	ANKRD26	
NALF2	1	FAM155B	
TMEM81	1	TMEM81	
HIF3A	1	HIF3A	
DACH1	1	DACH1	
LDAF1	1	TMEM159	
VWA7	1	VWA7	
ZNF573	1	ZNF573	
TBX3	1	TBX3	
TEX15	1	TEX15	
PAX8-AS1	1	PAX8-AS1	
ADAMTS3	1	ADAMTS3	
DNAJC28	1	DNAJC28	
CDCA4	1	CDCA4	
TAF1A-AS1	1	TAF1A-AS1	
XKR6	1	XKR6	
SCHIP1	1	SCHIP1	
ZC3H6	1	ZC3H6	
NOVA1-DT	1	LINC02588	
DLX1	1	DLX1	
NEU4	1	NEU4	
FILIP1	1	FILIP1	
ZNF625	1	ZNF625	
TMEM238	1	TMEM238	
CTDSPL	1	CTDSPL	
ADORA2A	1	ADORA2A	
ZKSCAN2-DT	1	ZKSCAN2-DT	
CCNA2	1	CCNA2	
CNTRL	1	CNTRL	
PROB1	1	PROB1	
HES5	1	HES5	
DLX6	1	DLX6	
INAVA	1	INAVA	
LINC01322	1	LINC01322	
ZSCAN22	1	ZSCAN22	
MOV10L1	1	MOV10L1	
LINC02777	1	LINC02777	
C17orf113	1	C17orf113	
APLNR	1	APLNR	
CALCR	1	CALCR	
H2BC5	1	HIST1H2BD	
ANKRD18A	1	ANKRD18A	
RGS22	1	RGS22	
GPR19	1	GPR19	
LNX2	1	LNX2	
ASB7	1	ASB7	
ZNF449	1	ZNF449	
KDM4A	1	KDM4A	
RCOR2	1	RCOR2	
GPD1	1	GPD1	
KIF4A	1	KIF4A	
IGHMBP2	1	IGHMBP2	
KIAA0825	1	KIAA0825	
SLC26A10P	1	SLC26A10	
CFAP69	1	CFAP69	
ZNF468	1	ZNF468	
ZNF404	1	ZNF404	
FIGNL2	1	FIGNL2	
LINC01615	1	LINC01615	
MALAT1	1	MALAT1	
ZFHX2	1	ZFHX2	
SYT9	1	SYT9	
HEATR3	1	HEATR3	
MID1	1	MID1	
CCBE1	1	CCBE1	
MT-CO3	1	MT-CO3	
MDGA2	1	MDGA2	
ZNF684	1	ZNF684	
KLF5	1	KLF5	
LINC02798	1	LINC02798	
IGF1	1	IGF1	
VIP	1	VIP	
UCN	1	UCN	
ZBTB20	1	ZBTB20	
CNGB1	1	CNGB1	
ZNF285	1	ZNF285	
ZNF454	1	ZNF454	
KCNB2	1	KCNB2	
CDK12	1	CDK12	
TAPT1-AS1	1	TAPT1-AS1	
NKX2-4	1	NKX2-4	
ERICH5	1	ERICH5	
PLCB3	1	PLCB3	
RTL10	1	RTL10	
C1orf112	1	C1orf112	
HMX1	1	HMX1	
ZNF253	1	ZNF253	
PON3	1	PON3	
ZNF619	1	ZNF619	
LRIG2	1	LRIG2	
LCNL1	1	LCNL1	
MYL7	1	MYL7	
PRDM12	1	PRDM12	
GPR101	1	GPR101	
RSRP1	1	RSRP1	
CCNE2	1	CCNE2	
PGBD4	1	PGBD4	
ZNF714	1	ZNF714	
MIR137HG	1	MIR137HG	
PRKG2	1	PRKG2	
TACR2	1	TACR2	
LINC01089	1	LINC01089	
ANKRD36C	1	ANKRD36C	
ANKRD18B	1	ANKRD18B	
MAPK12	1	MAPK12	
NFATC1	1	NFATC1	
CFAP44	1	CFAP44	
CCDC142	1	CCDC142	
ABHD12B	1	ABHD12B	
FAM111A-DT	1	FAM111A-DT	
MZF1-AS1	1	MZF1-AS1	
ASMTL	1	ASMTL	
SOSTDC1	1	SOSTDC1	
KIF20B	1	KIF20B	
SPATA6	1	SPATA6	
ZNF835	1	ZNF835	
ZC3H12A-DT	1	LINC01137	
BAALC-AS2	1	BAALC-AS2	
WNT10A	1	WNT10A	
ZNF473	1	ZNF473	
KLF3-AS1	1	KLF3-AS1	
TTC26	1	TTC26	
IFI6	1	IFI6	
TRDMT1	1	TRDMT1	
LINC00642	1	LINC00642	
CCDC191	1	CCDC191	
PGGT1B	1	PGGT1B	
CRACD	1	KIAA1211	
AK9	1	AK9	
INPP5D	1	INPP5D	
KCNMB2	1	KCNMB2	
FMN1	1	FMN1	
CCDC177	1	CCDC177	
DCHS2	1	DCHS2	
NKD2	1	NKD2	
PSPN	1	PSPN	
ZNF786	1	ZNF786	
NEK10	1	NEK10	
EYA3	1	EYA3	
MT-CO2	1	MT-CO2	
ZNF214	1	ZNF214	
ATOH7	1	ATOH7	
BANK1	1	BANK1	
TMC4	1	TMC4	
ZNF784	1	ZNF784	
PPP1R1C	1	PPP1R1C	
ZC3HC1	1	ZC3HC1	
SIX6	1	SIX6	
SSTR2	1	SSTR2	
NTS	1	NTS	
PURG	1	PURG	
CACNA1C	1	CACNA1C	
LURAP1	1	LURAP1	
CHRM5	1	CHRM5	
NUAK1	1	NUAK1	
MMP16	1	MMP16	
BCL11B	1	BCL11B	
DOK7	1	DOK7	
PAXBP1-AS1	1	PAXBP1-AS1	
GYG2	1	GYG2	
CUX2	1	CUX2	
CLMP	1	CLMP	
TGFBR1	1	TGFBR1	
RASSF1-AS1	1	RASSF1-AS1	
ZNF578	1	ZNF578	
CDYL2	1	CDYL2	
ZNF525	1	ZNF525	
SYCE1	1	SYCE1	
TNFRSF25	1	TNFRSF25	
KLHL28	1	KLHL28	
INTS9	1	INTS9	
AVEN	1	AVEN	
ERMN	1	ERMN	
XAF1	1	XAF1	
EVI2A	1	EVI2A	
FBXO48	1	FBXO48	
ARL17A	1	ARL17A	
LSMEM1	1	LSMEM1	
ZNF382	1	ZNF382	
MAN1A2	1	MAN1A2	
TRIM66	1	TRIM66	
VGLL3	1	VGLL3	
MEG8	1	MEG8	
CCDC40	1	CCDC40	
ZNF2	1	ZNF2	
SLC10A4	1	SLC10A4	
PROX1	1	PROX1	
KCNMB1	1	KCNMB1	
DRD4	1	DRD4	
PARP16	1	PARP16	
CNOT6	1	CNOT6	
PABPC1L	1	PABPC1L	
FAM222B	1	FAM222B	
CEP57L1	1	CEP57L1	
POLR2J3	1	POLR2J3	
MYOZ1	1	MYOZ1	
OTUB2	1	OTUB2	
ZNF813	1	ZNF813	
FBXW8	1	FBXW8	
SDK2	1	SDK2	
ZBED5	1	ZBED5	
THAP9	1	THAP9	
WDR4	1	WDR4	
SOX12	1	SOX12	
DGKI	1	DGKI	
LRSAM1	1	LRSAM1	
ZIK1	1	ZIK1	
LINC01004	1	LINC01004	
LINC01140	1	LINC01140	
CEP112	1	CEP112	
TUT7	1	TUT7	
ZNF14	1	ZNF14	
SFTPD-AS1	1	SFTPD-AS1	
LGR5	1	LGR5	
CLEC4A	1	CLEC4A	
ANKRD12	1	ANKRD12	
TNRC6B	1	TNRC6B	
SSTR3	1	SSTR3	
PCDHB15	1	PCDHB15	
CCNJ	1	CCNJ	
CTNNA3	1	CTNNA3	
ZNF182	1	ZNF182	
KIAA1958	1	KIAA1958	
DNAH6	1	DNAH6	
STK10	1	STK10	
BTN3A2	1	BTN3A2	
FRA10AC1	1	FRA10AC1	
STKLD1	1	STKLD1	
AQP5-AS1	1	AC025154.2	
PLD1	1	PLD1	
RNF165	1	RNF165	
PUS7L	1	PUS7L	
FAM153B	1	FAM153B	
KLF8	1	KLF8	
PET117	1	PET117	
MMP23B	1	MMP23B	
CFAP210	1	CCDC173	
CCDC144A	1	CCDC144A	
ABHD15	1	ABHD15	
SPDL1	1	SPDL1	
CACNG3	1	CACNG3	
CRYGS	1	CRYGS	
ZNF519	1	ZNF519	
SYNE2	1	SYNE2	
MIPOL1	1	MIPOL1	
SLC10A7	1	SLC10A7	
LHFPL1	1	LHFPL1	
POU2F1	1	POU2F1	
AGBL3	1	AGBL3	
ANGPT4	1	ANGPT4	
PPP1R26-AS1	1	PPP1R26-AS1	
STX18-AS1	1	STX18-AS1	
MIAT	1	MIAT	
GPR68	1	GPR68	
ZNF26	1	ZNF26	
GABRB1	1	GABRB1	
ARID4A	1	ARID4A	
CAPN10	1	CAPN10	
ANKRD30B	1	ANKRD30B	
RLF	1	RLF	
IFI44L	1	IFI44L	
RSPO4	1	RSPO4	
SH3PXD2A	1	SH3PXD2A	
GOLGA6L9	1	GOLGA6L9	
GJC2	1	GJC2	
VRK1	1	VRK1	
B3GAT1-DT	1	AP004608.1	
SOS1	1	SOS1	
SHROOM4	1	SHROOM4	
MCHR1	1	MCHR1	
BDP1	1	BDP1	
MIATNB	1	MIATNB	
ABL2	1	ABL2	
CFAP251	1	WDR66	
CAPN12	1	CAPN12	
PDGFRA	1	PDGFRA	
SLC1A6	1	SLC1A6	
EIF4ENIF1	1	EIF4ENIF1	
CYP4Z1	1	CYP4Z1	
FIGNL1	1	FIGNL1	
NAA35	1	NAA35	
KRBA2	1	KRBA2	
ZFP1	1	ZFP1	
RASGRF2-AS1	1	RASGRF2-AS1	
FRAT1	1	FRAT1	
LINC00622	1	LINC00622	
EPHB3	1	EPHB3	
RFWD3	1	RFWD3	
CCDC125	1	CCDC125	
CACNG2	1	CACNG2	
PEX6	1	PEX6	
PARD3B	1	PARD3B	
GCSIR	1	GCSIR	
ALDH8A1	1	ALDH8A1	
ZKSCAN7	1	ZKSCAN7	
TMSB15B-AS1	1	TMSB15B-AS1	
HIC2	1	HIC2	
GPRC5D-AS1	1	GPRC5D-AS1	
FAM78A	1	FAM78A	
ZNF507	1	ZNF507	
PLXNB1	1	PLXNB1	
SHISA7	1	SHISA7	
MT-CO1	1	MT-CO1	
XRCC4	1	XRCC4	
SLC12A9	1	SLC12A9	
PRELID3A	1	PRELID3A	
ITGB7	1	ITGB7	
DENND1B	1	DENND1B	
GAL3ST4	1	GAL3ST4	
ZFYVE1	1	ZFYVE1	
ZNF189	1	ZNF189	
ZNF329	1	ZNF329	
EPHA7	1	EPHA7	
AMMECR1	1	AMMECR1	
C18orf54	1	C18orf54	
TUBD1	1	TUBD1	
STOX2	1	STOX2	
COL15A1	1	COL15A1	
RSPH3	1	RSPH3	
NBPF1	1	NBPF1	
SLITRK4	1	SLITRK4	
TTLL12	1	TTLL12	
ZSCAN12	1	ZSCAN12	
ZNF443	1	ZNF443	
DUSP18	1	DUSP18	
EOLA2-DT	1	LINC00894	
IGFBP5	1	IGFBP5	
ANGEL2	1	ANGEL2	
TRMT10A	1	TRMT10A	
CRCP	1	CRCP	
AKAP9	1	AKAP9	
CAMKK2	1	CAMKK2	
ANLN	1	ANLN	
THAP1	1	THAP1	
STK11IP	1	STK11IP	
TECTA	1	TECTA	
PAXIP1-AS2	1	PAXIP1-AS2	
SLC16A1-AS1	1	SLC16A1-AS1	
ZNF618	1	ZNF618	
ROCK1	1	ROCK1	
ZBED8	1	ZBED8	
PCDH20	1	PCDH20	
PGM5-AS1	1	PGM5-AS1	
ZNF654	1	ZNF654	
C21orf58	1	C21orf58	
MT-ND4L	1	MT-ND4L	
GLYCTK	1	GLYCTK	
WDR53	1	WDR53	
RNPC3	1	RNPC3	
UACA	1	UACA	
RSF1	1	RSF1	
MT-ND4	1	MT-ND4	
CDIN1	1	C15orf41	
GXYLT1	1	GXYLT1	
ATP10D	1	ATP10D	
POU3F4	1	POU3F4	
SPOPL	1	SPOPL	
CFAP54	1	CFAP54	
IQCE	1	IQCE	
FRMD6	1	FRMD6	
FTX	1	FTX	
SLC13A5	1	SLC13A5	
SEPSECS-AS1	1	SEPSECS-AS1	
SLC36A1	1	SLC36A1	
UNC13D	1	UNC13D	
OLIG1	1	OLIG1	
MT-CYB	1	MT-CYB	
GJD2	1	GJD2	
PROSER2-AS1	1	PROSER2-AS1	
ELF2	1	ELF2	
KIAA1549	1	KIAA1549	
NUP85	1	NUP85	
P2RX7	1	P2RX7	
IQCN	1	IQCN	
PTPN14	1	PTPN14	
MLYCD	1	MLYCD	
SOCS7	1	SOCS7	
LINC01933	1	LINC01933	
NALF1	1	FAM155A	
CNOT6L	1	CNOT6L	
IRAK1BP1	1	IRAK1BP1	
ZNF540	1	ZNF540	
RUNX1T1	1	RUNX1T1	
ANKRD17	1	ANKRD17	
ANKRD36	1	ANKRD36	
CACNA1D	1	CACNA1D	
IGFBPL1	1	IGFBPL1	
WDCP	1	WDCP	
PTH2R	1	PTH2R	
FPGT	1	FPGT	
ATE1	1	ATE1	
PCDHB12	1	PCDHB12	
KIAA1614	1	KIAA1614	
ARFIP1	1	ARFIP1	
MPHOSPH9	1	MPHOSPH9	
REM2	1	REM2	
ZNF772	1	ZNF772	
SHISA8	1	SHISA8	
MBNL3	1	MBNL3	
PIM2	1	PIM2	
ADD2	1	ADD2	
NCKAP5	1	NCKAP5	
ARSF	1	ARSF	
PGPEP1	1	PGPEP1	
ANKZF1	1	ANKZF1	
ADGRA1-AS1	1	ADGRA1-AS1	
PCDHB2	1	PCDHB2	
STXBP4	1	STXBP4	
ELMO3	1	ELMO3	
CCDC13	1	CCDC13	
CASTOR1	1	CASTOR1	
ZNF845	1	ZNF845	
TENT4A	1	TENT4A	
RNF168	1	RNF168	
COL9A1	1	COL9A1	
UBN1	1	UBN1	
LRRC4	1	LRRC4	
DNAAF11	1	LRRC6	
THNSL2	1	THNSL2	
XYLT2	1	XYLT2	
ZBTB34	1	ZBTB34	
NFXL1	1	NFXL1	
PLEKHM1	1	PLEKHM1	
ZNF337	1	ZNF337	
XYLB	1	XYLB	
ZNF765	1	ZNF765	
ZNF785	1	ZNF785	
ZNF630	1	ZNF630	
PRRC2C	1	PRRC2C	
ZNF565	1	ZNF565	
DBR1	1	DBR1	
CPB2-AS1	1	CPB2-AS1	
CIBAR2	1	FAM92B	
GALNT6	1	GALNT6	
ZNF793	1	ZNF793	
LINC01094	1	LINC01094	
GAPDHS	1	GAPDHS	
HDAC4	1	HDAC4	
NIPBL	1	NIPBL	
LERFS	1	LERFS	
CSNK1G1	1	CSNK1G1	
ESF1	1	ESF1	
FEN1	1	FEN1	
COMMD2	1	COMMD2	
RHEBL1	1	RHEBL1	
ABHD6	1	ABHD6	
MTA1-DT	1	AL928654.1	
NANP	1	NANP	
LINC02389	1	LINC02389	
TPBG	1	TPBG	
ZNF346	1	ZNF346	
UBN2	1	UBN2	
AMER3	1	AMER3	
FIGN	1	FIGN	
MIR124-1HG	1	LINC00599	
NFATC4	1	NFATC4	
COL11A1	1	COL11A1	
PPP1R37	1	PPP1R37	
IZUMO4	1	IZUMO4	
PLB1	1	PLB1	
