NAME	TITLE	SCORE	
KCNMB2	potassium calcium-activated channel subfamily M regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6286]	2.6966562	
GATD3	glutamine amidotransferase class 1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:1273]	2.619634	
AOX1	aldehyde oxidase 1 [Source:HGNC Symbol;Acc:HGNC:553]	2.5329893	
SOSTDC1	sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748]	2.4386744	
CHRM5	cholinergic receptor muscarinic 5 [Source:HGNC Symbol;Acc:HGNC:1954]	2.2221282	
TAC3	tachykinin precursor 3 [Source:HGNC Symbol;Acc:HGNC:11521]	1.9401351	
SOX14	SRY-box transcription factor 14 [Source:HGNC Symbol;Acc:HGNC:11193]	1.9194432	
FAM237A	family with sequence similarity 237 member A [Source:HGNC Symbol;Acc:HGNC:52388]	1.9191607	
LUM	lumican [Source:HGNC Symbol;Acc:HGNC:6724]	1.8970332	
CRH	corticotropin releasing hormone [Source:HGNC Symbol;Acc:HGNC:2355]	1.8513386	
LINC01116	long intergenic non-protein coding RNA 1116 [Source:HGNC Symbol;Acc:HGNC:49259]	1.8308918	
ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2 [Source:HGNC Symbol;Acc:HGNC:218]	1.8268479	
NTS	neurotensin [Source:HGNC Symbol;Acc:HGNC:8038]	1.7983314	
LYPD6	LY6/PLAUR domain containing 6 [Source:HGNC Symbol;Acc:HGNC:28751]	1.7376131	
CBLN4	cerebellin 4 precursor [Source:HGNC Symbol;Acc:HGNC:16231]	1.7227589	
FRAS1	Fraser extracellular matrix complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19185]	1.6927294	
LHX1	LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6593]	1.6901743	
THSD7B	thrombospondin type 1 domain containing 7B [Source:HGNC Symbol;Acc:HGNC:29348]	1.6785233	
INHBA	inhibin subunit beta A [Source:HGNC Symbol;Acc:HGNC:6066]	1.6634668	
ANXA3	annexin A3 [Source:HGNC Symbol;Acc:HGNC:541]	1.6042173	
STC1	stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373]	1.594588	
KCNK15	potassium two pore domain channel subfamily K member 15 [Source:HGNC Symbol;Acc:HGNC:13814]	1.587566	
PRSS23	serine protease 23 [Source:HGNC Symbol;Acc:HGNC:14370]	1.5856847	
KANSL1-AS1	KANSL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43740]	1.569103	
DCC	DCC netrin 1 receptor [Source:HGNC Symbol;Acc:HGNC:2701]	1.5440153	
CLIC5	chloride intracellular channel 5 [Source:HGNC Symbol;Acc:HGNC:13517]	1.5433966	
FRMPD1	FERM and PDZ domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29159]	1.53952	
ZNF563	zinc finger protein 563 [Source:HGNC Symbol;Acc:HGNC:30498]	1.5371	
PENK	proenkephalin [Source:HGNC Symbol;Acc:HGNC:8831]	1.536946	
LINC02574	long intergenic non-protein coding RNA 2574 [Source:HGNC Symbol;Acc:HGNC:53746]	1.5175121	
LOXL1-AS1	LOXL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44169]	1.5152007	
KCNK4	potassium two pore domain channel subfamily K member 4 [Source:HGNC Symbol;Acc:HGNC:6279]	1.4976845	
PRR15	proline rich 15 [Source:HGNC Symbol;Acc:HGNC:22310]	1.4932897	
ARX	aristaless related homeobox [Source:HGNC Symbol;Acc:HGNC:18060]	1.4860373	
NDNF	neuron derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:26256]	1.479783	
LMO2	LIM domain only 2 [Source:HGNC Symbol;Acc:HGNC:6642]	1.4705479	
OR2L13	olfactory receptor family 2 subfamily L member 13 [Source:HGNC Symbol;Acc:HGNC:19578]	1.4670606	
SULT1A2	sulfotransferase family 1A member 2 [Source:HGNC Symbol;Acc:HGNC:11454]	1.4630036	
CNTN6	contactin 6 [Source:HGNC Symbol;Acc:HGNC:2176]	1.45909	
KCTD4	potassium channel tetramerization domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23227]	1.4462488	
LINC00652	long intergenic non-protein coding RNA 652 [Source:HGNC Symbol;Acc:HGNC:25003]	1.4365911	
WNT2	Wnt family member 2 [Source:HGNC Symbol;Acc:HGNC:12780]	1.3955778	
PTH2R	parathyroid hormone 2 receptor [Source:HGNC Symbol;Acc:HGNC:9609]	1.3901453	
ELAVL2	ELAV like RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3313]	1.3876921	
RSPO3	R-spondin 3 [Source:HGNC Symbol;Acc:HGNC:20866]	1.383459	
TRPC5	transient receptor potential cation channel subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:12337]	1.3805972	
CDHR1	cadherin related family member 1 [Source:HGNC Symbol;Acc:HGNC:14550]	1.3748608	
NPAS1	neuronal PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:7894]	1.354966	
COL25A1	collagen type XXV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:18603]	1.3549465	
NPR3	natriuretic peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:7945]	1.3514417	
BEND4	BEN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23815]	1.3417561	
MOBP	myelin associated oligodendrocyte basic protein [Source:HGNC Symbol;Acc:HGNC:7189]	1.3414766	
SYCE1	synaptonemal complex central element protein 1 [Source:HGNC Symbol;Acc:HGNC:28852]	1.3294169	
NKILA	NF-kappaB interacting lncRNA [Source:HGNC Symbol;Acc:HGNC:51599]	1.3237598	
NEUROD1	neuronal differentiation 1 [Source:HGNC Symbol;Acc:HGNC:7762]	1.323674	
QRFPR	pyroglutamylated RFamide peptide receptor [Source:HGNC Symbol;Acc:HGNC:15565]	1.3161134	
NUAK1	NUAK family kinase 1 [Source:HGNC Symbol;Acc:HGNC:14311]	1.3130958	
CNTN5	contactin 5 [Source:HGNC Symbol;Acc:HGNC:2175]	1.2965604	
ADAM19	ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:HGNC:197]	1.2784268	
COL11A1	collagen type XI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2186]	1.2702022	
GRB14	growth factor receptor bound protein 14 [Source:HGNC Symbol;Acc:HGNC:4565]	1.2599839	
ABTB3	ankyrin repeat and BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23844]	1.259892	
MC4R	melanocortin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6932]	1.2588239	
LRRC37A2	leucine rich repeat containing 37 member A2 [Source:HGNC Symbol;Acc:HGNC:32404]	1.2556099	
RTL1	retrotransposon Gag like 1 [Source:HGNC Symbol;Acc:HGNC:14665]	1.2554588	
CHODL	chondrolectin [Source:HGNC Symbol;Acc:HGNC:17807]	1.249925	
DYSF	dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]	1.2494674	
SLC10A4	solute carrier family 10 member 4 [Source:HGNC Symbol;Acc:HGNC:22980]	1.2468233	
