Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value
ENSG00000069431,ABCC9,0.29511097577372647,0.8661193056674279,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005670394101312165,0.06496158271622655,-2.24050143885212,0,0.5026953760400061,1.6494457241437526,0,0.1174534435169104,-0.8902646323709771,0.0000000000000000000000000000000000000000000000000000000000000011640117639116342
ENSG00000123612,ACVR1C,0.322033650482655,-1.1306803252000113,0,0.9024243982416172,1.38329739900608,0,0.27912696804192944,-1.1608875344189329,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017561566948998155,0.489970441090488,-0.2671973065174891,0.00000000002732966758650083
ENSG00000151388,ADAMTS12,0.019768935429127513,-0.5200659821652707,0.0000000002502872220766523,0.018726560820692722,-0.6972382423177761,0.00000000000000000036521187537428813,0.04412283584957779,0.9640858625687692,0.000000000000000000000007260438295927255,0.044780487277783096,0.9655289447652899,0.0000000000000000000008719403825534373
ENSG00000145536,ADAMTS16,0.006884512532711721,-1.4956320567913792,0.000000000000000000000000000000006747794138868384,0.011964191635442573,-0.5642188756839435,0.00000012723856682766607,0.05127016347099967,2.39422105804294,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004508882765887652,0.010023856032983077,-0.6620453712998895,0.0002068650347394274
ENSG00000156140,ADAMTS3,0.03661483760414278,0.08265949168027387,0.24264196326851345,0.04054361615591153,0.36486356134512477,0.00000002608230744505003,0.02229966217883629,-0.7354600676136496,0.0000000000034296532833560448,0.02745664913382321,-0.3977877064435278,0.00019766494391186375
ENSG00000197381,ADARB1,0.4211860153392517,-0.8639722180795604,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004790265276383764,0.9322889788968397,1.0462871348760325,0,0.6075228478208604,-0.11696162351374517,0.000218562617837774,0.3585707630929055,-0.9459839921636448,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007380716192585621
ENSG00000141433,ADCYAP1,0.2746112820310709,-0.9862594066201514,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017598712834740472,0.7451151675566805,1.5940181415746542,0,0.18154212158411595,-1.4519970713316168,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005000150334060438,0.2426426889723186,-0.9920579079480882,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004600324482452334
ENSG00000120907,ADRA1A,0.9739469880774241,0.7271287621693047,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000043389203064568166,0.5379602382166646,-0.6495951597776198,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001238724956178506,0.7172105023842816,0.0021352181528460634,0.945637594304457,0.6204984794330285,-0.23245031371397257,0.000000000010972848281492698
ENSG00000170214,ADRA1B,0.07780652990880342,-1.6914032040182176,0,0.24775974340710616,0.6750364170942746,0.000000000000000000000000000000000000000000000000000000000000000000000000000005954814287340484,0.42455126071246013,1.4251157170991702,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005804113118438837,0.06635356874007275,-1.664802343598013,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000029635525301944475
ENSG00000159723,AGRP,0.014230556631862215,-1.6880507220371266,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001904304600896562,0.06633853571774807,2.315365297738777,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013347751611091468,0.010101556371609602,-1.94875261883094,0.000000000000000000000000000000000000000000000000000000008079986043426879,0.01438205430819311,-1.39993010374641,0.00000000000000000000000000000006565588343730756
ENSG00000204472,AIF1,0.23138115864130565,-0.8040516967307729,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006955226922250476,0.10547459991654871,-2.2995445910073875,0,1.3955395425080284,2.918542245199819,0,0.33351112301044783,-0.06312631420087111,0.15569856980177285
ENSG00000171094,ALK,0.17288203259519097,-1.171453506866465,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019282853886800048,0.5676412251383508,2.033235330590649,0,0.08309959581173182,-2.0887455345956254,0,0.10525048834632231,-1.7146579072562418,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005354526613180356
ENSG00000189292,ALKAL2,0.024922704587693828,-1.2541734438096617,0.00000000000000000000000000000000000000000000000000000018088959692396753,0.055322911705575885,0.36939802996727256,0.000000029633066878328888,0.06604130722193824,0.5467740072601273,0.00000000554964558190694,0.06700729848135427,0.5594898951740488,0.000000015066842991084126
ENSG00000154188,ANGPT1,0.29291870083314225,0.5208622393307738,0.00000000000000000000000000000000000000000000000000000000000012600798668957013,0.14739516907398179,-1.0023207647307764,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000176469141258205,0.38910051571020754,0.8928750653471755,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011511197688666986,0.1948114629018885,-0.2928869120848767,0.0000000013356438066781206
ENSG00000029534,ANK1,0.16945900681077006,-0.8144452277125693,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022378488538706914,0.3498684582088245,0.8977607179196161,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010441612592550181,0.25234831388700213,-0.01955183567873897,0.634702666839133,0.16582944437174177,-0.6878398822486849,0.0000000000000000000000000000000000000000000000000000147764273545577
ENSG00000180071,ANKRD18A,0.12576735185456608,-1.7054960009734295,0,0.29953317626431547,-0.12897646592237755,0.0000031743506231305305,0.10568515109542498,-1.719714824842673,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000074920578996466,1.1528523987499342,2.492713849289407,0
ENSG00000189127,ANKRD34B,0.35668697892943296,-1.6952253495425542,0,1.702464691081212,2.4621256379271754,0,0.24948938283843336,-1.9869465131121367,0,0.24166209436039635,-2.0137288807185536,0
ENSG00000134343,ANO3,0.09911390389272684,-1.0270483838631197,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016132527774759877,0.2588977632416358,1.3330302218060157,0,0.12922368339530774,-0.42722731084218957,0.00000000000000008714060260204255,0.08280576722899063,-1.1118785397167499,0.0000000000000000000000000000000000000000000000000000000000000000000000000007727797292641553
ENSG00000135046,ANXA1,0.7534118212474296,0.5587635129985054,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000005403170895139224,0.08442251847106409,-3.499003275316905,0,1.8178036583816335,2.1762252218364537,0,0.5385643518590799,-0.15287675424194747,0.00046696669978916545
ENSG00000130203,APOE,33.82672541128615,1.609116483810468,0,9.76666644188099,-1.3547577682284486,0,14.729689250734321,-0.3852910610529796,0.00000000000000000000000000000000000000000000000049070654915996,11.630178962268614,-0.7503694985210845,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000353414519621577
ENSG00000142192,APP,7.900881963937643,-1.0239692016905693,0,18.19291503521416,0.8784376199155579,0,11.53092659819236,-0.24233428636141685,0.00000000000000000000042679341096568375,13.678967971444852,0.038899288248141595,0.13699545108520195
ENSG00000171885,AQP4,25.006280262183115,1.765864113056928,0,5.561819162701328,-1.7482126029207845,0,11.316887960356178,-0.2550031671360169,0.00000000000000000000018642501588381562,9.198740144528937,-0.579345108692157,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007639402808716403
ENSG00000169083,AR,0.3086107740920606,-0.2258895918928987,0.00000000000000023788396604255656,0.45017183463077015,0.7519957833270119,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000023128298140491055,0.22585555283693165,-0.6792695655896781,0.000000000000000000000000000000000000000000000000000000000000000057651137683424115,0.19764429178077503,-0.8762087322256333,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007191482790678457
ENSG00000138639,ARHGAP24,0.3063031162598667,-0.8869320724309471,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007964680982548403,0.4987935750622746,0.09569091126942841,0.00008223417682066584,1.0571374040591066,1.435208374032625,0,0.2464561124631274,-1.0519295164820557,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006128429970197018
