group	group_name	source	type	gene_id	gene_version	gene_name	gene_type	gene_search	high_expr	high_expr_cl	high_expr_sample	high_expr_clorsam	logFC	AveExpr	t	P.Value	adj.P.Val	B
1	TRUE	HAVANA	gene	ENSG00000238009	6	AL627309.1	lncRNA	AL627309.1; ENSG00000238009	FALSE	FALSE	TRUE	1	-0.242870386431379	-0.718148048763235	-0.640451125115294	0.530058424473626	0.666690765788632	-5.70043673313518
1	TRUE	HAVANA	gene	ENSG00000241860	7	AL627309.5	lncRNA	AL627309.5; ENSG00000241860	TRUE	TRUE	TRUE	2	0.628508783426193	1.28832708222564	2.66161706790503	0.0160203166395964	0.0499529995760079	-3.32966742325483
1	TRUE	HAVANA	gene	ENSG00000237491	10	LINC01409	lncRNA	LINC01409; ENSG00000237491	TRUE	TRUE	TRUE	2	0.0793747794080371	3.07647018865573	0.645755908455811	0.52669549473571	0.664087034582936	-6.5506462034065
1	TRUE	HAVANA	gene	ENSG00000177757	2	FAM87B	lncRNA	FAM87B; ENSG00000177757	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	HAVANA	gene	ENSG00000228794	9	LINC01128	lncRNA	LINC01128; ENSG00000228794	TRUE	TRUE	TRUE	2	0.0674968965739547	4.24732526623466	0.72064513892395	0.480508734951757	0.623925330644296	-6.75909949672303
1	TRUE	HAVANA	gene	ENSG00000225880	5	LINC00115	lncRNA	LINC00115; ENSG00000225880	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	HAVANA	gene	ENSG00000230368	2	FAM41C	lncRNA	FAM41C; ENSG00000230368	FALSE	TRUE	TRUE	2	-0.40849499051584	0.82586863599146	-1.59254725253968	0.12890723576905	0.239801293906431	-4.9788210673112
1	TRUE	HAVANA	gene	ENSG00000223764	2	LINC02593	lncRNA	LINC02593; ENSG00000223764	FALSE	TRUE	TRUE	2	-1.85630965188972	-0.16445633185004	-4.61475358266696	0.000222360780513141	0.0019578844080518	0.686903107778937
1	TRUE	HAVANA	gene	ENSG00000187634	12	SAMD11	protein_coding	SAMD11; ENSG00000187634	TRUE	TRUE	TRUE	2	-0.985112734297241	3.85884733163802	-3.99565260763956	0.000868062015107967	0.00548531973021717	-0.910778670580596
1	TRUE	HAVANA	gene	ENSG00000188976	11	NOC2L	protein_coding	NOC2L; ENSG00000188976	TRUE	TRUE	TRUE	2	0.193093772380375	5.30390586653856	2.23123378287533	0.038808052288892	0.0974485542243176	-4.91182613467665
1	TRUE	HAVANA	gene	ENSG00000187961	14	KLHL17	protein_coding	KLHL17; ENSG00000187961	TRUE	TRUE	TRUE	2	-0.125936221193328	2.38492032944553	-0.812720018591995	0.427141749028829	0.574526343414382	-6.24781008804735
1	TRUE	HAVANA	gene	ENSG00000272512	1	AL645608.7	lncRNA	AL645608.7; ENSG00000272512	FALSE	TRUE	TRUE	2	-0.309462324541523	0.454852242259788	-1.2620636219607	0.223252305569172	0.359099280603876	-5.31873272082873
1	TRUE	HAVANA	gene	ENSG00000188290	10	HES4	protein_coding	HES4; ENSG00000188290	TRUE	TRUE	TRUE	2	-0.268972673644061	6.09812574155504	-4.0473953687146	0.000774172234637307	0.00503694035586562	-1.19453650620122
1	TRUE	HAVANA	gene	ENSG00000187608	10	ISG15	protein_coding	ISG15; ENSG00000187608	TRUE	TRUE	TRUE	2	-0.537068729217629	5.78353495227172	-2.38724151375784	0.0283186803721266	0.0768903971856155	-4.62688258537186
1	TRUE	HAVANA	gene	ENSG00000188157	15	AGRN	protein_coding	AGRN; ENSG00000188157	TRUE	TRUE	TRUE	2	-0.221288498594167	3.63590347827885	-1.6571841567557	0.115044967621283	0.220607232530169	-5.55658658522612
1	TRUE	HAVANA	gene	ENSG00000131591	17	C1orf159	protein_coding	C1orf159; ENSG00000131591	TRUE	TRUE	TRUE	2	0.122998144149245	2.78062495566645	0.952475892008938	0.353642725185243	0.503336925648429	-6.24379423452582
1	TRUE	HAVANA	gene	ENSG00000186827	11	TNFRSF4	protein_coding	TNFRSF4; ENSG00000186827	FALSE	FALSE	TRUE	1	-0.307760209309134	-0.765202194971455	-0.845150639816462	0.409271106089236	0.558164450914918	-5.5531079985566
1	TRUE	HAVANA	gene	ENSG00000078808	17	SDF4	protein_coding	SDF4; ENSG00000078808	TRUE	TRUE	TRUE	2	-0.195591518197204	6.44915967080556	-3.10963411414277	0.00612471837168189	0.0241814508679212	-3.26495730632213
