NAME	TITLE	SCORE	
SLC47A2	solute carrier family 47 member 2 [Source:HGNC Symbol;Acc:HGNC:26439]	3.6528704	
CAPS	calcyphosine [Source:HGNC Symbol;Acc:HGNC:1487]	3.3839355	
CYP4F3	cytochrome P450 family 4 subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:2646]	3.3359394	
SERPINA3	serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]	3.2517262	
CHI3L2	chitinase 3 like 2 [Source:HGNC Symbol;Acc:HGNC:1933]	3.1901145	
CFAP157	cilia and flagella associated protein 157 [Source:HGNC Symbol;Acc:HGNC:27843]	3.144256	
CYP4F12	cytochrome P450 family 4 subfamily F member 12 [Source:HGNC Symbol;Acc:HGNC:18857]	3.1431472	
WDR38	WD repeat domain 38 [Source:HGNC Symbol;Acc:HGNC:23745]	3.1383224	
ANXA1	annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]	2.9695165	
APLNR	apelin receptor [Source:HGNC Symbol;Acc:HGNC:339]	2.964773	
CP	ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]	2.9092097	
CD44	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]	2.8565853	
FLNC	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]	2.8163147	
ODF3B	outer dense fiber of sperm tails 3B [Source:HGNC Symbol;Acc:HGNC:34388]	2.8109646	
LINC01094	long intergenic non-protein coding RNA 1094 [Source:HGNC Symbol;Acc:HGNC:49219]	2.780477	
IP6K3	inositol hexakisphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17269]	2.770216	
FAM216B	family with sequence similarity 216 member B [Source:HGNC Symbol;Acc:HGNC:26883]	2.7136276	
LINC00836	long intergenic non-protein coding RNA 836 [Source:HGNC Symbol;Acc:HGNC:44915]	2.7074635	
ECM2	extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3154]	2.6940053	
C6orf118	chromosome 6 open reading frame 118 [Source:HGNC Symbol;Acc:HGNC:21233]	2.6522667	
HOATZ	HOATZ cilia and flagella associated protein [Source:HGNC Symbol;Acc:HGNC:25061]	2.6380591	
RIBC1	RIB43A domain with coiled-coils 1 [Source:HGNC Symbol;Acc:HGNC:26537]	2.6238227	
SBSPON	somatomedin B and thrombospondin type 1 domain containing [Source:HGNC Symbol;Acc:HGNC:30362]	2.5733426	
FOXJ1	forkhead box J1 [Source:HGNC Symbol;Acc:HGNC:3816]	2.5572689	
GALNT15	polypeptide N-acetylgalactosaminyltransferase 15 [Source:HGNC Symbol;Acc:HGNC:21531]	2.5305023	
ADM	adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]	2.5264826	
FAM183A	family with sequence similarity 183 member A [Source:HGNC Symbol;Acc:HGNC:34347]	2.5264134	
DRAXIN	dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:HGNC:25054]	2.4993265	
FAM81B	family with sequence similarity 81 member B [Source:HGNC Symbol;Acc:HGNC:26335]	2.4816797	
F5	coagulation factor V [Source:HGNC Symbol;Acc:HGNC:3542]	2.4680502	
ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3364]	2.4635332	
FOS	Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]	2.4608536	
PPP1R13L	protein phosphatase 1 regulatory subunit 13 like [Source:HGNC Symbol;Acc:HGNC:18838]	2.4232552	
CFAP299	cilia and flagella associated protein 299 [Source:HGNC Symbol;Acc:HGNC:28554]	2.4200542	
TEKT1	tektin 1 [Source:HGNC Symbol;Acc:HGNC:15534]	2.4162426	
COL21A1	collagen type XXI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:17025]	2.4155438	
ZFP36	ZFP36 ring finger protein [Source:HGNC Symbol;Acc:HGNC:12862]	2.4114356	
TJP2	tight junction protein 2 [Source:HGNC Symbol;Acc:HGNC:11828]	2.4064884	
COL8A1	collagen type VIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2215]	2.3970046	
GPD1	glycerol-3-phosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4455]	2.392778	
SLC7A2	solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]	2.3761685	
EXPH5	exophilin 5 [Source:HGNC Symbol;Acc:HGNC:30578]	2.355229	
CLXN	calaxin [Source:HGNC Symbol;Acc:HGNC:25678]	2.353855	
TNC	tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]	2.3481786	
CFAP73	cilia and flagella associated protein 73 [Source:HGNC Symbol;Acc:HGNC:37100]	2.3371744	
ADAMTSL3	ADAMTS like 3 [Source:HGNC Symbol;Acc:HGNC:14633]	2.3225322	
CGA	glycoprotein hormones, alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:1885]	2.3214738	
GSDMC	gasdermin C [Source:HGNC Symbol;Acc:HGNC:7151]	2.3212266	
MASP1	MBL associated serine protease 1 [Source:HGNC Symbol;Acc:HGNC:6901]	2.3208818	
SLC14A1	solute carrier family 14 member 1 (Kidd blood group) [Source:HGNC Symbol;Acc:HGNC:10918]	2.2890863	
C10orf105	chromosome 10 open reading frame 105 [Source:HGNC Symbol;Acc:HGNC:20304]	2.2841518	
CCN1	cellular communication network factor 1 [Source:HGNC Symbol;Acc:HGNC:2654]	2.2609596	
MYLK3	myosin light chain kinase 3 [Source:HGNC Symbol;Acc:HGNC:29826]	2.2607617	
CCDC78	coiled-coil domain containing 78 [Source:HGNC Symbol;Acc:HGNC:14153]	2.2590182	
S1PR3	sphingosine-1-phosphate receptor 3 [Source:HGNC Symbol;Acc:HGNC:3167]	2.2505655	
