gene_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene_name	chromosome_name
ENSG00000000003	-0.0718335402266641	4.39927145647159	-0.274869329215998	0.786857201262743	0.965164080460791	-6.20720669210711	TSPAN6	chrX
ENSG00000000419	-0.131524891906825	5.55664829027925	-0.921440155728089	0.370208175715454	0.87644761555662	-6.0742249304288	DPM1	chr20
ENSG00000000457	0.409273828784508	3.42456967828017	1.67954622543645	0.112036561450604	0.753670140909135	-4.70928554661866	SCYL3	chr1
ENSG00000000971	-1.76546464630027	1.55706017207957	-3.19179049066564	0.00554804640275471	0.605603007992483	-2.22977617582316	CFH	chr1
ENSG00000001036	-0.353388842442395	4.97843405330215	-2.11038052674906	0.0505530323357946	0.718814645835288	-4.36020514391778	FUCA2	chr6
ENSG00000001084	0.308244172097791	4.86333800021752	2.10889232785491	0.0506978755718006	0.718814645835288	-4.35186214947814	GCLC	chr6
ENSG00000001167	0.150546790884613	2.3938531342272	0.482160290313775	0.63607860404365	0.940291543783338	-5.58847956558312	NFYA	chr6
ENSG00000001460	-0.00246864068080566	3.49552846859143	-0.00930958488671817	0.992684699750097	0.999497490128316	-6.0122895879388	STPG1	chr1
ENSG00000001461	0.131929703856857	5.6055933607419	0.733449768533857	0.4736629843699	0.904110605221649	-6.2492289344624	NIPAL3	chr1
ENSG00000001497	0.130362774024935	4.45717584579994	0.740619066266379	0.469420212007627	0.902821018527788	-5.99119023256622	LAS1L	chrX
ENSG00000001561	0.00484482084740989	5.43660103435125	0.0313072709374609	0.975403209989976	0.997134178258379	-6.48615951400462	ENPP4	chr6
ENSG00000001617	-0.196321733724231	1.87658196607622	-0.490064906877231	0.630594209189001	0.940076752532585	-5.42322451703812	SEMA3F	chr3
ENSG00000001629	0.102280496701143	5.99658574741712	0.60461659292727	0.553726525310939	0.921443746550185	-6.39492602739885	ANKIB1	chr7
ENSG00000001630	0.12467485845424	7.22709378722821	0.926612526243758	0.367594676788118	0.874675556499405	-6.25651799372063	CYP51A1	chr7
ENSG00000001631	-0.218215386830972	3.88661794043959	-0.788923844796873	0.441438722487383	0.897407079430834	-5.79250016818992	KRIT1	chr7
ENSG00000002016	0.92501403723067	2.42316980332181	2.83053597061393	0.0118607035749713	0.667613931333465	-2.69481000658572	RAD52	chr12
ENSG00000002330	-0.144365677229763	6.44709946334663	-1.10619871678655	0.284640206702455	0.838570316143635	-6.02194532582989	BAD	chr11
ENSG00000002549	-0.416552072355151	5.36765696353384	-1.80884041183699	0.0888878676180246	0.748554491781076	-4.91192660680546	LAP3	chr4
ENSG00000002586	0.351134973927672	6.46048102169401	1.33754114207295	0.199342571469336	0.807764044657052	-5.7592944034036	CD99	chrX
ENSG00000002587	0.0803243850950848	3.30725638077049	0.237477374202053	0.815234501176291	0.971437131584427	-5.94530395994561	HS3ST1	chr4
ENSG00000002746	0.238545163369792	3.18932331368933	0.905711723462997	0.378232817635841	0.877637045804179	-5.53301326820619	HECW1	chr7
ENSG00000002822	0.11155164924253	3.36472422739383	0.378924970845648	0.709615704547398	0.953042354207679	-5.91498846276146	MAD1L1	chr7
ENSG00000002834	0.107655016322671	6.24039307447486	0.841426124268889	0.412238495420576	0.887440873587974	-6.25435495124688	LASP1	chr17
ENSG00000002919	-0.0590938009550968	4.28245588899873	-0.276525030668103	0.785607468485482	0.965164080460791	-6.17696673059812	SNX11	chr17
ENSG00000002933	-0.528581321593702	5.04569376633242	-2.59294145374329	0.0193687831384409	0.674134793435692	-3.49522982447595	TMEM176A	chr7
