NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
TTR	1	TTR	
SLC35E2B	1	SLC35E2B	
ZNF764	1	ZNF764	
TET1	1	TET1	
AKAP5	1	AKAP5	
NUDT1	1	NUDT1	
CXCR4	1	CXCR4	
TIGD2	1	TIGD2	
TMEM187	1	TMEM187	
CHAF1B	1	CHAF1B	
ZNF26	1	ZNF26	
PGAP2	1	PGAP2	
PLCH1	1	PLCH1	
ZNF432	1	ZNF432	
SHH	1	SHH	
ULK4	1	ULK4	
ZNF467	1	ZNF467	
TTC26	1	TTC26	
SPTBN5	1	SPTBN5	
GPR6	1	GPR6	
TTC30A	1	TTC30A	
NCKAP1L	1	NCKAP1L	
CGAS	1	CGAS	
LINC01497	1	LINC01497	
LINC00320	1	LINC00320	
C21orf91	1	C21orf91	
LMLN	1	LMLN	
LDB3	1	LDB3	
CENPN	1	CENPN	
ZBED3-AS1	1	ZBED3-AS1	
NSMCE4A	1	NSMCE4A	
KRBA2	1	KRBA2	
ANLN	1	ANLN	
ZBTB20	1	ZBTB20	
C2orf49	1	C2orf49	
RHOBTB1	1	RHOBTB1	
PAIP2B	1	PAIP2B	
MT-ND6	1	MT-ND6	
SLC35D3	1	SLC35D3	
RNF135	1	RNF135	
CCDC18	1	CCDC18	
INHA	1	INHA	
RLF	1	RLF	
RIC1	1	RIC1	
ERMN	1	ERMN	
SWT1	1	SWT1	
DENND4C	1	DENND4C	
AARD	1	AARD	
MOBP	1	MOBP	
FAR2	1	FAR2	
ERBB3	1	ERBB3	
NCAPG2	1	NCAPG2	
RIF1	1	RIF1	
PAQR8	1	PAQR8	
PRRG1	1	PRRG1	
UGT8	1	UGT8	
ANKRD36B	1	ANKRD36B	
ADRB1	1	ADRB1	
CNTN3	1	CNTN3	
COLGALT2	1	COLGALT2	
NUP160	1	NUP160	
ZUP1	1	ZUP1	
GJB1	1	GJB1	
TRIM58	1	TRIM58	
MYO15A	1	MYO15A	
NRL	1	NRL	
C2orf27A	1	C2orf27A	
ATG4C	1	ATG4C	
SLC27A3	1	SLC27A3	
TMC7	1	TMC7	
ZSWIM5	1	ZSWIM5	
ZSCAN21	1	ZSCAN21	
GPR88	1	GPR88	
SPTLC2	1	SPTLC2	
SIX3	1	SIX3	
NBPF12	1	NBPF12	
TRERF1	1	TRERF1	
CA14	1	CA14	
MYOM2	1	MYOM2	
PLCG2	1	PLCG2	
MT-CO1	1	MT-CO1	
SERPINF1	1	SERPINF1	
CSGALNACT2	1	CSGALNACT2	
RAPGEF3	1	RAPGEF3	
C3AR1	1	C3AR1	
KCTD4	1	KCTD4	
PHIP	1	PHIP	
