NAME	TITLE	SCORE	
HDC	histidine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4855]	2.4502573	
HMX3	H6 family homeobox 3 [Source:HGNC Symbol;Acc:HGNC:5019]	2.1977267	
HMX2	H6 family homeobox 2 [Source:HGNC Symbol;Acc:HGNC:5018]	2.1163378	
LHX1	LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6593]	2.1058733	
INSM1	INSM transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:6090]	1.9387335	
DLX1	distal-less homeobox 1 [Source:HGNC Symbol;Acc:HGNC:2914]	1.8705724	
LHX9	LIM homeobox 9 [Source:HGNC Symbol;Acc:HGNC:14222]	1.8667697	
CRHBP	corticotropin releasing hormone binding protein [Source:HGNC Symbol;Acc:HGNC:2356]	1.8565587	
SATB2-AS1	SATB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26490]	1.8564663	
PRDM13	PR/SET domain 13 [Source:HGNC Symbol;Acc:HGNC:13998]	1.7908174	
SLC7A3	solute carrier family 7 member 3 [Source:HGNC Symbol;Acc:HGNC:11061]	1.786247	
SLC18A2	solute carrier family 18 member A2 [Source:HGNC Symbol;Acc:HGNC:10935]	1.7830682	
BRS3	bombesin receptor subtype 3 [Source:HGNC Symbol;Acc:HGNC:1113]	1.7824575	
LHX5	LIM homeobox 5 [Source:HGNC Symbol;Acc:HGNC:14216]	1.7777896	
LHX1-DT	LHX1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53778]	1.765592	
PMCH	pro-melanin concentrating hormone [Source:HGNC Symbol;Acc:HGNC:9109]	1.6999028	
GNG8	G protein subunit gamma 8 [Source:HGNC Symbol;Acc:HGNC:19664]	1.6939082	
CFC1	cripto, FRL-1, cryptic family 1 [Source:HGNC Symbol;Acc:HGNC:18292]	1.6804441	
DLX6	distal-less homeobox 6 [Source:HGNC Symbol;Acc:HGNC:2919]	1.6786928	
FRAS1	Fraser extracellular matrix complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19185]	1.6438156	
GAD2	glutamate decarboxylase 2 [Source:HGNC Symbol;Acc:HGNC:4093]	1.6414412	
NDST3	N-deacetylase and N-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:7682]	1.627772	
OCA2	OCA2 melanosomal transmembrane protein [Source:HGNC Symbol;Acc:HGNC:8101]	1.6242422	
KCNH5	potassium voltage-gated channel subfamily H member 5 [Source:HGNC Symbol;Acc:HGNC:6254]	1.6210687	
PENK	proenkephalin [Source:HGNC Symbol;Acc:HGNC:8831]	1.6210217	
SV2C	synaptic vesicle glycoprotein 2C [Source:HGNC Symbol;Acc:HGNC:30670]	1.6139402	
SLC32A1	solute carrier family 32 member 1 [Source:HGNC Symbol;Acc:HGNC:11018]	1.6044035	
CHRNA3	cholinergic receptor nicotinic alpha 3 subunit [Source:HGNC Symbol;Acc:HGNC:1957]	1.5675954	
ARX	aristaless related homeobox [Source:HGNC Symbol;Acc:HGNC:18060]	1.5638471	
DDC	dopa decarboxylase [Source:HGNC Symbol;Acc:HGNC:2719]	1.5580734	
LPL	lipoprotein lipase [Source:HGNC Symbol;Acc:HGNC:6677]	1.5551018	
PDYN	prodynorphin [Source:HGNC Symbol;Acc:HGNC:8820]	1.5383073	
GAD1	glutamate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:4092]	1.5358632	
CACNA1G	calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]	1.5328292	
FGF17	fibroblast growth factor 17 [Source:HGNC Symbol;Acc:HGNC:3673]	1.5270524	
SP9	Sp9 transcription factor [Source:HGNC Symbol;Acc:HGNC:30690]	1.5015776	
NTS	neurotensin [Source:HGNC Symbol;Acc:HGNC:8038]	1.4882921	
LYPD6B	LY6/PLAUR domain containing 6B [Source:HGNC Symbol;Acc:HGNC:27018]	1.4811722	
GPR26	G protein-coupled receptor 26 [Source:HGNC Symbol;Acc:HGNC:4481]	1.4798516	
SFRP5	secreted frizzled related protein 5 [Source:HGNC Symbol;Acc:HGNC:10779]	1.4769398	
DLX5	distal-less homeobox 5 [Source:HGNC Symbol;Acc:HGNC:2918]	1.4699558	
TRH	thyrotropin releasing hormone [Source:HGNC Symbol;Acc:HGNC:12298]	1.4638213	
PTGER3	prostaglandin E receptor 3 [Source:HGNC Symbol;Acc:HGNC:9595]	1.4516094	
MAGEL2	MAGE family member L2 [Source:HGNC Symbol;Acc:HGNC:6814]	1.4477242	
LINC02223	long intergenic non-protein coding RNA 2223 [Source:HGNC Symbol;Acc:HGNC:53092]	1.4384569	
DLX6-AS1	DLX6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:37151]	1.4374039	
PYDC1	pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30261]	1.4358575	
SYNE4	spectrin repeat containing nuclear envelope family member 4 [Source:HGNC Symbol;Acc:HGNC:26703]	1.4351332	
TMEM132D	transmembrane protein 132D [Source:HGNC Symbol;Acc:HGNC:29411]	1.4276903	
SLC17A6	solute carrier family 17 member 6 [Source:HGNC Symbol;Acc:HGNC:16703]	1.427083	
NALF2	NALCN channel auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:30701]	1.4268368	
C11orf87	chromosome 11 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:33788]	1.4268174	
CHODL	chondrolectin [Source:HGNC Symbol;Acc:HGNC:17807]	1.4138743	
CALCR	calcitonin receptor [Source:HGNC Symbol;Acc:HGNC:1440]	1.413313	
SLC27A2	solute carrier family 27 member 2 [Source:HGNC Symbol;Acc:HGNC:10996]	1.4115732	
MIR124-2HG	MIR124-2 host gene [Source:HGNC Symbol;Acc:HGNC:48723]	1.3999434	
NETO1	neuropilin and tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:13823]	1.3982241	
QRFPR	pyroglutamylated RFamide peptide receptor [Source:HGNC Symbol;Acc:HGNC:15565]	1.3921225	
VWA5B2	von Willebrand factor A domain containing 5B2 [Source:HGNC Symbol;Acc:HGNC:25144]	1.3886478	
RPRM	reprimo, TP53 dependent G2 arrest mediator homolog [Source:HGNC Symbol;Acc:HGNC:24201]	1.3877723	
AMH	anti-Mullerian hormone [Source:HGNC Symbol;Acc:HGNC:464]	1.3838137	
RBFOX1	RNA binding fox-1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18222]	1.3722613	
ARHGAP36	Rho GTPase activating protein 36 [Source:HGNC Symbol;Acc:HGNC:26388]	1.3535203	
PNOC	prepronociceptin [Source:HGNC Symbol;Acc:HGNC:9163]	1.3526174	
SLC9A5	solute carrier family 9 member A5 [Source:HGNC Symbol;Acc:HGNC:11078]	1.3516837	
CARTPT	CART prepropeptide [Source:HGNC Symbol;Acc:HGNC:24323]	1.3484526	
ONECUT3	one cut homeobox 3 [Source:HGNC Symbol;Acc:HGNC:13399]	1.3430731	
C22orf42	chromosome 22 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:27160]	1.327226	
SLC17A8	solute carrier family 17 member 8 [Source:HGNC Symbol;Acc:HGNC:20151]	1.3230438	
KCNH6	potassium voltage-gated channel subfamily H member 6 [Source:HGNC Symbol;Acc:HGNC:18862]	1.3146763	
TMEM275	transmembrane protein 275 [Source:HGNC Symbol;Acc:HGNC:53938]	1.3088839	
SCG2	secretogranin II [Source:HGNC Symbol;Acc:HGNC:10575]	1.3085212	
BDNF	brain derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:1033]	1.3059534	
CTXN3	cortexin 3 [Source:HGNC Symbol;Acc:HGNC:31110]	1.3009572	
GPR83	G protein-coupled receptor 83 [Source:HGNC Symbol;Acc:HGNC:4523]	1.2963442	
PRSS3	serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]	1.295958	
CSN1S1	casein alpha s1 [Source:HGNC Symbol;Acc:HGNC:2445]	1.2933967	
MYO15A	myosin XVA [Source:HGNC Symbol;Acc:HGNC:7594]	1.2924414	
KCNA4	potassium voltage-gated channel subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:6222]	1.2910671	
OTOF	otoferlin [Source:HGNC Symbol;Acc:HGNC:8515]	1.2903794	
SOSTDC1	sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748]	1.2885631	
CNR1	cannabinoid receptor 1 [Source:HGNC Symbol;Acc:HGNC:2159]	1.2826701	
SPTSSB	serine palmitoyltransferase small subunit B [Source:HGNC Symbol;Acc:HGNC:24045]	1.2739878	
