NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
POMC	1	POMC	
HCRT	1	HCRT	
MT-ND6	1	MT-ND6	
SCN2A	1	SCN2A	
CALB2	1	CALB2	
SYT1	1	SYT1	
ZCCHC12	1	ZCCHC12	
PIP5K1B	1	PIP5K1B	
ECEL1	1	ECEL1	
INA	1	INA	
CELF4	1	CELF4	
NSG2	1	NSG2	
VSNL1	1	VSNL1	
SYT4	1	SYT4	
STMN2	1	STMN2	
TMEM130	1	TMEM130	
GNAL	1	GNAL	
B4GALNT1	1	B4GALNT1	
ELMOD1	1	ELMOD1	
ELAVL4	1	ELAVL4	
ACHE	1	ACHE	
CALB1	1	CALB1	
GAD1	1	GAD1	
AMPH	1	AMPH	
TOX2	1	TOX2	
UBE2QL1	1	UBE2QL1	
CTXN1	1	CTXN1	
GAP43	1	GAP43	
OPALIN	1	OPALIN	
KANSL1-AS1	1	KANSL1-AS1	
LY6H	1	LY6H	
CDK5R1	1	CDK5R1	
CELF5	1	CELF5	
GLS	1	GLS	
FNDC10	1	FNDC10	
ANKRD50	1	ANKRD50	
CAMK2N2	1	CAMK2N2	
CALY	1	CALY	
NRSN1	1	NRSN1	
GAL	1	GAL	
SYN1	1	SYN1	
CITED1	1	CITED1	
CNIH2	1	CNIH2	
TMEM59L	1	TMEM59L	
RFK	1	RFK	
CYB561	1	CYB561	
DNAAF11	1	LRRC6	
PTPRO	1	PTPRO	
NNAT	1	NNAT	
TSTD1	1	TSTD1	
LMTK3	1	LMTK3	
MAP2	1	MAP2	
GJB6	1	GJB6	
FXYD7	1	FXYD7	
HYCC2	1	FAM126B	
CD83	1	CD83	
NAPB	1	NAPB	
GRIN1	1	GRIN1	
SNAP25	1	SNAP25	
DMXL2	1	DMXL2	
DIRAS3	1	DIRAS3	
SST	1	SST	
PCSK2	1	PCSK2	
BEX1	1	BEX1	
PEG3	1	PEG3	
PCLO	1	PCLO	
AKAP12	1	AKAP12	
SCG2	1	SCG2	
NRP2	1	NRP2	
NSG1	1	NSG1	
NRXN1	1	NRXN1	
BEX5	1	BEX5	
GDAP1L1	1	GDAP1L1	
SLC12A5	1	SLC12A5	
DTX1	1	DTX1	
THY1	1	THY1	
MEG3	1	MEG3	
ANO5	1	ANO5	
FAM241B	1	FAM241B	
VGF	1	VGF	
TMEM35A	1	TMEM35A	
CDH13	1	CDH13	
DMTN	1	DMTN	
PGM2L1	1	PGM2L1	
NALF1	1	FAM155A	
RBM19	1	RBM19	
VSTM2A	1	VSTM2A	
HSPA4L	1	HSPA4L	
TBC1D9	1	TBC1D9	
PEG10	1	PEG10	
APBA1	1	APBA1	
DISP2	1	DISP2	
TTC9B	1	TTC9B	
TUBA4A	1	TUBA4A	
PNMA8B	1	PNMA8B	
BASP1	1	BASP1	
PNMA6F	1	PNMA6F	
DNM1	1	DNM1	
CEP170B	1	CEP170B	
EEF1A2	1	EEF1A2	
CHGA	1	CHGA	
NSF	1	NSF	
ELAPOR1	1	KIAA1324	
MAPK8IP2	1	MAPK8IP2	
MAMLD1	1	MAMLD1	
ECE2	1	ECE2	
