Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value
ENSG00000069431,ABCC9,0.35088041544314097,1.2221993360299366,0,0.08015371857436746,-1.6512953080020627,0,0.13662569584211137,-0.6341067622808234,0.000000000000000000000000000000000000000000000021956070780050495,0.13180129515100183,-0.7056811532546474,0.0000000000000000000000000000000000000000000000000000000000000000008326857341629609,0.5801016722464712,1.69809358913944,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000945632832358291,0.17238548999789052,-0.2456676178169679,0.0001536001077051132,0.11325272463313751,-0.8790438835823475,0.0000000000000000000000000000000000002622739962717368
ENSG00000123612,ACVR1C,0.30132448141773543,-1.0604443429976897,0,0.4760035933906806,-0.26004774901702765,0.0000000000000000000000015927010217333426,0.4493467329918329,-0.308441636536681,0.0000000000000000026958970845737784,1.4263608833634736,1.873197407184418,0,0.30864779019277355,-0.8535926582178688,0.000000000000000000000000000000000000000000000000000000000005296238089133937,0.4135563774735195,-0.41381425596395727,0.0000000000000005599959021021219,0.2929496922647007,-0.9330158114818166,0.0000000000000000000000000000000000000000000000000000000000000000000000018899271869391564
ENSG00000151388,ADAMTS12,0.01914661087345212,-0.23590847385046576,0.009948249198728646,0.019375471992629914,-0.2210862025027227,0.012425728271246862,0.028010716136805627,0.43438550298572487,0.00009120462230932304,0.01684678208697016,-0.41342982706298503,0.0003962756544239709,0.03904332898577029,0.9296132367530348,0.000000000037073802776149164,0.03270471352469159,0.646546525174938,0.000017880151770065745,0.014875576790692319,-0.5555079501896767,0.002339583235938748
ENSG00000145536,ADAMTS16,0.021258369425671105,-0.0821404419811218,0.3787163162957669,0.01976041514480137,-0.2284168935640416,0.010220090975301101,0.021840523421355437,-0.021666221424810672,0.8559206456964912,0.018498427389614294,-0.29922994140790315,0.009569897281254578,0.048906906834806994,1.25853328171445,0.000000000000000000007781465396497414,0.022998798543170218,0.06605195939947617,0.7436734329467098,0.020627466483093347,-0.10019970619773577,0.5906829649157831
ENSG00000156140,ADAMTS3,0.040217268427814874,-0.2542456198254257,0.000014032681657615858,0.03494428392489766,-0.5270674881566242,0.00000000000000000011489691624016243,0.0314386009787224,-0.6080604690388833,0.00000000000032147561804077447,0.1052098057784313,1.5613754294005666,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011652729760498158,0.031234663188616233,-0.5778768005440611,0.0000009403377871054827,0.037979667318996685,-0.28363336968355757,0.013143775444784128,0.030346176653012327,-0.6224605393019722,0.0000001235996327839717
ENSG00000197381,ADARB1,0.43633624485626915,-0.5784267953371689,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016738899489032876,0.848927964922116,0.7819949759269819,0,0.4298567591763633,-0.5260680381663037,0.00000000000000000000000000000000000000000000000000000000000000000000000049237175802773025,0.5352156603218314,-0.17884523467111302,0.000000000010216072988348703,0.7159313588759142,0.28467028336029143,0.00000000000006047055669412905,0.5648420522941896,-0.08036892977045507,0.05056223557004743,0.4843487803049419,-0.31514453575279355,0.0000000000000020987932568160814
ENSG00000141433,ADCYAP1,0.24641875906004188,-0.22240071454742916,0.000000000032174680916539626,0.46693604358397517,1.2195215672592854,0,0.22300839385841403,-0.3507897028527316,0.000000000000009530781025470275,0.035675538537113284,-3.1563630902148057,0,0.2128888885750422,-0.39861941709365234,0.0000000004977624436084697,0.29518641432931314,0.09941055634590712,0.12008574123075444,0.2558599207999079,-0.11983738829061852,0.05868642414552906
ENSG00000120907,ADRA1A,0.5346972654218467,0.3253668239764371,0.000000000000000000000000000000000000000000000011406813400209003,0.47604636485203294,0.09266730195790718,0.00002855257919219538,0.43426403968739913,-0.07620518465265613,0.013740842957058887,0.1943986521212145,-1.3632396616066254,0,0.4457104240533461,-0.031003804271572788,0.48144848885841973,0.47136987105910333,0.054789354384552125,0.22108201779687575,0.6807063939420804,0.6294437603903285,0.00000000000000000000000000000000000000000000000000000000036145524094810564
ENSG00000170214,ADRA1B,0.07217521451806216,-0.4636093370383798,0.0000000000000000000025615976496203617,0.14503802544593386,1.0241875813967334,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009240021309378209,0.05895961928096849,-0.7192555266333729,0.0000000000000000000000004078821763759366,0.04244728427795423,-1.2499010800079495,0.0000000000000000000000000000000000000000000000000000000000000000000000028134842049530876,0.16151608727797603,0.8767038178041862,0.0000000000000000000000000000004668287966625355,0.08081229212875407,-0.20154021864200056,0.032302971942017075,0.06604756095067389,-0.5077440009951064,0.0000000717268202676865
ENSG00000159723,AGRP,0.01051186479326783,-1.0364998123464382,0.000000000000000000003553220502142284,0.03969191613501227,1.9411147539404743,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000549106271787052,0.010087775391926502,-0.9726435690393744,0.00000000014204042909804708,0.01015761861126142,-0.9834353907036455,0.0000000000017577621443245143,0.009041613028283647,-1.0666175425326658,0.0000013344208070744087,0.013503881713421045,-0.4760370728585839,0.01897312823235238,0.008727005050539494,-1.1210004498133426,0.0000003293831185474451
ENSG00000204472,AIF1,0.25026685242186314,-0.6662379430259502,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010795663042434143,0.1428139094556099,-1.6410540581558355,0,0.27060702337760123,-0.45669623126715697,0.0000000000000000000000000000012175682625628335,0.30753635535233764,-0.2579040159853361,0.0000000000011057120798937042,0.5414693256710774,0.6409768390762528,0.00000000000000000000000000000000000008961955182517654,2.193536785823831,3.1574188062775774,0,0.220753559573874,-0.7360781308473261,0.00000000000000000000000000000000000000896636254790337
ENSG00000171094,ALK,0.14960636143275824,-1.4203984222154526,0,0.5699297225205157,1.242808894326157,0,0.15817240056273107,-1.187096190084391,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003995805135490372,0.48467531406092096,0.6494997114712386,0.0000000000000000000000000000000000000000000000000000000000000000000000000000026934637115542043,0.10151265536300276,-1.782490910095935,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004954221709264146,0.14390073950864302,-1.267372855887738,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000008186920237746192,0.4335734781927121,0.40042604096923196,0.000000000000016470949352713952
ENSG00000189292,ALKAL2,0.04448771350007993,-0.07098671419662494,0.23090947426860797,0.04846006571225098,0.0995702351485912,0.07925397889173566,0.04563983818094903,-0.016458839836758443,0.8458287102022176,0.035840703067377695,-0.41766446289945147,0.00000009727479465928935,0.06945602735363346,0.6396056143691644,0.00000000010167645092901934,0.057813493585583846,0.3516339975006568,0.0010976114090917222,0.03510636122603387,-0.4103058766341423,0.0005595403128062038
