NAME	TITLE	SCORE	
NR5A1	nuclear receptor subfamily 5 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7983]	4.11906	
FEZF1	FEZ family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:22788]	3.9687889	
SOX14	SRY-box transcription factor 14 [Source:HGNC Symbol;Acc:HGNC:11193]	3.9588203	
NRGN	neurogranin [Source:HGNC Symbol;Acc:HGNC:8000]	3.931963	
KLK7	kallikrein related peptidase 7 [Source:HGNC Symbol;Acc:HGNC:6368]	3.7401123	
ANKRD34B	ankyrin repeat domain 34B [Source:HGNC Symbol;Acc:HGNC:33736]	3.7053666	
C6orf141	chromosome 6 open reading frame 141 [Source:HGNC Symbol;Acc:HGNC:21351]	3.5874841	
TMEM215	transmembrane protein 215 [Source:HGNC Symbol;Acc:HGNC:33816]	3.5420263	
LAMP5	lysosomal associated membrane protein family member 5 [Source:HGNC Symbol;Acc:HGNC:16097]	3.4220963	
ICAM5	intercellular adhesion molecule 5 [Source:HGNC Symbol;Acc:HGNC:5348]	3.363151	
TMEM233	transmembrane protein 233 [Source:HGNC Symbol;Acc:HGNC:37219]	3.294013	
ADCYAP1	adenylate cyclase activating polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:241]	3.2841601	
LINC01615	long intergenic non-protein coding RNA 1615 [Source:HGNC Symbol;Acc:HGNC:51898]	3.2517703	
VGLL2	vestigial like family member 2 [Source:HGNC Symbol;Acc:HGNC:20232]	3.248272	
DGKK	diacylglycerol kinase kappa [Source:HGNC Symbol;Acc:HGNC:32395]	3.240282	
HS3ST4	heparan sulfate-glucosamine 3-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:5200]	3.199084	
SLC17A6	solute carrier family 17 member 6 [Source:HGNC Symbol;Acc:HGNC:16703]	3.1889606	
SOSTDC1	sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748]	3.1052043	
GABRA5	gamma-aminobutyric acid type A receptor subunit alpha5 [Source:HGNC Symbol;Acc:HGNC:4079]	3.0466127	
RBFOX1	RNA binding fox-1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18222]	3.0185552	
CDH13	cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753]	2.9464333	
FEZF1-AS1	FEZF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41001]	2.8468308	
FRMPD2	FERM and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28572]	2.805925	
KISS1R	KISS1 receptor [Source:HGNC Symbol;Acc:HGNC:4510]	2.799688	
GPR6	G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:HGNC:4515]	2.7960234	
DDN	dendrin [Source:HGNC Symbol;Acc:HGNC:24458]	2.7803164	
LBHD2	LBH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:52384]	2.7484891	
WNT10B	Wnt family member 10B [Source:HGNC Symbol;Acc:HGNC:12775]	2.7285192	
PLCXD2	phosphatidylinositol specific phospholipase C X domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26462]	2.6979158	
