NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
NR5A1	1	NR5A1	
FEZF1	1	FEZF1	
SOX14	1	SOX14	
NRGN	1	NRGN	
KLK7	1	KLK7	
ANKRD34B	1	ANKRD34B	
C6orf141	1	C6orf141	
TMEM215	1	TMEM215	
LAMP5	1	LAMP5	
ICAM5	1	ICAM5	
TMEM233	1	TMEM233	
ADCYAP1	1	ADCYAP1	
LINC01615	1	LINC01615	
VGLL2	1	VGLL2	
DGKK	1	DGKK	
HS3ST4	1	HS3ST4	
SLC17A6	1	SLC17A6	
SOSTDC1	1	SOSTDC1	
GABRA5	1	GABRA5	
RBFOX1	1	RBFOX1	
CDH13	1	CDH13	
FEZF1-AS1	1	FEZF1-AS1	
FRMPD2	1	FRMPD2	
KISS1R	1	KISS1R	
GPR6	1	GPR6	
DDN	1	DDN	
LBHD2	1	LBHD2	
WNT10B	1	WNT10B	
PLCXD2	1	PLCXD2	
TAFA1	1	TAFA1	
CHRM5	1	CHRM5	
HS6ST2	1	HS6ST2	
NPTX1	1	NPTX1	
SYT6	1	SYT6	
TCERG1L	1	TCERG1L	
NR0B1	1	NR0B1	
DOC2A	1	DOC2A	
GPR149	1	GPR149	
RPRML	1	RPRML	
NXPH2	1	NXPH2	
CLEC2L	1	CLEC2L	
ANO3	1	ANO3	
C1orf115	1	C1orf115	
TLL2	1	TLL2	
CHRM1	1	CHRM1	
SYT2	1	SYT2	
BMP8B	1	BMP8B	
TRIP13	1	TRIP13	
KRT8	1	KRT8	
PCDH19	1	PCDH19	
EGR4	1	EGR4	
PCP4L1	1	PCP4L1	
CLEC4G	1	CLEC4G	
DDN-AS1	1	DDN-AS1	
NPTX2	1	NPTX2	
STK26	1	STK26	
TOX3	1	TOX3	
TAC1	1	TAC1	
GLRA3	1	GLRA3	
CPNE4	1	CPNE4	
CD8B	1	CD8B	
CAMK1G	1	CAMK1G	
FGF9	1	FGF9	
PRKCG	1	PRKCG	
BDNF	1	BDNF	
MYZAP	1	MYZAP	
VSNL1	1	VSNL1	
KCNJ5	1	KCNJ5	
STYK1	1	STYK1	
NOS1	1	NOS1	
CCKBR	1	CCKBR	
SDR16C5	1	SDR16C5	
RASGRF2	1	RASGRF2	
GALR1	1	GALR1	
GRIN3A	1	GRIN3A	
PTH2R	1	PTH2R	
SLC35F4	1	SLC35F4	
CEACAM21	1	CEACAM21	
SSTR3	1	SSTR3	
HRH3	1	HRH3	
CCBE1	1	CCBE1	
GDA	1	GDA	
KLHL1	1	KLHL1	
GDF10	1	GDF10	
CNTN6	1	CNTN6	
ACVR1C	1	ACVR1C	
CD6	1	CD6	
NECTIN3	1	NECTIN3	
TMEM163	1	TMEM163	
GRM4	1	GRM4	
HTR1D	1	HTR1D	
RASAL1	1	RASAL1	
GPR150	1	GPR150	
CREB3L1	1	CREB3L1	
KRT18	1	KRT18	
PLPPR5	1	PLPPR5	
SLC35F3	1	SLC35F3	
HYCC1	1	FAM126A	
ELK1	1	ELK1	
KCNA1	1	KCNA1	
PRMT8	1	PRMT8	
VWA5B2	1	VWA5B2	
LIPG	1	LIPG	
TENM2	1	TENM2	
CAMKV	1	CAMKV	
CA10	1	CA10	
ARPP21	1	ARPP21	
GPR88	1	GPR88	
FXYD7	1	FXYD7	
ERICH5	1	ERICH5	
KCNK4	1	KCNK4	
TMEM132D	1	TMEM132D	
ISLR2	1	ISLR2	
CAMK2A	1	CAMK2A	
CACNA2D1	1	CACNA2D1	
IGSF10	1	IGSF10	
AKAP14	1	AKAP14	
CNTN5	1	CNTN5	
RFPL2	1	RFPL2	
MAPK15	1	MAPK15	
CBLN1	1	CBLN1	
DRD1	1	DRD1	
SNCA	1	SNCA	
PITPNM3	1	PITPNM3	
SOX1	1	SOX1	
MC4R	1	MC4R	
KCNAB1	1	KCNAB1	
HTR7	1	HTR7	
ITPR1	1	ITPR1	
CDH22	1	CDH22	
LZTS1	1	LZTS1	
GREM2	1	GREM2	
CDH7	1	CDH7	
SLC17A8	1	SLC17A8	
SORCS1	1	SORCS1	
WSCD2	1	WSCD2	
NR2F2	1	NR2F2	
CACNA1I	1	CACNA1I	
GJD2	1	GJD2	
SH2D5	1	SH2D5	
GRM5	1	GRM5	
CD36	1	CD36	
CHST8	1	CHST8	
RTBDN	1	RTBDN	
ITGA2	1	ITGA2	
TACR1	1	TACR1	
KCNS2	1	KCNS2	
NKX2-1	1	NKX2-1	
ASIC2	1	ASIC2	
PTK2B	1	PTK2B	
CNGB1	1	CNGB1	
CNR1	1	CNR1	
SLITRK4	1	SLITRK4	
CCNO	1	CCNO	
GRHL1	1	GRHL1	
NPW	1	NPW	
RIN1	1	RIN1	
IGFBPL1	1	IGFBPL1	
FKBP1B	1	FKBP1B	
MACROD2	1	MACROD2	
KCNH5	1	KCNH5	
LPL	1	LPL	
KCNJ4	1	KCNJ4	
PNCK	1	PNCK	
PDE2A	1	PDE2A	
DAW1	1	DAW1	
RBFOX3	1	RBFOX3	
C22orf42	1	C22orf42	
PKIB	1	PKIB	
GABRA1	1	GABRA1	
TNNC2	1	TNNC2	
LRRC56	1	LRRC56	
GPR12	1	GPR12	
TMEM275	1	TMEM275	
DYDC2	1	DYDC2	
SEZ6L	1	SEZ6L	
CD24	1	CD24	
OPRK1	1	OPRK1	
TMEM158	1	TMEM158	
ADRA2C	1	ADRA2C	
PCSK2	1	PCSK2	
CCK	1	CCK	
CACNG8	1	CACNG8	
LAMB1	1	LAMB1	
CACNA1H	1	CACNA1H	
SHH	1	SHH	
VSTM2A	1	VSTM2A	
MYO15A	1	MYO15A	
LRFN2	1	LRFN2	
ABTB3	1	BTBD11	
FFAR4	1	FFAR4	
FAM110C	1	FAM110C	
RGS14	1	RGS14	
OCA2	1	OCA2	
GABRB2	1	GABRB2	
RBP4	1	RBP4	
ENTREP2	1	FAM189A1	
EPCAM	1	EPCAM	
SLC6A7	1	SLC6A7	
SLC24A3	1	SLC24A3	
SLC1A6	1	SLC1A6	
DPP10-AS1	1	DPP10-AS1	
ST6GALNAC5	1	ST6GALNAC5	
PLPPR4	1	PLPPR4	
TAFA2	1	TAFA2	
KCNIP2	1	KCNIP2	
CBLN4	1	CBLN4	
SLITRK3	1	SLITRK3	
ADAM11	1	ADAM11	
COL15A1	1	COL15A1	
HS3ST5	1	HS3ST5	
LRTM2	1	LRTM2	
SYNPR	1	SYNPR	
SCN8A	1	SCN8A	
CLMP	1	CLMP	
NTNG1	1	NTNG1	
C1QL2	1	C1QL2	
C4orf50	1	C4orf50	
ERICH3	1	ERICH3	
NOL4	1	NOL4	
PAQR9	1	PAQR9	
SFTA3	1	SFTA3	
OPRD1	1	OPRD1	
GALNTL6	1	GALNTL6	
ST6GAL2	1	ST6GAL2	
PRRT2	1	PRRT2	
RXRG	1	RXRG	
RASGRF2-AS1	1	RASGRF2-AS1	
SYN2	1	SYN2	
SOWAHA	1	SOWAHA	
MFSD4A	1	MFSD4A	
NPPC	1	NPPC	
RTP5	1	RTP5	
LINC01106	1	LINC01106	
SLITRK1	1	SLITRK1	
BEAN1	1	BEAN1	
TMEM121B	1	TMEM121B	
ANKRD34C	1	ANKRD34C	
SAPCD1-AS1	1	SAPCD1-AS1	
SNTG1	1	SNTG1	
CYP26A1	1	CYP26A1	
LDAF1	1	TMEM159	
VSTM2L	1	VSTM2L	
LINC02283	1	LINC02283	
NT5DC3	1	NT5DC3	
EPB41L4B	1	EPB41L4B	
ZNF519	1	ZNF519	
PTPRT	1	PTPRT	
SOX3	1	SOX3	
PCDH7	1	PCDH7	
TSPAN18	1	TSPAN18	
KCNH3	1	KCNH3	
NR6A1	1	NR6A1	
FAT4	1	FAT4	
RSPO4	1	RSPO4	
IPCEF1	1	IPCEF1	
NXNL2	1	NXNL2	
TMEM35A	1	TMEM35A	
SV2B	1	SV2B	
COL26A1	1	COL26A1	
PAK5	1	PAK5	
KCNB2	1	KCNB2	
MRTFB	1	MRTFB	
DACH1	1	DACH1	
CD83	1	CD83	
RPRM	1	RPRM	
GRM1	1	GRM1	
PENK	1	PENK	
NUDT11	1	NUDT11	
FHDC1	1	FHDC1	
MATK	1	MATK	
PRKAG2-AS1	1	PRKAG2-AS1	
PDE1A	1	PDE1A	
MAL2	1	MAL2	
TLE6	1	TLE6	
MYT1L	1	MYT1L	
KCNIP1	1	KCNIP1	
SCN2A	1	SCN2A	
RYR2	1	RYR2	
RAB26	1	RAB26	
LETR1	1	LINC01197	
NUDT10	1	NUDT10	
KIAA1549L	1	KIAA1549L	
LINC01234	1	LINC01234	
EFNB3	1	EFNB3	
EPHA10	1	EPHA10	
MYCN	1	MYCN	
KLK10	1	KLK10	
SLC8A2	1	SLC8A2	
PHYHIP	1	PHYHIP	
KCNV1	1	KCNV1	
STX1A	1	STX1A	
ATP2B3	1	ATP2B3	
RSPO3	1	RSPO3	
NSF	1	NSF	
CNTN4	1	CNTN4	
LINGO2	1	LINGO2	
CCDC3	1	CCDC3	
CHN1	1	CHN1	
GRM7	1	GRM7	
MALL	1	MALL	
DIRAS3	1	DIRAS3	
NOG	1	NOG	
NXPH1	1	NXPH1	
PLXNA1	1	PLXNA1	
CSMD2	1	CSMD2	
CAP2	1	CAP2	
HRH2	1	HRH2	
GALNT9	1	GALNT9	
NCEH1	1	NCEH1	
MCF2	1	MCF2	
AARD	1	AARD	
MYRIP	1	MYRIP	
KCNT1	1	KCNT1	
KCNJ6	1	KCNJ6	
GPR26	1	GPR26	
PDE1B	1	PDE1B	
EFNA3	1	EFNA3	
SPTB	1	SPTB	
SLIT3	1	SLIT3	
TDRD5	1	TDRD5	
MAPK13	1	MAPK13	
SEMA5A	1	SEMA5A	
VSTM5	1	VSTM5	
JPH4	1	JPH4	
SOX1-OT	1	SOX1-OT	
PLPPR3	1	PLPPR3	
SLC27A2	1	SLC27A2	
HPCAL4	1	HPCAL4	
PLXNA4	1	PLXNA4	
SLC12A5	1	SLC12A5	
PTPN5	1	PTPN5	
NCALD	1	NCALD	
THY1	1	THY1	
KLHDC8A	1	KLHDC8A	
KCNC3	1	KCNC3	
MTUS2	1	MTUS2	
UNC5A	1	UNC5A	
RASD2	1	RASD2	
GABRD	1	GABRD	
GRIA1	1	GRIA1	
GRIA3	1	GRIA3	
CACNA1E	1	CACNA1E	
CDK5R1	1	CDK5R1	
LRRC7	1	LRRC7	
SRRM3	1	SRRM3	
CNNM1	1	CNNM1	
ZFP92	1	ZFP92	
PHF24	1	PHF24	
RERG	1	RERG	
KHDRBS2	1	KHDRBS2	
LINC00645	1	LINC00645	
MYO5B	1	MYO5B	
RAPGEFL1	1	RAPGEFL1	
MARCHF11	1	MARCH11	
CTXN1	1	CTXN1	
OPCML	1	OPCML	
RAB3C	1	RAB3C	
CELF5	1	CELF5	
CHRM3	1	CHRM3	
VSTM2A-OT1	1	VSTM2A-OT1	
FBXL16	1	FBXL16	
PRICKLE1	1	PRICKLE1	
OBSCN	1	OBSCN	
CALB2	1	CALB2	
