NAME	TITLE	SCORE	
HCRT	hypocretin neuropeptide precursor [Source:HGNC Symbol;Acc:HGNC:4847]	3.5571275	
POMC	proopiomelanocortin [Source:HGNC Symbol;Acc:HGNC:9201]	2.8378723	
SST	somatostatin [Source:HGNC Symbol;Acc:HGNC:11329]	2.0701544	
GABRE	gamma-aminobutyric acid type A receptor subunit epsilon [Source:HGNC Symbol;Acc:HGNC:4085]	2.0087802	
PRDM12	PR/SET domain 12 [Source:HGNC Symbol;Acc:HGNC:13997]	1.9940875	
PRDM13	PR/SET domain 13 [Source:HGNC Symbol;Acc:HGNC:13998]	1.9533391	
SLC18A3	solute carrier family 18 member A3 [Source:HGNC Symbol;Acc:HGNC:10936]	1.9517785	
NPY	neuropeptide Y [Source:HGNC Symbol;Acc:HGNC:7955]	1.9483716	
SHISAL2B	shisa like 2B [Source:HGNC Symbol;Acc:HGNC:34236]	1.9388059	
HDC	histidine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4855]	1.8989974	
GHRH	growth hormone releasing hormone [Source:HGNC Symbol;Acc:HGNC:4265]	1.8987409	
AGRP	agouti related neuropeptide [Source:HGNC Symbol;Acc:HGNC:330]	1.8930336	
AVIL	advillin [Source:HGNC Symbol;Acc:HGNC:14188]	1.8889364	
GABRQ	gamma-aminobutyric acid type A receptor subunit theta [Source:HGNC Symbol;Acc:HGNC:14454]	1.8843827	
ADCYAP1	adenylate cyclase activating polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:241]	1.8667713	
PROKR1	prokineticin receptor 1 [Source:HGNC Symbol;Acc:HGNC:4524]	1.8181071	
GPR101	G protein-coupled receptor 101 [Source:HGNC Symbol;Acc:HGNC:14963]	1.7843468	
GZMB	granzyme B [Source:HGNC Symbol;Acc:HGNC:4709]	1.6981882	
LINC01615	long intergenic non-protein coding RNA 1615 [Source:HGNC Symbol;Acc:HGNC:51898]	1.6807467	
MCTP2	multiple C2 and transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25636]	1.6437538	
TMEM233	transmembrane protein 233 [Source:HGNC Symbol;Acc:HGNC:37219]	1.6103634	
MIR7-3HG	MIR7-3 host gene [Source:HGNC Symbol;Acc:HGNC:30049]	1.5774465	
GRP	gastrin releasing peptide [Source:HGNC Symbol;Acc:HGNC:4605]	1.5458791	
BDNF	brain derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:1033]	1.5123813	
ISL1	ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]	1.4553117	
NPY1R	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:HGNC:7956]	1.4236381	
VGF	VGF nerve growth factor inducible [Source:HGNC Symbol;Acc:HGNC:12684]	1.4213264	
NR5A1	nuclear receptor subfamily 5 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7983]	1.4192479	
PTGER3	prostaglandin E receptor 3 [Source:HGNC Symbol;Acc:HGNC:9595]	1.4092826	
ANKRD34B	ankyrin repeat domain 34B [Source:HGNC Symbol;Acc:HGNC:33736]	1.3803614	
CALCR	calcitonin receptor [Source:HGNC Symbol;Acc:HGNC:1440]	1.3729079	
LINC00886	long intergenic non-protein coding RNA 886 [Source:HGNC Symbol;Acc:HGNC:48572]	1.3481767	
PCOLCE2	procollagen C-endopeptidase enhancer 2 [Source:HGNC Symbol;Acc:HGNC:8739]	1.3370253	
SOX14	SRY-box transcription factor 14 [Source:HGNC Symbol;Acc:HGNC:11193]	1.3323733	
GSX1	GS homeobox 1 [Source:HGNC Symbol;Acc:HGNC:20374]	1.325438	
HMX3	H6 family homeobox 3 [Source:HGNC Symbol;Acc:HGNC:5019]	1.3159826	
NHLH2	nescient helix-loop-helix 2 [Source:HGNC Symbol;Acc:HGNC:7818]	1.2875077	
GPR149	G protein-coupled receptor 149 [Source:HGNC Symbol;Acc:HGNC:23627]	1.2856767	
PWWP3B	PWWP domain containing 3B [Source:HGNC Symbol;Acc:HGNC:26583]	1.2759221	
PNOC	prepronociceptin [Source:HGNC Symbol;Acc:HGNC:9163]	1.2735908	
SLC10A4	solute carrier family 10 member 4 [Source:HGNC Symbol;Acc:HGNC:22980]	1.2700245	
RSPO3	R-spondin 3 [Source:HGNC Symbol;Acc:HGNC:20866]	1.2385126	
GAL	galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]	1.2358494	
RASGRP1	RAS guanyl releasing protein 1 [Source:HGNC Symbol;Acc:HGNC:9878]	1.2351736	
RBP4	retinol binding protein 4 [Source:HGNC Symbol;Acc:HGNC:9922]	1.2307429	
PMCH	pro-melanin concentrating hormone [Source:HGNC Symbol;Acc:HGNC:9109]	1.2273031	
PDYN	prodynorphin [Source:HGNC Symbol;Acc:HGNC:8820]	1.2265772	
SV2C	synaptic vesicle glycoprotein 2C [Source:HGNC Symbol;Acc:HGNC:30670]	1.2236216	
LINC01166	long intergenic non-protein coding RNA 1166 [Source:HGNC Symbol;Acc:HGNC:49535]	1.2207165	
DLK1	delta like non-canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2907]	1.2192861	
TMOD1	tropomodulin 1 [Source:HGNC Symbol;Acc:HGNC:11871]	1.2042434	
HPGD	15-hydroxyprostaglandin dehydrogenase [Source:HGNC Symbol;Acc:HGNC:5154]	1.1864816	
PTGER1	prostaglandin E receptor 1 [Source:HGNC Symbol;Acc:HGNC:9593]	1.1790316	
NOS1	nitric oxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:7872]	1.1695528	
PRSS56	serine protease 56 [Source:HGNC Symbol;Acc:HGNC:39433]	1.1577612	
PRSS3	serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]	1.1577233	
HS3ST4	heparan sulfate-glucosamine 3-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:5200]	1.1570491	
FNDC9	fibronectin type III domain containing 9 [Source:HGNC Symbol;Acc:HGNC:33547]	1.1505128	
MSANTD1	Myb/SANT DNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33741]	1.1410619	
LHX9	LIM homeobox 9 [Source:HGNC Symbol;Acc:HGNC:14222]	1.1368266	
PRMT8	protein arginine methyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:5188]	1.1318635	
CYP26B1	cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]	1.1245587	
SLC18A2	solute carrier family 18 member A2 [Source:HGNC Symbol;Acc:HGNC:10935]	1.1204456	
FST	follistatin [Source:HGNC Symbol;Acc:HGNC:3971]	1.117204	
SYNDIG1L	synapse differentiation inducing 1 like [Source:HGNC Symbol;Acc:HGNC:32388]	1.099586	
SCG2	secretogranin II [Source:HGNC Symbol;Acc:HGNC:10575]	1.0964794	
CALCB	calcitonin related polypeptide beta [Source:HGNC Symbol;Acc:HGNC:1438]	1.0937299	
SCGB3A1	secretoglobin family 3A member 1 [Source:HGNC Symbol;Acc:HGNC:18384]	1.0936087	
NR5A2	nuclear receptor subfamily 5 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7984]	1.0838859	
CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1 [Source:HGNC Symbol;Acc:HGNC:1986]	1.0829775	
EID3	EP300 interacting inhibitor of differentiation 3 [Source:HGNC Symbol;Acc:HGNC:32961]	1.0773506	
AGMAT	agmatinase [Source:HGNC Symbol;Acc:HGNC:18407]	1.0689322	
ZCCHC12	zinc finger CCHC-type containing 12 [Source:HGNC Symbol;Acc:HGNC:27273]	1.0664821	
WIF1	WNT inhibitory factor 1 [Source:HGNC Symbol;Acc:HGNC:18081]	1.0664202	
UTS2	urotensin 2 [Source:HGNC Symbol;Acc:HGNC:12636]	1.0516716	
CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1 [Source:HGNC Symbol;Acc:HGNC:28680]	1.0494231	
LINC01018	long intergenic non-protein coding RNA 1018 [Source:HGNC Symbol;Acc:HGNC:27394]	1.0461332	
C3orf80	chromosome 3 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:40048]	1.0364649	
ZFHX4-AS1	ZFHX4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44165]	1.0357784	
RTL9	retrotransposon Gag like 9 [Source:HGNC Symbol;Acc:HGNC:29245]	1.0345073	
OTP	orthopedia homeobox [Source:HGNC Symbol;Acc:HGNC:8518]	1.0327632	
SDC1	syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658]	1.0285829	
ADRB1	adrenoceptor beta 1 [Source:HGNC Symbol;Acc:HGNC:285]	1.0249587	
ECEL1	endothelin converting enzyme like 1 [Source:HGNC Symbol;Acc:HGNC:3147]	1.0244955	
SDR16C5	short chain dehydrogenase/reductase family 16C member 5 [Source:HGNC Symbol;Acc:HGNC:30311]	1.0241687	
SHISAL2A	shisa like 2A [Source:HGNC Symbol;Acc:HGNC:28757]	1.022183	
TBX3	T-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11602]	1.0219971	
FAM240C	family with sequence similarity 240 member C [Source:HGNC Symbol;Acc:HGNC:54200]	1.0126442	
ACVR1C	activin A receptor type 1C [Source:HGNC Symbol;Acc:HGNC:18123]	1.0108525	
ACTA1	actin alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]	1.0106862	
KCNJ5	potassium inwardly rectifying channel subfamily J member 5 [Source:HGNC Symbol;Acc:HGNC:6266]	1.0085682	
C11orf87	chromosome 11 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:33788]	0.998837	
ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:19342]	0.9977576	
LINC01630	long intergenic non-protein coding RNA 1630 [Source:HGNC Symbol;Acc:HGNC:52295]	0.99643594	
CRYGD	crystallin gamma D [Source:HGNC Symbol;Acc:HGNC:2411]	0.99582773	
DDN	dendrin [Source:HGNC Symbol;Acc:HGNC:24458]	0.9953167	
TMEM45B	transmembrane protein 45B [Source:HGNC Symbol;Acc:HGNC:25194]	0.9951881	
KCNS3	potassium voltage-gated channel modifier subfamily S member 3 [Source:HGNC Symbol;Acc:HGNC:6302]	0.994046	
PRRG4	proline rich and Gla domain 4 [Source:HGNC Symbol;Acc:HGNC:30799]	0.99383545	
LINC02440	long intergenic non-protein coding RNA 2440 [Source:HGNC Symbol;Acc:HGNC:53372]	0.992948	
HAR1A	highly accelerated region 1A [Source:HGNC Symbol;Acc:HGNC:33117]	0.99198985	
PTPN20	protein tyrosine phosphatase non-receptor type 20 [Source:HGNC Symbol;Acc:HGNC:23423]	0.99176157	
MAPT-IT1	MAPT intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:43741]	0.98733664	
NUPR2	nuclear protein 2, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:44164]	0.9858514	
CDH12	cadherin 12 [Source:HGNC Symbol;Acc:HGNC:1751]	0.980904	
ACTC1	actin alpha cardiac muscle 1 [Source:HGNC Symbol;Acc:HGNC:143]	0.9729478	
BHLHE22	basic helix-loop-helix family member e22 [Source:HGNC Symbol;Acc:HGNC:11963]	0.9729224	
KCNQ5	potassium voltage-gated channel subfamily Q member 5 [Source:HGNC Symbol;Acc:HGNC:6299]	0.97277915	
TMEM275	transmembrane protein 275 [Source:HGNC Symbol;Acc:HGNC:53938]	0.9726389	
GDA	guanine deaminase [Source:HGNC Symbol;Acc:HGNC:4212]	0.9710239	
KISS1	KiSS-1 metastasis suppressor [Source:HGNC Symbol;Acc:HGNC:6341]	0.9696765	
SLC32A1	solute carrier family 32 member 1 [Source:HGNC Symbol;Acc:HGNC:11018]	0.9664106	
CHRM2	cholinergic receptor muscarinic 2 [Source:HGNC Symbol;Acc:HGNC:1951]	0.9656844	
PTX3	pentraxin 3 [Source:HGNC Symbol;Acc:HGNC:9692]	0.9640274	
FGF17	fibroblast growth factor 17 [Source:HGNC Symbol;Acc:HGNC:3673]	0.9624985	
RTBDN	retbindin [Source:HGNC Symbol;Acc:HGNC:30310]	0.9604284	
SP9	Sp9 transcription factor [Source:HGNC Symbol;Acc:HGNC:30690]	0.9600168	
ELMO3	engulfment and cell motility 3 [Source:HGNC Symbol;Acc:HGNC:17289]	0.9565302	
DACH2	dachshund family transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:16814]	0.9553104	
BCL11B	BAF chromatin remodeling complex subunit BCL11B [Source:HGNC Symbol;Acc:HGNC:13222]	0.9508301	
C10orf82	chromosome 10 open reading frame 82 [Source:HGNC Symbol;Acc:HGNC:28500]	0.94778347	
CDC25A	cell division cycle 25A [Source:HGNC Symbol;Acc:HGNC:1725]	0.94759077	
KCTD8	potassium channel tetramerization domain containing 8 [Source:HGNC Symbol;Acc:HGNC:22394]	0.94194275	
CORO2A	coronin 2A [Source:HGNC Symbol;Acc:HGNC:2255]	0.9413108	
LBHD2	LBH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:52384]	0.939991	
WNT5B	Wnt family member 5B [Source:HGNC Symbol;Acc:HGNC:16265]	0.9386352	
HAPLN4	hyaluronan and proteoglycan link protein 4 [Source:HGNC Symbol;Acc:HGNC:31357]	0.9331917	
LINC00645	long intergenic non-protein coding RNA 645 [Source:HGNC Symbol;Acc:HGNC:44299]	0.93262094	
RFPL2	ret finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:9979]	0.9287431	
PAQR9-AS1	PAQR9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50861]	0.9276439	
MT1H	metallothionein 1H [Source:HGNC Symbol;Acc:HGNC:7400]	0.9263818	
KCNA4	potassium voltage-gated channel subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:6222]	0.926146	
MPPED1	metallophosphoesterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1306]	0.925847	
CLEC4G	C-type lectin domain family 4 member G [Source:HGNC Symbol;Acc:HGNC:24591]	0.9256513	
SOX1-OT	SOX1 overlapping transcript [Source:HGNC Symbol;Acc:HGNC:42733]	0.92362165	
ATF3	activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]	0.9224679	
TRPC6	transient receptor potential cation channel subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:12338]	0.92085856	
CCN3	cellular communication network factor 3 [Source:HGNC Symbol;Acc:HGNC:7885]	0.9206601	
ADGRG6	adhesion G protein-coupled receptor G6 [Source:HGNC Symbol;Acc:HGNC:13841]	0.9185707	
PIWIL2	piwi like RNA-mediated gene silencing 2 [Source:HGNC Symbol;Acc:HGNC:17644]	0.9184405	
TEX26	testis expressed 26 [Source:HGNC Symbol;Acc:HGNC:28622]	0.91742116	
AFF2	ALF transcription elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:3776]	0.91727614	
GAP43	growth associated protein 43 [Source:HGNC Symbol;Acc:HGNC:4140]	0.9127925	
ESR1	estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:3467]	0.91226715	
DYSF	dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]	0.9118043	
SLC7A10	solute carrier family 7 member 10 [Source:HGNC Symbol;Acc:HGNC:11058]	0.91033965	
TMEM132D	transmembrane protein 132D [Source:HGNC Symbol;Acc:HGNC:29411]	0.90922385	
OTOF	otoferlin [Source:HGNC Symbol;Acc:HGNC:8515]	0.9065862	
DCAF12L2	DDB1 and CUL4 associated factor 12 like 2 [Source:HGNC Symbol;Acc:HGNC:32950]	0.90402734	
MARCHF11	membrane associated ring-CH-type finger 11 [Source:HGNC Symbol;Acc:HGNC:33609]	0.9038022	
MROCKI	MARCKS cis regulating lncRNA promoter of cytokines and inflammation [Source:HGNC Symbol;Acc:HGNC:50323]	0.9027639	
EPCAM	epithelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:11529]	0.8968708	
C17orf107	chromosome 17 open reading frame 107 [Source:HGNC Symbol;Acc:HGNC:37238]	0.8964093	
VWC2L	von Willebrand factor C domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:37203]	0.8954159	
ADRA2A	adrenoceptor alpha 2A [Source:HGNC Symbol;Acc:HGNC:281]	0.89389473	
CRABP1	cellular retinoic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2338]	0.89309675	
C22orf42	chromosome 22 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:27160]	0.8901511	
NPPC	natriuretic peptide C [Source:HGNC Symbol;Acc:HGNC:7941]	0.8895835	
FABP6	fatty acid binding protein 6 [Source:HGNC Symbol;Acc:HGNC:3561]	0.8883168	
GLRA3	glycine receptor alpha 3 [Source:HGNC Symbol;Acc:HGNC:4328]	0.8864099	
SLC13A5	solute carrier family 13 member 5 [Source:HGNC Symbol;Acc:HGNC:23089]	0.8856515	
RBFOX1	RNA binding fox-1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18222]	0.8855311	
CYGB	cytoglobin [Source:HGNC Symbol;Acc:HGNC:16505]	0.88454837	
SPAG4	sperm associated antigen 4 [Source:HGNC Symbol;Acc:HGNC:11214]	0.8821078	
PTPN5	protein tyrosine phosphatase non-receptor type 5 [Source:HGNC Symbol;Acc:HGNC:9657]	0.8804601	
LINC02245	long intergenic non-protein coding RNA 2245 [Source:HGNC Symbol;Acc:HGNC:53134]	0.87977976	
KCNJ4	potassium inwardly rectifying channel subfamily J member 4 [Source:HGNC Symbol;Acc:HGNC:6265]	0.87288874	
PGR	progesterone receptor [Source:HGNC Symbol;Acc:HGNC:8910]	0.8726056	
SOSTDC1	sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748]	0.86998993	
C11orf16	chromosome 11 open reading frame 16 [Source:HGNC Symbol;Acc:HGNC:1169]	0.86435366	
TSTD1	thiosulfate sulfurtransferase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:35410]	0.8640562	
